custom_id,report_path,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type
10.1007_s00182-015-0520-8,literature/output/paper_analysis_reports/broad_all/10.1007_s00182-015-0520-8.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1007_s13235-023-00533-8,literature/output/paper_analysis_reports/broad_all/10.1007_s13235-023-00533-8.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1111_tops.12342,literature/output/paper_analysis_reports/broad_all/10.1111_tops.12342.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1177_1043463110387268,literature/output/paper_analysis_reports/broad_all/10.1177_1043463110387268.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1257_jel.45.3.595,literature/output/paper_analysis_reports/broad_all/10.1257_jel.45.3.595.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.cnsns.2021.105726,literature/output/paper_analysis_reports/broad_all/10.1016_j.cnsns.2021.105726.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1098_rsbl.2016.0341,literature/output/paper_analysis_reports/broad_all/10.1098_rsbl.2016.0341.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1086_506529,literature/output/paper_analysis_reports/broad_all/10.1086_506529.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.jebo.2016.06.010,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2016.06.010.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.jtbi.2010.09.023,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2010.09.023.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1109_tsmc.2018.2854294,literature/output/paper_analysis_reports/broad_all/10.1109_tsmc.2018.2854294.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1007_s11427-010-0007-6,literature/output/paper_analysis_reports/broad_all/10.1007_s11427-010-0007-6.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.3846_16111699.2017.1334228,literature/output/paper_analysis_reports/broad_all/10.3846_16111699.2017.1334228.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1103_PhysRevE.97.012305,literature/output/paper_analysis_reports/broad_all/10.1103_PhysRevE.97.012305.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1126_science.1133755,literature/output/paper_analysis_reports/broad_all/10.1126_science.1133755.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.joep.2010.03.016,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2010.03.016.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1111_ajsp.12057,literature/output/paper_analysis_reports/broad_all/10.1111_ajsp.12057.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.hydroa.2024.100188,literature/output/paper_analysis_reports/broad_all/10.1016_j.hydroa.2024.100188.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.reseneeco.2017.07.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.reseneeco.2017.07.004.md,empirical,experimental,field_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1109_tcss.2023.3324087,literature/output/paper_analysis_reports/broad_all/10.1109_tcss.2023.3324087.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.physa.2017.09.046,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2017.09.046.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1007_s12144-023-04746-3,literature/output/paper_analysis_reports/broad_all/10.1007_s12144-023-04746-3.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1038_s41467-020-14712-3,literature/output/paper_analysis_reports/broad_all/10.1038_s41467-020-14712-3.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1038_srep42735,literature/output/paper_analysis_reports/broad_all/10.1038_srep42735.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1109_access.2021.3128647,literature/output/paper_analysis_reports/broad_all/10.1109_access.2021.3128647.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1177_1948550614527115,literature/output/paper_analysis_reports/broad_all/10.1177_1948550614527115.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1287_orsc.2021.1521,literature/output/paper_analysis_reports/broad_all/10.1287_orsc.2021.1521.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1006_game.1994.1035,literature/output/paper_analysis_reports/broad_all/10.1006_game.1994.1035.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.physleta.2022.128138,literature/output/paper_analysis_reports/broad_all/10.1016_j.physleta.2022.128138.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1371_journal.pone.0294920,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0294920.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.chaos.2021.111663,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2021.111663.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.physa.2018.03.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2018.03.004.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1098_rsos.200617,literature/output/paper_analysis_reports/broad_all/10.1098_rsos.200617.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.1209_0295-5075_aca824,literature/output/paper_analysis_reports/broad_all/10.1209_0295-5075_aca824.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1109_access.2020.2995658,literature/output/paper_analysis_reports/broad_all/10.1109_access.2020.2995658.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.amc.2022.127818,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2022.127818.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.chaos.2012.01.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2012.01.004.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.jtbi.2013.01.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2013.01.004.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1088_1367-2630_14_6_063031,literature/output/paper_analysis_reports/broad_all/10.1088_1367-2630_14_6_063031.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1371_journal.pone.0289333,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0289333.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1007_s00265-017-2330-4,literature/output/paper_analysis_reports/broad_all/10.1007_s00265-017-2330-4.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1371_journal.pone.0012530,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0012530.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1371_journal.pone.0068423,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0068423.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.heliyon.2023.e16729,literature/output/paper_analysis_reports/broad_all/10.1016_j.heliyon.2023.e16729.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1287_orsc.2020.14548,literature/output/paper_analysis_reports/broad_all/10.1287_orsc.2020.14548.md,empirical,observational,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.physa.2025.130696,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2025.130696.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1098_rspb.2013.0553,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2013.0553.md,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior
10.3390_g11030027,literature/output/paper_analysis_reports/broad_all/10.3390_g11030027.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1007_s10539-013-9401-3,literature/output/paper_analysis_reports/broad_all/10.1007_s10539-013-9401-3.md,theory,N/A,N/A,adjacent,close,adjacent,N/R
10.1016_j.physa.2022.128371,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2022.128371.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1038_nature04131,literature/output/paper_analysis_reports/broad_all/10.1038_nature04131.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1111_j.1420-9101.2011.02307.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1420-9101.2011.02307.x.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.cie.2018.02.040,literature/output/paper_analysis_reports/broad_all/10.1016_j.cie.2018.02.040.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1371_journal.pone.0045998,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0045998.md,empirical,observational,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1007_978-3-540-85436-4,literature/output/paper_analysis_reports/broad_all/10.1007_978-3-540-85436-4.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.jebo.2024.05.010,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2024.05.010.md,theory,N/A,N/A,adjacent,close,adjacent,N/R
10.1016_j.physa.2007.06.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2007.06.008.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1086_286052,literature/output/paper_analysis_reports/broad_all/10.1086_286052.md,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1111_j.1439-0310.2010.01781.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1439-0310.2010.01781.x.md,empirical,observational,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1111_j.1439-0310.2012.02075.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1439-0310.2012.02075.x.md,empirical,observational,N/A,adjacent,close,adjacent,non_payoff_behavior
10.1016_j.jebo.2015.02.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2015.02.002.md,empirical,experimental,lab_experiment,adjacent,close,close,non_payoff_behavior
10.1007_s10683-022-09758-7,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-022-09758-7.md,empirical,experimental,lab_experiment,adjacent,close,close,mixed
10.1016_j.socec.2018.08.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2018.08.003.md,empirical,experimental,lab_experiment,adjacent,close,close,mixed
10.1007_s11127-021-00925-7,literature/output/paper_analysis_reports/broad_all/10.1007_s11127-021-00925-7.md,empirical,experimental,lab_experiment,adjacent,close,close,non_payoff_behavior
10.1177_1525822x16643709,literature/output/paper_analysis_reports/broad_all/10.1177_1525822x16643709.md,empirical,experimental,lab_experiment,adjacent,close,close,mixed
10.1111_kykl.12113,literature/output/paper_analysis_reports/broad_all/10.1111_kykl.12113.md,empirical,experimental,lab_experiment,adjacent,close,close,non_payoff_behavior
10.1007_s00199-005-0633-6,literature/output/paper_analysis_reports/broad_all/10.1007_s00199-005-0633-6.md,empirical,experimental,lab_experiment,adjacent,close,close,mixed
10.1111_exsy.13527,literature/output/paper_analysis_reports/broad_all/10.1111_exsy.13527.md,theory,N/A,N/A,adjacent,close,close,non_payoff_behavior
10.1287_mnsc.2018.3163,literature/output/paper_analysis_reports/broad_all/10.1287_mnsc.2018.3163.md,empirical,experimental,field_experiment,adjacent,close,close,efficiency_or_payoff
10.1007_s11284-013-1066-5,literature/output/paper_analysis_reports/broad_all/10.1007_s11284-013-1066-5.md,theory,N/A,N/A,adjacent,close,close,non_payoff_behavior
10.1111_ajae.12372,literature/output/paper_analysis_reports/broad_all/10.1111_ajae.12372.md,theory,N/A,N/A,adjacent,close,close,non_payoff_behavior
10.1016_j.jet.2015.07.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.jet.2015.07.002.md,theory,N/A,N/A,adjacent,close,close,non_payoff_behavior
10.1111_j.1420-9101.2006.01119.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1420-9101.2006.01119.x.md,theory,N/A,N/A,adjacent,close,close,efficiency_or_payoff
10.1016_j.jebo.2021.09.024,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2021.09.024.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1080_00036846.2011.591740,literature/output/paper_analysis_reports/broad_all/10.1080_00036846.2011.591740.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1515_bejeap-2013-0110,literature/output/paper_analysis_reports/broad_all/10.1515_bejeap-2013-0110.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1016_j.euroecorev.2012.05.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.euroecorev.2012.05.003.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1109_jstsp.2013.2263785,literature/output/paper_analysis_reports/broad_all/10.1109_jstsp.2013.2263785.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1515_amcs-2015-0054,literature/output/paper_analysis_reports/broad_all/10.1515_amcs-2015-0054.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.3390_su141912785,literature/output/paper_analysis_reports/broad_all/10.3390_su141912785.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1016_j.jebo.2023.04.028,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2023.04.028.md,empirical,experimental,field_experiment,adjacent,close,exact,efficiency_or_payoff
10.1016_j.jebo.2014.08.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2014.08.005.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.3982_te795,literature/output/paper_analysis_reports/broad_all/10.3982_te795.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.jebo.2014.11.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2014.11.004.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1073_pnas.2408802121,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.2408802121.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1086_699547,literature/output/paper_analysis_reports/broad_all/10.1086_699547.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1038_s41562-021-01059-y,literature/output/paper_analysis_reports/broad_all/10.1038_s41562-021-01059-y.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1103_PhysRevE.76.026114,literature/output/paper_analysis_reports/broad_all/10.1103_PhysRevE.76.026114.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1073_pnas.93.23.13421,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.93.23.13421.md,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff
10.1371_journal.pone.0207937,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0207937.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.jebo.2005.07.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2005.07.002.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.jtbi.2004.06.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2004.06.005.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.jtbi.2014.03.035,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2014.03.035.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.34768_amcs-2021-0011,literature/output/paper_analysis_reports/broad_all/10.34768_amcs-2021-0011.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1073_pnas.0407370102,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.0407370102.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.ins.2016.07.041,literature/output/paper_analysis_reports/broad_all/10.1016_j.ins.2016.07.041.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.ocecoaman.2022.106447,literature/output/paper_analysis_reports/broad_all/10.1016_j.ocecoaman.2022.106447.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1371_journal.pone.0166437,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0166437.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1007_s13235-017-0230-x,literature/output/paper_analysis_reports/broad_all/10.1007_s13235-017-0230-x.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1017_s0956792510000094,literature/output/paper_analysis_reports/broad_all/10.1017_s0956792510000094.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.geb.2006.03.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2006.03.007.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1098_rstb.2015.0089,literature/output/paper_analysis_reports/broad_all/10.1098_rstb.2015.0089.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1109_jstsp.2014.2316597,literature/output/paper_analysis_reports/broad_all/10.1109_jstsp.2014.2316597.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1006_jtbi.1998.0685,literature/output/paper_analysis_reports/broad_all/10.1006_jtbi.1998.0685.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.jtbi.2005.08.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2005.08.008.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1086_687873,literature/output/paper_analysis_reports/broad_all/10.1086_687873.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1111_j.1420-9101.2008.01505.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1420-9101.2008.01505.x.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1136_medethics-2016-103593,literature/output/paper_analysis_reports/broad_all/10.1136_medethics-2016-103593.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1006_jtbi.2003.3104,literature/output/paper_analysis_reports/broad_all/10.1006_jtbi.2003.3104.md,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff
10.1016_j.socec.2016.10.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2016.10.003.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-017-02952-1,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-017-02952-1.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1257_mic.20170389,literature/output/paper_analysis_reports/broad_all/10.1257_mic.20170389.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s11238-013-9356-5,literature/output/paper_analysis_reports/broad_all/10.1007_s11238-013-9356-5.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.obhdp.2015.03.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2015.03.006.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1080_01605682.2023.2269984,literature/output/paper_analysis_reports/broad_all/10.1080_01605682.2023.2269984.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1098_rsbl.2015.0172,literature/output/paper_analysis_reports/broad_all/10.1098_rsbl.2015.0172.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1098_rspb.2012.2723,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2012.2723.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1098_rspb.2021.1773,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2021.1773.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1177_001872677002300105,literature/output/paper_analysis_reports/broad_all/10.1177_001872677002300105.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1177_1043463109337876,literature/output/paper_analysis_reports/broad_all/10.1177_1043463109337876.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.2307_2786703,literature/output/paper_analysis_reports/broad_all/10.2307_2786703.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.4284_0038-4038-2011.033,literature/output/paper_analysis_reports/broad_all/10.4284_0038-4038-2011.033.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1002_bdm.2208,literature/output/paper_analysis_reports/broad_all/10.1002_bdm.2208.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1002_hbm.21298,literature/output/paper_analysis_reports/broad_all/10.1002_hbm.21298.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s001820050100,literature/output/paper_analysis_reports/broad_all/10.1007_s001820050100.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s11238-016-9572-x,literature/output/paper_analysis_reports/broad_all/10.1007_s11238-016-9572-x.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s40881-023-00159-x,literature/output/paper_analysis_reports/broad_all/10.1007_s40881-023-00159-x.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.euroecorev.2018.05.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.euroecorev.2018.05.004.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jebo.2008.02.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2008.02.006.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.joep.2022.102484,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2022.102484.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.paid.2024.112694,literature/output/paper_analysis_reports/broad_all/10.1016_j.paid.2024.112694.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.socec.2023.102090,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2023.102090.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_ncomms6306,literature/output/paper_analysis_reports/broad_all/10.1038_ncomms6306.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-021-04217-4,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-021-04217-4.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-023-50414-8,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-023-50414-8.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_s41598-024-67268-3,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-024-67268-3.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1098_rspb.2011.0805,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2011.0805.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1257_000282803322157142,literature/output/paper_analysis_reports/broad_all/10.1257_000282803322157142.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0125193,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0125193.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1371_journal.pone.0155773,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0155773.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1002_hbm.25874,literature/output/paper_analysis_reports/broad_all/10.1002_hbm.25874.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1002_mde.2877,literature/output/paper_analysis_reports/broad_all/10.1002_mde.2877.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s10683-015-9466-8,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-015-9466-8.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s12144-023-05029-7,literature/output/paper_analysis_reports/broad_all/10.1007_s12144-023-05029-7.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1007_s12144-024-06961-y,literature/output/paper_analysis_reports/broad_all/10.1007_s12144-024-06961-y.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.anbehav.2023.08.014,literature/output/paper_analysis_reports/broad_all/10.1016_j.anbehav.2023.08.014.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.evolhumbehav.2006.06.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2006.06.001.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.evolhumbehav.2021.04.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2021.04.002.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jebo.2012.12.024,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2012.12.024.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jebo.2013.08.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2013.08.002.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jebo.2023.01.012,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2023.01.012.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jesp.2022.104284,literature/output/paper_analysis_reports/broad_all/10.1016_j.jesp.2022.104284.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.joep.2016.03.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2016.03.002.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.jpubeco.2013.04.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2013.04.005.md,empirical,experimental,field_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.obhdp.2012.06.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2012.06.007.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1016_j.socec.2023.102050,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2023.102050.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1037_xge0000018,literature/output/paper_analysis_reports/broad_all/10.1037_xge0000018.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
10.1038_nature04981,literature/output/paper_analysis_reports/broad_all/10.1038_nature04981.md,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior
