model,source_id,n_aug_runs,n_baseline_runs,correlation,correlation_mean_repeat,correlation_repeat_sd,correlation_repeat_se,baseline_correlation,baseline_correlation_mean_repeat,baseline_repeat_sd,baseline_repeat_se,delta_correlation,delta_correlation_mean_repeat,delta_correlation_repeat_sd,delta_correlation_repeat_se
GPT-4.1,10.1371_journal.pone.0068423,5,5,0.6194167733192444,0.6107891082763672,0.026537917188440324,0.011868117362922532,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07192814350128174,0.07414945208999134,0.0145116895299622,0.00648982485147349
GPT-4.1,10.1371_journal.pone.0069871,5,5,0.5835063457489014,0.5777802348136902,0.015395555705241043,0.006885101821660737,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03601771593093872,0.041140578627314336,0.04095588321802738,0.018316027790810412
GPT-4.1,10.1371_journal.pone.0076063,5,5,0.6170703172683716,0.6059813499450684,0.056874141394765314,0.025434889264125987,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06958168745040894,0.06934169375869251,0.06336946909752388,0.028339688120027125
GPT-4.1,10.1371_journal.pone.0077041,5,5,0.6493192315101624,0.635072386264801,0.03452131347658301,0.015438400721243839,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.10183060169219971,0.09843273007842518,0.062224089462188006,0.02782745877509614
GPT-4.1,10.1371_journal.pone.0083225,5,5,0.5703908205032349,0.5645068764686585,0.03899401914631922,0.017438655505419617,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.022902190685272217,0.0278672202822826,0.0488017178590793,0.021824791710333365
GPT-4.1,10.1371_journal.pone.0085531,5,5,0.5954854488372803,0.5893504977226257,0.021985845401947653,0.009832368972311227,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04799681901931763,0.052710841536249886,0.040098529163644946,0.017932607401533577
GPT-4.1,10.1371_journal.pone.0085691,5,5,0.5420547127723694,0.5359119176864624,0.046186612171023995,0.02065528089296576,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.005433917045593262,-0.000727738499913444,0.0703107503184726,0.031443923452223944
GPT-4.1,10.1371_journal.pone.0092336,5,5,0.6109947562217712,0.6028132319450379,0.04952168974957361,0.022146772928140226,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0635061264038086,0.06617357575866199,0.08042994313850854,0.03596936405682957
GPT-4.1,10.1371_journal.pone.0095742,5,5,0.600175142288208,0.5958505392074585,0.0314485762409659,0.01406423085407691,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05268651247024536,0.05921088302108265,0.06384882010733603,0.028554060408631756
GPT-4.1,10.1371_journal.pone.0104207,5,5,0.5894597768783569,0.5847105264663697,0.026904839334365407,0.012032209935070247,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04197114706039429,0.04807087027999378,0.01841791961696758,0.00823674405353328
GPT-4.1,10.1371_journal.pone.0105126,5,5,0.59269118309021,0.5868008136749268,0.022559654928721834,0.010088984393912039,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.045202553272247314,0.05016115748855091,0.027609417970976775,0.012347307080461677
GPT-4.1,10.1371_journal.pone.0108423,5,5,0.616330087184906,0.6083425045013428,0.031872925613982306,0.01425400566293173,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06884145736694336,0.07170284831496693,0.04568477930788426,0.020430854413901
GPT-4.1,10.1371_journal.pone.0114976,5,5,0.6723045110702515,0.6506429076194763,0.0628532686359879,0.028108836255624887,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.12481588125228882,0.11400325143310046,0.08224768059533671,0.03678228096057265
GPT-4.1,10.1371_journal.pone.0117183,5,5,0.5498726963996887,0.5467082619667053,0.026241121025776255,0.011735386083886943,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0023840665817260742,0.010068605780329476,0.05840633490757025,0.026120107033989193
GPT-4.1,10.1371_journal.pone.0120394,5,5,0.5953983664512634,0.5888862133026123,0.02452903181665784,0.010969716512860416,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04790973663330078,0.05224655711623646,0.05540369602282042,0.02477728610235224
GPT-4.1,10.1371_journal.pone.0124513,5,5,0.5817484855651855,0.5717900037765503,0.020602966612040353,0.009213926776536152,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0342598557472229,0.03515034759017445,0.038363824730935164,0.01715682399505172
GPT-4.1,10.1371_journal.pone.0124561,5,5,0.6844729781150818,0.6712304472923278,0.038888373355395495,0.017391409271411182,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.13698434829711914,0.13459079110595204,0.042945098173772074,0.019205631763391285
GPT-4.1,10.1371_journal.pone.0125193,5,5,0.6425464153289795,0.6254908323287964,0.0319191962899957,0.014274698538317894,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09505778551101685,0.08885117614242054,0.031126208171579905,0.01392006347069242
GPT-4.1,10.1371_journal.pone.0154321,5,5,0.5866617560386658,0.5818275928497314,0.030489618594016304,0.013635371956852403,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.039173126220703125,0.0451879366633556,0.061237872712226145,0.027386409236403415
GPT-4.1,10.1371_journal.pone.0155414,5,5,0.5578654408454895,0.5544533252716064,0.02197306176748704,0.00982665195718054,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.010376811027526855,0.017813669085230598,0.031940082343379896,0.014284039065347644
GPT-4.1,10.1371_journal.pone.0155773,5,5,0.5819897055625916,0.5805434584617615,0.032075526149525205,0.014344611376882088,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.034501075744628906,0.04390380227538563,0.035728686672386066,0.0159783544292492
GPT-4.1,10.1371_journal.pone.0158940,5,5,0.6309776902198792,0.6181037306785584,0.009084859827267736,0.004062872827965531,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0834890604019165,0.0814640744921825,0.03666425114841928,0.016396751582398048
GPT-4.1,10.1371_journal.pone.0159769,5,5,0.5805379748344421,0.5763131618499756,0.036756368464112024,0.016437947698356804,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03304934501647949,0.03967350566359974,0.04963291404601742,0.022196513945659815
GPT-4.1,10.1371_journal.pone.0166101,5,5,0.5543511509895325,0.5533441543579102,0.009427683603177828,0.004216188281413155,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.006862521171569824,0.01670449817153431,0.0423302175204164,0.01893064877560073
GPT-4.1,10.1371_journal.pone.0166437,5,5,0.5615975856781006,0.5533886790275574,0.04629346607116705,0.020703067409841926,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01410895586013794,0.016749022841181526,0.055989191016514415,0.025039127423629355
GPT-4.1,10.1371_journal.pone.0175687,5,5,0.6403384804725647,0.6345386743545532,0.031784915181953845,0.014214646201182778,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09284985065460205,0.09789901816817738,0.061614779891845724,0.027554967251370834
GPT-4.1,10.1371_journal.pone.0188503,5,5,0.5722270011901855,0.562843656539917,0.0589309841600204,0.02635473731255379,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0247383713722229,0.026204000353541146,0.06145003084108575,0.02748128923602526
GPT-4.1,10.1371_journal.pone.0196524,5,5,0.5584629774093628,0.5512885689735413,0.028824868545478884,0.012890873102037254,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.010974347591400146,0.014648912787165413,0.03466827218272141,0.015504122652606015
GPT-4.1,10.1371_journal.pone.0200965,5,5,0.5491161346435547,0.5491161346435547,0.0,0.0,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.001627504825592041,0.01247647845717884,0.03532932148071059,0.01579975288596248
GPT-4.1,10.1371_journal.pone.0202878,5,5,0.5595787167549133,0.5584685206413269,0.00896833541035547,0.00401076152451466,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.012090086936950684,0.02182886445495106,0.033380374771226164,0.014928157420576137
GPT-4.1,10.1371_journal.pone.0205420,5,5,0.5514402985572815,0.541735565662384,0.031361259099965136,0.014025181441501182,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.003951668739318848,0.005095909476008187,0.03820008987200305,0.017083599540080013
GPT-4.1,10.1371_journal.pone.0207937,5,5,0.555131733417511,0.5510686278343201,0.0446441400620945,0.019965466395172996,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.00764310359954834,0.014428971647944221,0.02847602337451948,0.012734864798859703
GPT-4.1,10.1371_journal.pone.0208129,5,5,0.535243034362793,0.5319125413894653,0.03475642235953175,0.015543544610121323,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.012245595455169678,-0.004727114796910514,0.034189712968344076,0.015290104465684693
GPT-4.1,10.1371_journal.pone.0222724,5,5,0.5855430960655212,0.5817487716674805,0.025578950288009283,0.011439254327415315,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.038054466247558594,0.04510911548110462,0.02994109862600954,0.013390066369756575
GPT-4.1,10.1371_journal.pone.0227360,5,5,0.579374372959137,0.5754485368728638,0.013984355002451333,0.006253993681394084,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.031885743141174316,0.038808880686487926,0.04753131606555635,0.021256650756522368
GPT-4.1,10.1371_journal.pone.0229510,5,5,0.6140813231468201,0.6097589373588562,0.0452972629906382,0.020257551848350486,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06659269332885742,0.07311928117248036,0.07119618893667547,0.03183990364026496
GPT-4.1,10.1371_journal.pone.0236544,5,5,0.5120264887809753,0.5080419421195984,0.02808435271443115,0.012559704354709758,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.035462141036987305,-0.02859771406677746,0.0412139628583546,0.018431444514686486
GPT-4.1,10.1371_journal.pone.0240324,5,5,0.5280026197433472,0.525811356306076,0.036102241868994876,0.01614541339184232,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.01948601007461548,-0.010828299880299796,0.06527085931311186,0.029190015674788666
GPT-4.1,10.1371_journal.pone.0244592,5,5,0.6292380690574646,0.6161826372146606,0.07650822061372316,0.03421551642596713,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08174943923950195,0.0795429810282848,0.06072304375815411,0.02715617072878538
GPT-4.1,10.1371_journal.pone.0248599,5,5,0.6009224653244019,0.5969288587570191,0.025556789426837295,0.011429343689011216,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05343383550643921,0.0602892025706432,0.030791358732297814,0.013770314248999932
GPT-4.1,10.1371_journal.pone.0249339,5,5,0.5586510300636292,0.5528046369552613,0.04862300112701468,0.02174486715801074,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.011162400245666504,0.016164980768885385,0.0685330373467819,0.03064890604238723
GPT-4.1,10.1371_journal.pone.0253344,5,5,0.4878612160682678,0.4831122636795044,0.03963005984475667,0.017723101553052133,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.059627413749694824,-0.053527392506871455,0.03810837692303915,0.01704258426241996
GPT-4.1,10.1371_journal.pone.0254860,5,5,0.6441686749458313,0.6020322680473328,0.04622844752153517,0.020673990230486862,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09668004512786865,0.06539261186095692,0.07933640603959913,0.0354803193990137
GPT-4.1,10.1371_journal.pone.0263028,5,5,0.6411784887313843,0.6281294107437134,0.04110535772378055,0.018382874821963865,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09368985891342163,0.09148975455733753,0.025596983522023598,0.01144731903483735
GPT-4.1,10.1371_journal.pone.0267153,5,5,0.5573040246963501,0.5557070255279541,0.027432631276677753,0.012268245667267658,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.009815394878387451,0.019067369341578256,0.05902751990024613,0.026397909408034388
GPT-4.1,10.1371_journal.pone.0267251,5,5,0.5811709761619568,0.5794991970062255,0.008017175823118181,0.0035853900256120163,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03368234634399414,0.04285954081984974,0.03412063382522387,0.01525921133371585
GPT-4.1,10.1371_journal.pone.0268019,5,5,0.5426417589187622,0.5324453830718994,0.05460568157213176,0.02442040319059884,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.0048468708992004395,-0.004194273114476432,0.05026444029912578,0.02247894107196502
GPT-4.1,10.1371_journal.pone.0273014,5,5,0.5951453447341919,0.5930103778839111,0.012368510085085408,0.005531365866128536,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04765671491622925,0.056370721697535285,0.03631505961488636,0.016240588381168646
GPT-4.1,10.1371_journal.pone.0275383,5,5,0.5505377650260925,0.550125777721405,0.0024865436406802588,0.001112016121916174,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.003049135208129883,0.013486121535029183,0.03671187088984168,0.016418047778176337
GPT-4.1,10.1371_journal.pone.0282112,5,5,0.5859003663063049,0.5798213839530945,0.03194766918417175,0.014287432003696657,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.038411736488342285,0.043181727766718636,0.03710425331465137,0.01659352653318647
GPT-4.1,10.1371_journal.pone.0282434,5,5,0.5739966034889221,0.571231234073639,0.017771210095381237,0.007947526763140592,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.026507973670959473,0.03459157788726307,0.03706703517181541,0.01657688207371097
GPT-4.1,10.1371_journal.pone.0289333,5,5,0.561648428440094,0.5581600308418274,0.02255110506971956,0.010085160780726613,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.014159798622131348,0.021520374655451546,0.033364293471336785,0.014920965644632295
GPT-4.1,10.1371_journal.pone.0294920,5,5,0.581137478351593,0.5774193048477173,0.03244240244031439,0.014508683441989608,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03364884853363037,0.04077964866134144,0.05383817109339857,0.024077162069820676
GPT-4.1,10.1371_journal.pone.0307832,5,5,0.6193904876708984,0.6168984174728394,0.018355588576597956,0.008208868764858327,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07190185785293579,0.0802587612864635,0.05045922875391482,0.02256605311719311
GPT-4.1,10.1371_journal.pone.0311612,5,5,0.5683225393295288,0.5661983728408814,0.02070856109322759,0.00926115006413285,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.020833909511566162,0.0295587166545055,0.04831599038186187,0.021607567778813834
GPT-4.1,10.1371_journal.pone.0329742,5,5,0.5758578777313232,0.565721869468689,0.01830426534891802,0.00818591631967492,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.028369247913360596,0.02908221328231312,0.026377855545713237,0.01179653562017692
GPT-4.1,10.1515_amcs-2015-0054,5,5,0.570376455783844,0.5685691714286805,0.016714511255573234,0.007474956675629422,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.022887825965881348,0.03192951524230457,0.04986544477974241,0.02230050485115321
GPT-4.1,10.1515_bejeap-2013-0110,5,5,0.6636955738067627,0.650850772857666,0.03330791526582736,0.014895752544638591,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.11620694398880005,0.11421111667129016,0.058439782055529424,0.026135065053287235
GPT-4.1,10.1515_bejte-2017-0157,5,5,0.61708664894104,0.6108982682228088,0.01998035841539117,0.008935487926324927,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06959801912307739,0.074258612036433,0.02692490326713629,0.012041182798584583
GPT-4.1,10.1515_bejte-2019-0057,5,5,0.48354265093803406,0.4740720272064209,0.07357919125384876,0.03290561467461276,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.06394597887992859,-0.06256762897995495,0.07118792326906659,0.031836207121334385
GPT-4.1,10.1515_bejte-2024-0043,5,5,0.6049249768257141,0.5952860355377197,0.046993325311711916,0.021016053977149868,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.057436347007751465,0.05864637935134388,0.051579438860732824,0.02306702630677858
GPT-4.1,10.1515_opphil-2019-0014,5,5,0.6054269671440125,0.5999740719795227,0.01816673834315251,0.008124412372948184,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.057938337326049805,0.06333441579314686,0.02249516586942754,0.010060144009834628
GPT-4.1,10.15195_v6.a14,5,5,0.589367687702179,0.5841799855232239,0.02366481685067906,0.010583227830640174,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04187905788421631,0.04754032933684803,0.04518773657376953,0.02020857014566042
GPT-4.1,10.1523_jneurosci.0595-16.2016,5,5,0.5864159464836121,0.5764088034629822,0.041470454582712875,0.018546151100952733,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.038927316665649414,0.03976914727660633,0.05384780811201681,0.024081471875566838
GPT-4.1,10.1523_jneurosci.1642-12.2013,5,5,0.6078812479972839,0.6013034820556641,0.02678974388930648,0.011980737687259779,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06039261817932129,0.06466382586928822,0.057349857045991624,0.02564763577094651
GPT-4.1,10.1523_jneurosci.2303-21.2022,5,5,0.5970832109451294,0.5946125745773315,0.030455492065239807,0.013620110109216333,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04959458112716675,0.0579729183909557,0.04927307385516305,0.022035588520102442
GPT-4.1,10.1523_jneurosci.2761-12.2013,5,5,0.6138004064559937,0.607226037979126,0.04987754733618773,0.022305917278935865,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.066311776638031,0.07058638179275013,0.05576548216485227,0.02493908178373236
GPT-4.1,10.15244_pjoes_186441,5,5,0.5903598666191101,0.5879590153694153,0.027237516547391545,0.012180987707648572,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04287123680114746,0.05131935918303944,0.034991540170661146,0.015648692491802584
GPT-4.1,10.1525_sop.2004.47.1.109,5,5,0.6206039786338806,0.6026237368583679,0.04279330855374444,0.019137749381659155,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07311534881591797,0.06598408067199207,0.07620209103658956,0.034078611117088334
GPT-4.1,10.1561_102.00000099,5,5,0.5383113026618958,0.5357980608940125,0.021927206726454335,0.009806144959408505,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.009177327156066895,-0.0008415952923633951,0.05174225347061294,0.02313983921386299
GPT-4.1,10.1561_105.00000200_app,5,5,0.5588906407356262,0.5504245758056641,0.05432478435996437,0.02429478213837955,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.011402010917663574,0.013784919619288216,0.0806332696078284,0.036060294418234426
GPT-4.1,10.1628_0932456042776140,5,5,0.6978075504302979,0.6934739589691162,0.021715353183929764,0.009711401174936688,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.1503189206123352,0.15683430278274038,0.03702579647019914,0.016558439565687408
GPT-4.1,10.1628_093245607780181919,5,5,0.5988297462463379,0.587561821937561,0.04881648464503239,0.021831395617773423,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.051341116428375244,0.05092216575118519,0.08185519640425291,0.03660675669430117
GPT-4.1,10.1628_093245607780182008,5,5,0.5750053524971008,0.5706346035003662,0.009763988708412358,0.00436658849671008,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.027516722679138184,0.033994947313990366,0.03371216676166236,0.015076539309577197
GPT-4.1,10.1628_093245607783242981,5,5,0.5931685566902161,0.5891242504119873,0.02361086659098521,0.01055910054102433,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04567992687225342,0.052484594225611456,0.05635415002396139,0.025202342053559812
GPT-4.1,10.1628_093245610791343003,5,5,0.5946926474571228,0.5901972651481628,0.02295364785891184,0.010265183388823875,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.047204017639160156,0.053557608961787,0.052592850318042374,0.023520237688322836
GPT-4.1,10.1628_093245616x14500948554072,5,5,0.5344005823135376,0.5308632731437684,0.01785818545285577,0.007986423325476673,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.013088047504425049,-0.005776383042607536,0.0378038401786903,0.01690639129001786
GPT-4.1,10.1628_093245616x14500948554117,5,5,0.6561011075973511,0.65304114818573,0.03216572455916665,0.014384949331966216,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.10861247777938843,0.11640149199935415,0.04270172358438982,0.01909679133822032
GPT-4.1,10.1628_jite-2020-0050,5,5,0.5704737901687622,0.5665342330932617,0.019838366704449585,0.00887198730274355,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02298516035079956,0.02989457690688587,0.05214871510247497,0.02332161438168079
GPT-4.1,10.18564_jasss.1568,5,5,0.6071606278419495,0.5938535213470459,0.03755370662284277,0.016794528163152096,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.059671998023986816,0.05721386516067005,0.047120404751984285,0.021072885630548197
GPT-4.1,10.18564_jasss.1805,5,5,0.5646950602531433,0.5603527903556824,0.027931748307224596,0.012491457589073775,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.017206430435180664,0.023713134169306527,0.030353228514962333,0.013574376459208153
GPT-4.1,10.18564_jasss.2090,5,5,0.5417860746383667,0.5341420769691467,0.03275477608659596,0.01464838118348262,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.005702555179595947,-0.0024975792172291177,0.04770035491367188,0.021332247227567287
GPT-4.1,10.18564_jasss.2647,5,5,0.4741714894771576,0.47053101658821106,0.0289523928916435,0.012947903723399313,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.07331714034080505,-0.06610863959816479,0.053535649376647586,0.023941870245155646
GPT-4.1,10.18564_jasss.2759,5,5,0.5950822830200195,0.5917796134948731,0.032572732729704415,0.01456696891931027,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.047593653202056885,0.0551399573084972,0.05792776674947362,0.02590608484731501
GPT-4.1,10.18564_jasss.3058,5,5,0.6150655746459961,0.6084370017051697,0.012505396693680039,0.005592583418533936,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06757694482803345,0.07179734551879383,0.045775033058724705,0.020471217118321713
GPT-4.1,10.18564_jasss.3166,5,5,0.5891122221946716,0.5806635737419128,0.0461702143252222,0.02064794755338628,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.041623592376708984,0.044023917555536994,0.06066404511844354,0.027129785734990804
GPT-4.1,10.18564_jasss.3336,5,5,0.6100043058395386,0.6023915052413941,0.02072365319562026,0.00926789945750753,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06251567602157593,0.0657518490550182,0.03380396362749991,0.015117592116004035
GPT-4.1,10.18564_jasss.5194,5,5,0.5940804481506348,0.5864945173263549,0.05460872403107869,0.02442176381960366,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04659181833267212,0.04985486113997913,0.07971201901877117,0.03564829862994569
GPT-4.1,10.2147_prbm.S370155,5,5,0.570130467414856,0.5674266219139099,0.052171866598562384,0.023331968045487244,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02264183759689331,0.030786965727534067,0.028156470373655325,0.012591956352390441
GPT-4.1,10.21638_spbu18.2021.303,5,5,0.5852752923965454,0.5811627507209778,0.01590326917506496,0.00711215818798445,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.037786662578582764,0.04452309453460194,0.03359426004692685,0.015023809823746742
GPT-4.1,10.2307_1964229,5,5,0.7657629251480103,0.7514515042304992,0.031142076942096347,0.013927160200611242,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.2182742953300476,0.2148118480441234,0.04064115530281612,0.018175277188244576
GPT-4.1,10.2307_2095953,5,5,0.5544888973236084,0.5407892525196075,0.03800628910094725,0.016996929200445484,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.007000267505645752,0.004149596333231698,0.06355969505544233,0.028424759754625262
GPT-4.1,10.2307_2297904,5,5,0.5971854329109192,0.5879351496696472,0.02727222592712625,0.012196510214157304,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04969680309295654,0.05129549348327137,0.05185268405041078,0.023189225270507527
GPT-4.1,10.2307_2297925,5,5,0.030176345258951187,0.0363985076546669,0.2665392335673794,0.11919996898547082,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.5173122845590115,-0.500241148531709,0.25742534500677877,0.11512411411329868
GPT-4.1,10.2307_2667052,5,5,0.5426337718963623,0.5353569686412811,0.07289988477867594,0.03260181958340432,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.004854857921600342,-0.0012826875450947183,0.10388170107235344,0.046457309043219014
GPT-4.1,10.2307_2669365,5,5,0.4405991733074188,0.4383142590522766,0.047006262775019174,0.021021839786632156,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.10688945651054382,-0.09832539713409924,0.052832342340071815,0.023627341776588175
GPT-4.1,10.2307_2786703,5,5,0.5984845161437988,0.583382534980774,0.05783017904064114,0.02586244229717143,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05099588632583618,0.04674287879439808,0.08338250124671302,0.037289788184322256
GPT-4.1,10.2307_2786874,5,5,0.5984557867050171,0.5943339109420777,0.04112442139719583,0.01839140035589535,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05096715688705444,0.05769425475570179,0.03266222314370789,0.014606990249119545
GPT-4.1,10.2307_2938286,5,5,0.5642800331115723,0.5541034698486328,0.027678993248214448,0.012378422090353043,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01679140329360962,0.017463813662256966,0.04569190033386625,0.02043403903353405
GPT-4.1,10.2307_3005886,5,5,0.6146034002304077,0.6082291603088379,0.015539173358380707,0.006949329588698592,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06711477041244507,0.07158950412246204,0.0429856333796132,0.019223759658539827
GPT-4.1,10.2753_mis0742-1222310208,5,5,0.6371337175369263,0.6228786468505859,0.053658177553707685,0.02399666651176875,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08964508771896362,0.08623899066421009,0.06826102969789902,0.030527260523726826
GPT-4.1,10.3197_096327105774462683,5,5,0.577389657497406,0.5707741618156433,0.01837920201013274,0.008219429013371516,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02990102767944336,0.03413450562926747,0.029352218639495994,0.013126711233669886
GPT-4.1,10.3200_socp.148.5.609-630,5,5,0.6054428815841675,0.5977779269218445,0.05035019803202138,0.022517293096035184,0.5474886298179626,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.057954251766204834,0.06113827073546864,0.07302902221828808,0.03265957160208693
