model,variant_id,n_aug_runs,n_baseline_runs,correlation,correlation_mean_repeat,correlation_repeat_sd,correlation_repeat_se,baseline_correlation,baseline_correlation_mean_repeat,baseline_repeat_sd,baseline_repeat_se,delta_correlation,delta_correlation_mean_repeat,delta_correlation_repeat_sd,delta_correlation_repeat_se
Claude Sonnet 4.6,type_empirical__year_q2__discipline_math_phys_cs,5,5,0.49103114008903503,0.48450944423675535,0.06182349740701588,0.027648308561773895,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.14829221367835999,-0.1426389602648307,0.12372327703112974,0.05533073156812889
Claude Sonnet 4.6,type_empirical__year_q2__discipline_multidisciplinary,5,5,0.6895251870155334,0.6742843627929688,0.046163270895629625,0.020644842357273086,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.05020183324813843,0.04713595829138269,0.06500587813666826,0.02907151249013152
Claude Sonnet 4.6,type_empirical__year_q2__discipline_other,5,5,0.6387841701507568,0.6288732528686524,0.036458836377376444,0.01630488730407118,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.0005391836166381836,0.0017248483670662784,0.08875425788885603,0.03969211078640581
Claude Sonnet 4.6,type_empirical__year_q2__discipline_psych_social,5,5,0.7048941850662231,0.6991252183914185,0.03135697536549153,0.014023265697205073,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.06557083129882812,0.07197681388983239,0.07775083486731621,0.034771230414135976
Claude Sonnet 4.6,type_empirical__year_q3,5,5,0.7080444693565369,0.6943495631217956,0.033228391011628444,0.01486018821698884,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.06872111558914185,0.06720115862020959,0.07047125913783346,0.03151570517843977
Claude Sonnet 4.6,type_empirical__year_q3__discipline_bio_evo,5,5,0.7162649631500244,0.7088526844978332,0.040258039932294536,0.01800394278590232,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.0769416093826294,0.08170427999624719,0.06370711231952847,0.02849068675933599
Claude Sonnet 4.6,type_empirical__year_q3__discipline_economics,5,5,0.6942999958992004,0.6823933601379395,0.035994011935085155,0.01609701149395783,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.05497664213180542,0.055244955636353385,0.06414447928025888,0.028686283210397123
Claude Sonnet 4.6,type_empirical__year_q3__discipline_math_phys_cs,5,5,0.6425529718399048,0.6323850512504577,0.02393180315990697,0.01070262773793925,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.0032296180725097656,0.005236646748871698,0.05036377917806289,0.022523366769187418
Claude Sonnet 4.6,type_empirical__year_q3__discipline_multidisciplinary,5,5,0.6363185048103333,0.6317462801933289,0.03068301412123736,0.013721861065934541,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.0030048489570617676,0.004597875691742792,0.0739039217029575,0.033050838546327
Claude Sonnet 4.6,type_empirical__year_q3__discipline_other,5,5,0.7060448527336121,0.6968403697013855,0.02701338838992776,0.012080754548496412,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.06672149896621704,0.06969196519979944,0.07744212626089415,0.034633171728296185
Claude Sonnet 4.6,type_empirical__year_q3__discipline_psych_social,5,5,0.685579776763916,0.6724471926689148,0.018859983566781067,0.008434441061970282,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.046256422996520996,0.04529878816732873,0.0821199888790922,0.03672517548903539
Claude Sonnet 4.6,type_empirical__year_q4_newest,5,5,0.628150224685669,0.6176992535591126,0.012779415919066279,0.00571512854155503,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.011173129081726074,-0.009449150942473516,0.07494496171049912,0.03351640579115899
Claude Sonnet 4.6,type_empirical__year_q4_newest__discipline_bio_evo,5,5,0.6606462597846985,0.6515868067741394,0.04515902741135045,0.02019573101791119,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.021322906017303467,0.02443840227255334,0.07708957668152606,0.034475506763314984
Claude Sonnet 4.6,type_empirical__year_q4_newest__discipline_economics,5,5,0.6802155375480652,0.6711369156837463,0.03596522014760066,0.01608413541515602,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.040892183780670166,0.043988511182160274,0.04042027966949672,0.018076498602109477
Claude Sonnet 4.6,type_empirical__year_q4_newest__discipline_math_phys_cs,5,5,0.6490700840950012,0.642438280582428,0.020964473564107473,0.00937559760036832,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.009746730327606201,0.015289876080841914,0.08613453119745247,0.038520533393516014
Claude Sonnet 4.6,type_empirical__year_q4_newest__discipline_multidisciplinary,5,5,0.6680904030799866,0.6640391707420349,0.027286957276446932,0.01220309827385357,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.028767049312591553,0.03689076624044885,0.06986561274944023,0.031244851879484864
Claude Sonnet 4.6,type_empirical__year_q4_newest__discipline_other,5,5,0.6203965544700623,0.6150676727294921,0.021341430236271924,0.009544177749074683,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.018926799297332764,-0.012080731772093877,0.0742794659907823,0.0332187870575546
Claude Sonnet 4.6,type_empirical__year_q4_newest__discipline_psych_social,5,5,0.6386644840240479,0.6291651368141175,0.039555579141750515,0.017689792770065386,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.000658869743347168,0.0020167323125313665,0.05752898276989162,0.02572774322997836
Claude Sonnet 4.6,type_theoretical,5,5,0.6672865748405457,0.658021879196167,0.03667583639244166,0.01640193266103204,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.027963221073150635,0.030873474694580925,0.09164554170084359,0.04098513221557559
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest,5,5,0.6856068968772888,0.6794376492500305,0.03480154924639865,0.015563725967450792,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.0462835431098938,0.05228924474844445,0.06714862398771337,0.03002977756642002
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__discipline_bio_evo,5,5,0.6667670607566833,0.6574884176254272,0.026433214310322046,0.011821292812340062,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.02744370698928833,0.03034001312384118,0.08656917222414022,0.03871491076981284
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__discipline_economics,5,5,0.6478207111358643,0.6416290521621704,0.027455777390249035,0.012278596923939723,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.008497357368469238,0.014480647660584345,0.0761951065472229,0.03407548755848594
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__discipline_math_phys_cs,5,5,0.6126781105995178,0.6001242399215698,0.04352717261182763,0.01946594336568273,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.026645243167877197,-0.02702416458001624,0.06910862514571395,0.030906316731473538
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__discipline_multidisciplinary,5,5,0.674829363822937,0.6684228420257569,0.047458238386807246,0.021223969425058192,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.03550601005554199,0.04127443752417077,0.08963219342802244,0.040084735495493615
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__discipline_other,5,5,0.6612525582313538,0.6525447487831115,0.034151577555837975,0.015273049790741965,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.02192920446395874,0.025396344281525506,0.04651818215258208,0.020803563496578203
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__discipline_psych_social,5,5,0.6903096437454224,0.6826581597328186,0.019184345697212182,0.008579500216564407,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.050986289978027344,0.05550975523123254,0.07548875508642026,0.033759597582013745
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__jcr_q1,5,5,0.6687113642692566,0.6583758592605591,0.015657998329150987,0.007002469731111946,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.029388010501861572,0.031227454758973018,0.07503311861439571,0.033555830757118724
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__jcr_q2,5,5,0.6542567014694214,0.6434280872344971,0.04267698768771548,0.019085729108930676,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.014933347702026367,0.016279682732911006,0.09064726925003769,0.04053869120356213
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__jcr_q3,5,5,0.6504594683647156,0.6436027884483337,0.023975931537982494,0.010722362548561987,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.011136114597320557,0.016454383946747676,0.05303682100398094,0.023718787415078005
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__jcr_q4,5,5,0.6522414684295654,0.6458608865737915,0.029505426589257817,0.013195227911742049,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.01291811466217041,0.01871248207220544,0.04161857065903898,0.018612390623997874
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__year_q1_oldest,5,5,0.6742638349533081,0.667650580406189,0.02198877676385468,0.00983367991720938,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.034940481185913086,0.0405021759046029,0.0696959968814077,0.031168997357288196
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__year_q2,5,5,0.6980884075164795,0.6911540865898133,0.03715167609374635,0.016614734644734137,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.05876505374908447,0.06400568208822717,0.07356958342670784,0.03290131792369213
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__year_q3,5,5,0.657476007938385,0.6516555190086365,0.00816035001001058,0.0036494194685149487,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.01815265417098999,0.02450711450705041,0.06546945357146253,0.02927882972711132
Claude Sonnet 4.6,type_theoretical__citation_q1_lowest__year_q4_newest,5,5,0.6705536246299744,0.6609414219856262,0.03303246202385967,0.014772566109906099,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.031230270862579346,0.03379301748404016,0.048809774393522264,0.02182839470206887
Claude Sonnet 4.6,type_theoretical__citation_q2,5,5,0.6851847171783447,0.6741439819335937,0.012116508479820093,0.005418667322166073,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.04586136341094971,0.04699557743200768,0.07241064592054793,0.0323830253146026
Claude Sonnet 4.6,type_theoretical__citation_q2__discipline_bio_evo,5,5,0.6422451138496399,0.6336591005325317,0.014821643837717577,0.006628440631885472,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.002921760082244873,0.006510696030945673,0.06490742067858361,0.029027480976297697
Claude Sonnet 4.6,type_theoretical__citation_q2__discipline_economics,5,5,0.6889002323150635,0.6794344663619996,0.03293930316807917,0.014730904203059841,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.04957687854766846,0.052286061860413444,0.04930765162567066,0.022051052169175522
Claude Sonnet 4.6,type_theoretical__citation_q2__discipline_math_phys_cs,5,5,0.6533270478248596,0.6474294781684875,0.011375840173536714,0.00508743038584022,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.0140036940574646,0.020281073666901482,0.07338478003437224,0.032818671334145136
Claude Sonnet 4.6,type_theoretical__citation_q2__discipline_multidisciplinary,5,5,0.6649340987205505,0.6597108244895935,0.029523780082211737,0.013203435843315955,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.025610744953155518,0.03256241998800744,0.06592772886003541,0.029483776666642775
Claude Sonnet 4.6,type_theoretical__citation_q2__discipline_other,5,5,0.6840144395828247,0.6793174386024475,0.02867432009216254,0.012823545786932695,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.04469108581542969,0.05216903410086145,0.07845601037300835,0.03508659448749506
Claude Sonnet 4.6,type_theoretical__citation_q2__discipline_psych_social,5,5,0.6563169360160828,0.6473389029502868,0.03283413197014912,0.014683870213490506,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.016993582248687744,0.0201904984487008,0.08305928025514907,0.03714523936254387
Claude Sonnet 4.6,type_theoretical__citation_q2__jcr_q1,5,5,0.6555162668228149,0.6456674575805664,0.025521637182309223,0.011413623127345923,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.016192913055419922,0.01851905307898034,0.07643766833596759,0.03418396448816135
Claude Sonnet 4.6,type_theoretical__citation_q2__jcr_q2,5,5,0.6479621529579163,0.6400651574134827,0.01941679023168725,0.008683452572581315,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.00863879919052124,0.0129167529118966,0.08119330722895048,0.03631075085639167
Claude Sonnet 4.6,type_theoretical__citation_q2__jcr_q3,5,5,0.6465498208999634,0.6392789721488953,0.026913275972990217,0.012035982914563583,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.007226467132568359,0.012130567647309198,0.07590143760989297,0.03394415481713597
Claude Sonnet 4.6,type_theoretical__citation_q2__jcr_q4,5,5,0.6456905603408813,0.6403332352638245,0.018186109386945596,0.008133075367091475,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.006367206573486328,0.013184830762238397,0.072187627934385,0.03228328863914952
Claude Sonnet 4.6,type_theoretical__citation_q2__year_q1_oldest,5,5,0.6761404275894165,0.6701316833496094,0.008719063578939722,0.0038992837725303642,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.036817073822021484,0.04298327884802331,0.06688419946270156,0.02991152332385112
Claude Sonnet 4.6,type_theoretical__citation_q2__year_q2,5,5,0.6737567186355591,0.662305223941803,0.041856671582388164,0.018718872594020722,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.03443336486816406,0.03515681944021691,0.06506906460454151,0.029099770337616057
Claude Sonnet 4.6,type_theoretical__citation_q2__year_q3,5,5,0.6438881158828735,0.6378604412078858,0.01304396260361582,0.005833437415530023,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.004564762115478516,0.010712036706299676,0.07661967190150377,0.0342653589570986
Claude Sonnet 4.6,type_theoretical__citation_q2__year_q4_newest,5,5,0.6660104393959045,0.6572885751724243,0.03286114966082924,0.014695952892081665,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.02668708562850952,0.03014017067083825,0.09230225048412585,0.04127882131174365
Claude Sonnet 4.6,type_theoretical__citation_q3,5,5,0.6680899262428284,0.662987208366394,0.020298482914366298,0.009077757527328216,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.02876657247543335,0.03583880386480798,0.06948623094437219,0.031075187178373122
Claude Sonnet 4.6,type_theoretical__citation_q3__discipline_bio_evo,5,5,0.6679221391677856,0.6617693781852723,0.028410153022049207,0.012705406681694622,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.028598785400390625,0.03462097368368615,0.06718022222186304,0.030043908726325542
Claude Sonnet 4.6,type_theoretical__citation_q3__discipline_economics,5,5,0.6652572751045227,0.6544580817222595,0.027219294342106876,0.012172838489705278,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.025933921337127686,0.027309677220673456,0.08083466093296618,0.03615035935685179
Claude Sonnet 4.6,type_theoretical__citation_q3__discipline_math_phys_cs,5,5,0.6330531239509583,0.6267358779907226,0.01268352130270924,0.005672243165384909,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.006270229816436768,-0.00041252651086340906,0.06657613201995785,0.029773751375125227
Claude Sonnet 4.6,type_theoretical__citation_q3__discipline_multidisciplinary,5,5,0.6376414895057678,0.6345547080039978,0.025525599719976314,0.011415395228063327,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.0016818642616271973,0.007406303502411738,0.0657814945035021,0.02941837867427189
Claude Sonnet 4.6,type_theoretical__citation_q3__discipline_other,5,5,0.6668441295623779,0.6599381804466248,0.0316715086205805,0.014163929245117717,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.02752077579498291,0.03278977594503869,0.04067083284082755,0.018188549386724255
Claude Sonnet 4.6,type_theoretical__citation_q3__discipline_psych_social,5,5,0.7097195386886597,0.6974666595458985,0.03796229495882632,0.016977254421966643,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.07039618492126465,0.07031825504431237,0.0760159613074415,0.033995371371686595
Claude Sonnet 4.6,type_theoretical__citation_q3__jcr_q1,5,5,0.6602637767791748,0.6536609172821045,0.022793264892546333,0.010193457945778608,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.020940423011779785,0.026512512780518426,0.047151814331496726,0.021086932421535094
Claude Sonnet 4.6,type_theoretical__citation_q3__jcr_q2,5,5,0.6428465843200684,0.635312306880951,0.025103636456097533,0.0112266875196552,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.00352323055267334,0.008163902379364863,0.07070500571259573,0.031620239824575
Claude Sonnet 4.6,type_theoretical__citation_q3__jcr_q3,5,5,0.6798892617225647,0.6740172147750855,0.03182146148580133,0.014230990205128647,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.04056590795516968,0.04686881027349939,0.05447153937528079,0.024360412976436853
Claude Sonnet 4.6,type_theoretical__citation_q3__jcr_q4,5,5,0.7034310698509216,0.6906256437301636,0.022258536063480033,0.009954319943514384,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.06410771608352661,0.06347723922857751,0.06724693173580172,0.030073742127908115
Claude Sonnet 4.6,type_theoretical__citation_q3__year_q1_oldest,5,5,0.6719386577606201,0.6673923015594483,0.018265069809755598,0.008168387541678533,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.0326153039932251,0.040243897057862174,0.0712871085477056,0.031880564126415205
Claude Sonnet 4.6,type_theoretical__citation_q3__year_q2,5,5,0.6760424375534058,0.668792188167572,0.02275758847628641,0.010177502967388454,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.03671908378601074,0.04164378366598596,0.0769858272054093,0.034429108587069567
Claude Sonnet 4.6,type_theoretical__citation_q3__year_q3,5,5,0.6709794998168945,0.661974573135376,0.032417741751837835,0.014497654846828502,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.03165614604949951,0.034826168633789914,0.07691069950623183,0.034395510458598774
Claude Sonnet 4.6,type_theoretical__citation_q3__year_q4_newest,5,5,0.6498475670814514,0.643969738483429,0.019587136227240832,0.008759633617731853,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.010524213314056396,0.01682133398184289,0.07440977043155082,0.0332770609750203
Claude Sonnet 4.6,type_theoretical__citation_q4_highest,5,5,0.6188969612121582,0.6125604152679444,0.030363416150216847,0.013578932508199967,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.020426392555236816,-0.01458798923364173,0.0667238820004039,0.02983982717511555
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__discipline_bio_evo,5,5,0.6694796085357666,0.663384199142456,0.020409046702549227,0.0091272031565736,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.030156254768371582,0.03623579464086999,0.06425038218939866,0.02873364443116743
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__discipline_economics,5,5,0.6617850065231323,0.6580627918243408,0.01881575167405074,0.008414659958186584,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.022461652755737305,0.030914387322754755,0.0672571891986307,0.030078329404740572
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__discipline_math_phys_cs,5,5,0.6387352347373962,0.6335243225097656,0.02378171543574425,0.010635506467176035,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.0005881190299987793,0.00637591800817956,0.07277650207694644,0.03254664116174137
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__discipline_multidisciplinary,5,5,0.6724274754524231,0.6633165597915649,0.027204981851121548,0.012166437749151169,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.033104121685028076,0.036168155289978875,0.084549415123974,0.037811647935010934
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__discipline_other,5,5,0.7012160420417786,0.6913611769676209,0.016764657650969614,0.007497382825416,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.061892688274383545,0.06421277246603478,0.07773501834145127,0.034764157048735596
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__discipline_psych_social,5,5,0.675351619720459,0.6678485631942749,0.008716541568809983,0.0038981558953123563,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.036028265953063965,0.04070015869268884,0.07326772588717563,0.032766323128109155
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__jcr_q1,5,5,0.6485915780067444,0.6441484689712524,0.025560671717367346,0.011431079902117934,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.009268224239349365,0.017000064469666377,0.08036825237709057,0.035941775109606715
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__jcr_q2,5,5,0.6610055565834045,0.6511971712112427,0.011353816395594038,0.005077581052919982,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.02168220281600952,0.02404876670965661,0.06483305591243015,0.02899422404184769
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__jcr_q3,5,5,0.6144014000892639,0.6032734751701355,0.024730102633952318,0.011059638116012795,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,-0.024921953678131104,-0.023874929331450568,0.0851841829784594,0.03809552474952314
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__jcr_q4,5,5,0.6532921195030212,0.6437867641448974,0.017048354713616695,0.007624256008835178,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.01396876573562622,0.016638359643311396,0.06236483234513795,0.027890400905821216
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__year_q1_oldest,5,5,0.6885806918144226,0.682716715335846,0.044301847968162104,0.01981238871713428,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.04925733804702759,0.05556831083425988,0.08697323249122614,0.038895612014655
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__year_q2,5,5,0.6501628756523132,0.6447237491607666,0.031810295527486515,0.014225996636763475,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.010839521884918213,0.017575344659180536,0.0525416241255994,0.02349732863861664
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__year_q3,5,5,0.66159987449646,0.6552625179290772,0.0317534237563173,0.014200562807496441,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.02227652072906494,0.028114113427491084,0.08250891946080723,0.03689911053288405
Claude Sonnet 4.6,type_theoretical__citation_q4_highest__year_q4_newest,5,5,0.6606748700141907,0.6523388743400573,0.013332891129857777,0.005962650180593193,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.021351516246795654,0.025190469838471306,0.0781729060550972,0.03495998638758045
Claude Sonnet 4.6,type_theoretical__discipline_bio_evo,5,5,0.6451792120933533,0.6409765243530273,0.01434771731231698,0.00641649424645827,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.005855858325958252,0.013828119851441278,0.05415506912528246,0.02421888317806633
Claude Sonnet 4.6,type_theoretical__discipline_economics,5,5,0.683761715888977,0.6746464848518372,0.02581220874462363,0.011543570680478588,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.04443836212158203,0.04749808035025109,0.05026884022138917,0.02248090877702035
Claude Sonnet 4.6,type_theoretical__discipline_math_phys_cs,5,5,0.6665484309196472,0.659401023387909,0.03511651634167575,0.015704583534593843,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.027225077152252197,0.03225261888632287,0.08427322753249504,0.03768813308919315
Claude Sonnet 4.6,type_theoretical__discipline_multidisciplinary,5,5,0.7025949954986572,0.6939160943031311,0.015379393025620382,0.006877873651594668,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.06327164173126221,0.06676768980154504,0.05652563161569856,0.025279030952762647
Claude Sonnet 4.6,type_theoretical__discipline_other,5,5,0.6981717944145203,0.6914201021194458,0.022640308088418742,0.010125053583448526,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.058848440647125244,0.06427169761785974,0.0691573993064727,0.030928129199273954
Claude Sonnet 4.6,type_theoretical__discipline_psych_social,5,5,0.6522913575172424,0.6445440292358399,0.04009360089118359,0.01793040341108653,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.012968003749847412,0.017395624734253778,0.07260494559917513,0.03246991877248596
Claude Sonnet 4.6,type_theoretical__jcr_q1,5,5,0.6676451563835144,0.661907434463501,0.04352563393000347,0.019465255246251815,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.028321802616119385,0.03475902996191491,0.08952403455657754,0.04003636537770952
Claude Sonnet 4.6,type_theoretical__jcr_q1__discipline_bio_evo,5,5,0.6795270442962646,0.6697247147560119,0.02555067030558169,0.011426607134793196,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.04020369052886963,0.042576310254425896,0.08405803194519386,0.037591894696860466
Claude Sonnet 4.6,type_theoretical__jcr_q1__discipline_economics,5,5,0.7220820784568787,0.7103065729141236,0.04068380356673623,0.01819435007169412,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.08275872468948364,0.08315816841253747,0.06054834715359056,0.027078044032136876
Claude Sonnet 4.6,type_theoretical__jcr_q1__discipline_math_phys_cs,5,5,0.6782340407371521,0.6711822152137756,0.02472050360968374,0.011055345301856354,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.03891068696975708,0.04403381071218957,0.06529117124338497,0.02919909944615765
Claude Sonnet 4.6,type_theoretical__jcr_q1__discipline_multidisciplinary,5,5,0.6584745645523071,0.6472627997398377,0.031054620802349497,0.013888048625906507,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.01915121078491211,0.020114395238251582,0.054282534122043306,0.02427588725756814
Claude Sonnet 4.6,type_theoretical__jcr_q1__discipline_other,5,5,0.667765736579895,0.6599083304405212,0.03247739688507168,0.01452433343345204,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.0284423828125,0.032759925938935175,0.037826313762194565,0.016916441782100573
Claude Sonnet 4.6,type_theoretical__jcr_q1__discipline_psych_social,5,5,0.7117655873298645,0.7043644785881042,0.009840246353600927,0.004400691952399221,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.07244223356246948,0.07721607408651818,0.06061217792494822,0.027106590020899272
Claude Sonnet 4.6,type_theoretical__jcr_q1__year_q1_oldest,5,5,0.7263063788414001,0.715735399723053,0.02442846502720642,0.010924741677361962,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.08698302507400513,0.08858699522146692,0.07663154796703378,0.03427067009506467
Claude Sonnet 4.6,type_theoretical__jcr_q1__year_q2,5,5,0.6725778579711914,0.6613176107406616,0.03749215202503422,0.01676700011014658,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.03325450420379639,0.03416920623907556,0.07709569425585881,0.03447824262572807
Claude Sonnet 4.6,type_theoretical__jcr_q1__year_q3,5,5,0.6780664920806885,0.6703268051147461,0.029009029878333734,0.012973232553855336,0.639323353767395,0.627148404501586,0.06618990746644854,0.02960102650387996,0.03874313831329346,0.04317840061316003,0.0417518013513077,0.018671973200918318
