model,item_id,n_aug_runs,correlation,delta_correlation,baseline_correlation_mean30,above_baseline
Claude Sonnet 4.6,10.1038_s41598-023-41519-1,5,0.6524251103401184,0.0131017565727233,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-023-41886-9,5,0.6073887348175049,-0.0319346189498901,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-023-43918-w,5,0.6459616422653198,0.0066382884979248,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-023-46944-w,5,0.6251171827316284,-0.0142061710357666,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-023-50414-8,5,0.6683576107025146,0.0290342569351196,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_s41598-024-57842-0,5,0.6530877947807312,0.0137644410133361,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-024-67268-3,5,0.6584029197692871,0.019079566001892,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-024-69206-9,5,0.6366443634033203,-0.0026789903640747,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-024-71106-x,5,0.671436607837677,0.0321132540702819,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_s41598-024-72939-2,5,0.6571985483169556,0.0178751945495605,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-024-80733-3,5,0.6695815324783325,0.0302581787109375,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_s41598-025-07863-0,5,0.6352741122245789,-0.0040492415428161,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-025-87322-y,5,0.6522572040557861,0.0129338502883911,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s41598-025-98728-z,5,0.666195273399353,0.026871919631958,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_s41893-022-00877-w,5,0.6565917134284973,0.0172683596611022,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_s42003-021-02865-w,5,0.6468337774276733,0.0075104236602783,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep00344,5,0.6601443886756897,0.0208210349082946,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep00458,5,0.6620518565177917,0.0227285027503967,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep01521,5,0.6294169425964355,-0.0099064111709594,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep01735,5,0.6623054146766663,0.0229820609092712,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep02695,5,0.6745692491531372,0.0352458953857421,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep03055,5,0.6337125301361084,-0.0056108236312866,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep06025,5,0.6584998965263367,0.0191765427589416,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep06421,5,0.6322838068008423,-0.0070395469665527,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep07843,5,0.635113000869751,-0.004210352897644,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep08237,5,0.6724720597267151,0.03314870595932,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep08917,5,0.6640304327011108,0.0247070789337158,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep09098,5,0.6579887866973877,0.0186654329299926,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep10321,5,0.7102609276771545,0.0709375739097595,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep10639,5,0.63383549451828,-0.0054878592491149,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep11027,5,0.6554527878761292,0.0161294341087341,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep12797,5,0.6329771280288696,-0.0063462257385253,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep14783,5,0.6467244625091553,0.0074011087417602,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep17050,5,0.6786683201789856,0.0393449664115905,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep17752,5,0.6163023710250854,-0.0230209827423095,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep18182,5,0.7042886018753052,0.0649652481079101,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep20767,5,0.6643328666687012,0.0250095129013061,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep21104,5,0.6516433954238892,0.0123200416564941,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep23006,5,0.6439409852027893,0.0046176314353942,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep23919,5,0.6973907947540283,0.0580674409866333,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep25413,5,0.687271237373352,0.047947883605957,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep28809,5,0.6496721506118774,0.0103487968444824,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep31927,5,0.6428887844085693,0.0035654306411743,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep36079,5,0.6527755260467529,0.0134521722793579,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep38304,5,0.6869547963142395,0.0476314425468444,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep38349,5,0.6749745607376099,0.0356512069702148,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep41870,5,0.6560384631156921,0.0167151093482971,0.6644858192216249,False
Claude Sonnet 4.6,10.1038_srep42735,5,0.6745500564575195,0.0352267026901245,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep42844,5,0.6986645460128784,0.0593411922454834,0.6644858192216249,True
Claude Sonnet 4.6,10.1038_srep46634,5,0.6670932173728943,0.0277698636054992,0.6644858192216249,True
Claude Sonnet 4.6,10.1046_j.1461-0248.2002.00358.x,5,0.6503136157989502,0.0109902620315551,0.6644858192216249,False
Claude Sonnet 4.6,10.1051_mmnp_2023013,5,0.6478114128112793,0.0084880590438842,0.6644858192216249,False
Claude Sonnet 4.6,10.1057_978-1-137-50247-6_2,5,0.6288284659385681,-0.0104948878288269,0.6644858192216249,False
Claude Sonnet 4.6,10.1057_s41599-019-0249-2,5,0.6495224237442017,0.0101990699768066,0.6644858192216249,False
Claude Sonnet 4.6,10.1057_s41599-020-0419-2,5,0.6729079484939575,0.0335845947265625,0.6644858192216249,True
Claude Sonnet 4.6,10.1057_s41599-022-01436-6,5,0.6981014013290405,0.0587780475616455,0.6644858192216249,True
Claude Sonnet 4.6,10.1063_1.3621719,5,0.6143363118171692,-0.0249870419502258,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_1.5051422,5,0.633375883102417,-0.005947470664978,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_1.5085076,5,0.6455517411231995,0.0062283873558044,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_1.5119395,5,0.658760130405426,0.019436776638031,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0037956,5,0.6526325345039368,0.0133091807365417,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0088493,5,0.6422613859176636,0.0029380321502685,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0099697,5,0.6706797480583191,0.031356394290924,0.6644858192216249,True
Claude Sonnet 4.6,10.1063_5.0102483,5,0.6746946573257446,0.0353713035583496,0.6644858192216249,True
Claude Sonnet 4.6,10.1063_5.0135376,5,0.6468819975852966,0.0075586438179016,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0139874,5,0.6797962784767151,0.04047292470932,0.6644858192216249,True
Claude Sonnet 4.6,10.1063_5.0147226,5,0.6316906809806824,-0.0076326727867126,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0215702,5,0.6516284942626953,0.0123051404953002,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0231158,5,0.6715019941329956,0.0321786403656005,0.6644858192216249,True
Claude Sonnet 4.6,10.1063_5.0232207,5,0.6640424132347107,0.0247190594673156,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0233220,5,0.6704170107841492,0.0310936570167541,0.6644858192216249,True
Claude Sonnet 4.6,10.1063_5.0235953,5,0.6592182517051697,0.0198948979377746,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0250120,5,0.6161200404167175,-0.0232033133506774,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0253511,5,0.6624331474304199,0.0231097936630249,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0256342,5,0.6130664944648743,-0.0262568593025207,0.6644858192216249,False
Claude Sonnet 4.6,10.1063_5.0268194,5,0.6234298348426819,-0.0158935189247131,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.0407370102,5,0.6670189499855042,0.0276955962181091,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.0500938102,5,0.6454790830612183,0.0061557292938232,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.0502399102,5,0.6922470927238464,0.0529237389564514,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.0504902103,5,0.6473049521446228,0.0079815983772277,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.0507229103,5,0.6743037700653076,0.0349804162979126,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.0630443100,5,0.6473551392555237,0.0080317854881286,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.0712173105,5,0.6355840563774109,-0.0037392973899841,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.0808450106,5,0.6301202178001404,-0.0092031359672546,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.0905918106,5,0.6835775375366211,0.044254183769226,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.0908855106,5,0.6403188705444336,0.0009955167770385,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.0913149107,5,0.6621144413948059,0.0227910876274108,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1105456108,5,0.6860665678977966,0.0467432141304016,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1105604108,5,0.6559085249900818,0.0165851712226867,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1108243108,5,0.6483348608016968,0.0090115070343017,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1108996108,5,0.6836652755737305,0.0443419218063354,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1115219109,5,0.6788062453269958,0.0394828915596008,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1120867109,5,0.6531193256378174,0.0137959718704223,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1214167110,5,0.6312299966812134,-0.0080933570861816,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1215443110,5,0.6288673281669617,-0.0104560256004333,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1301210110,5,0.6556393504142761,0.0163159966468811,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1315273111,5,0.6432525515556335,0.0039291977882385,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1320451111,5,0.6366465091705322,-0.0026768445968627,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1400827111,5,0.6823910474777222,0.0430676937103271,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1505067112,5,0.6535364985466003,0.0142131447792053,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1604989113,5,0.613749623298645,-0.02557373046875,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1605115113,5,0.6621352434158325,0.0228118896484375,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1606456113,5,0.6495513916015625,0.0102280378341674,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1608164114,5,0.6660032868385315,0.0266799330711364,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1608990113,5,0.6619307398796082,0.0226073861122131,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.161155698,5,0.7354022264480591,0.096078872680664,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1703857114,5,0.6624618172645569,0.0231384634971618,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1704032114,5,0.6836572289466858,0.0443338751792907,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1707505115,5,0.7157341241836548,0.0764107704162597,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.1808241115,5,0.6269229650497437,-0.0124003887176513,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.1900078116,5,0.6686177253723145,0.0292943716049194,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.2013744117,5,0.6585797667503357,0.0192564129829406,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.2014759117,5,0.6633157134056091,0.0239923596382141,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.2106028118,5,0.6598467826843262,0.0205234289169311,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.2207029120,5,0.6691029071807861,0.0297795534133911,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.2302475120,5,0.6715524196624756,0.0322290658950805,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.2319925121,5,0.647336483001709,0.0080131292343139,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.2322072121,5,0.661438524723053,0.0221151709556579,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.2403386121,5,0.6996421217918396,0.0603187680244445,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.2406885121,5,0.6896775960922241,0.0503542423248291,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.2408802121,5,0.6838201880455017,0.0444968342781066,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.2415010122,5,0.6375753283500671,-0.0017480254173278,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.2500960122,5,0.642206072807312,0.0028827190399169,0.6644858192216249,False
Claude Sonnet 4.6,10.1073_pnas.2508479122,5,0.6672302484512329,0.0279068946838378,0.6644858192216249,True
Claude Sonnet 4.6,10.1073_pnas.93.23.13421,5,0.6417422294616699,0.0024188756942749,0.6644858192216249,False
Claude Sonnet 4.6,10.1075_is.19011.qir,5,0.6392399072647095,-8.344650268554688e-05,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_00036846.2011.591740,5,0.6279350519180298,-0.0113883018493652,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_0013791x.2011.650839,5,0.6430381536483765,0.0037147998809814,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_00220485.2018.1551097,5,0.652545154094696,0.013221800327301,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_0022250x.2019.1602045,5,0.6551072001457214,0.0157838463783264,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_01605682.2023.2269984,5,0.6486098766326904,0.0092865228652954,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_02699931.2022.2146057,5,0.6750847697257996,0.0357614159584045,0.6644858192216249,True
Claude Sonnet 4.6,10.1080_08941920.2016.1209266,5,0.6375308632850647,-0.0017924904823303,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_09638180.2011.631734,5,0.6479863524436951,0.0086629986763,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_10576100490438246,5,0.6236182451248169,-0.0157051086425781,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_13504851.2011.572844,5,0.6684836745262146,0.0291603207588195,0.6644858192216249,True
Claude Sonnet 4.6,10.1080_13504851.2022.2156458,5,0.6201643347740173,-0.0191590189933776,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_13504851.2024.2363290,5,0.6786161661148071,0.0392928123474121,0.6644858192216249,True
Claude Sonnet 4.6,10.1080_15534510.2012.729493,5,0.6517414450645447,0.0124180912971496,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_15534510.2019.1641147,5,0.6624904870986938,0.0231671333312988,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_15534510802469156,5,0.6552345752716064,0.0159112215042114,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_17419166.2018.1493992,5,0.6371621489524841,-0.0021612048149108,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_17419166.2020.1756264,5,0.6220240592956543,-0.0172992944717407,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_17470919.2017.1411828,5,0.645078182220459,0.0057548284530639,0.6644858192216249,False
Claude Sonnet 4.6,10.1080_17565529.2016.1174664,5,0.6993237137794495,0.0600003600120544,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_286052,5,0.6456802487373352,0.0063568949699401,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_321298,5,0.6750346422195435,0.0357112884521484,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_381411,5,0.6839987635612488,0.0446754097938537,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_393069,5,0.6429173350334167,0.0035939812660217,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_425623,5,0.6486403942108154,0.0093170404434204,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_506529,5,0.6683980822563171,0.0290747284889221,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_510602,5,0.6884755492210388,0.0491521954536438,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_518568,5,0.6659001111984253,0.0265767574310302,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_588262,5,0.6607715487480164,0.0214481949806213,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_681231,5,0.6379808783531189,-0.0013424754142761,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_682418,5,0.6903843283653259,0.0510609745979309,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_684166,5,0.6249189376831055,-0.0144044160842895,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_684229,5,0.6541894674301147,0.0148661136627197,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_687872,5,0.6310853362083435,-0.0082380175590515,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_687873,5,0.6737078428268433,0.0343844890594482,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_690066,5,0.7122088074684143,0.0728854537010192,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_691630,5,0.6252958178520203,-0.0140275359153747,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_696880,5,0.6237695217132568,-0.0155538320541381,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_699547,5,0.6383703947067261,-0.0009529590606689,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_700098,5,0.7186859250068665,0.0793625712394714,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_700767,5,0.6782769560813904,0.0389536023139953,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_709105,5,0.6928762197494507,0.0535528659820556,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_715442,5,0.6489502191543579,0.0096268653869628,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_717102,5,0.6729913949966431,0.033668041229248,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_720287,5,0.7148677110671997,0.0755443572998046,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_730203,5,0.700741171836853,0.061417818069458,0.6644858192216249,True
Claude Sonnet 4.6,10.1086_730717,5,0.6572997570037842,0.0179764032363891,0.6644858192216249,False
Claude Sonnet 4.6,10.1086_731967,5,0.6320074200630188,-0.0073159337043762,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_0253-6102_56_4_07,5,0.611404538154602,-0.0279188156127929,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_0253-6102_62_5_03,5,0.624072253704071,-0.0152511000633239,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1367-2630_12_8_083005,5,0.6475213170051575,0.0081979632377624,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1367-2630_14_4_043013,5,0.63386470079422,-0.005458652973175,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1367-2630_14_6_063031,5,0.6615281701087952,0.0222048163414001,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1367-2630_14_9_093016,5,0.6168822050094604,-0.0224411487579345,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1367-2630_16_8_083016,5,0.6732968688011169,0.0339735150337219,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1367-2630_18_8_083021,5,0.6436365842819214,0.0043132305145263,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1367-2630_abcb70,5,0.6764830350875854,0.0371596813201904,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1367-2630_abf205,5,0.6740346550941467,0.0347113013267517,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1367-2630_aca995,5,0.665553629398346,0.0262302756309509,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1478-3975_12_4_046005,5,0.6610699892044067,0.0217466354370117,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1674-1056_19_10_100204,5,0.6527490615844727,0.0134257078170776,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1674-1056_19_11_110201,5,0.6319034695625305,-0.0074198842048645,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1674-1056_27_6_060203,5,0.7266277074813843,0.0873043537139892,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1674-1056_ad5274,5,0.6524399518966675,0.0131165981292724,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1674-1056_ad5aee,5,0.6632753610610962,0.0239520072937011,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1742-5468_2006_06_p06013,5,0.7038389444351196,0.0645155906677246,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1742-5468_2009_09_p09012,5,0.6713520288467407,0.0320286750793457,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1742-5468_2010_12_p12004,5,0.6616057753562927,0.0222824215888977,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1742-5468_ab96b2,5,0.6814276576042175,0.0421043038368225,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1742-5468_abb236,5,0.688311755657196,0.048988401889801,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_1742-5468_ac7a28,5,0.6473082900047302,0.0079849362373352,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_1742-5468_ad4e29,5,0.66157066822052,0.022247314453125,0.6644858192216249,False
Claude Sonnet 4.6,10.1088_2632-072X_ac6c6e,5,0.6943528056144714,0.0550294518470764,0.6644858192216249,True
Claude Sonnet 4.6,10.1088_2632-072X_ad0208,5,0.6456150412559509,0.0062916874885559,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_aepp_ppq017,5,0.6634140014648438,0.0240906476974487,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_ajae_aar154,5,0.7017280459403992,0.0624046921730041,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_ajae_aay025,5,0.6392056941986084,-0.0001176595687866,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_aler_aht010,5,0.6712411046028137,0.0319177508354187,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_aler_ahw005,5,0.6997330188751221,0.060409665107727,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_bjps_axu024,5,0.6563823223114014,0.0170589685440063,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_bjps_axz022,5,0.6441187262535095,0.0047953724861145,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_ei_cbi045,5,0.6645260453224182,0.0252026915550231,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_ej_ueaa116,5,0.6764739155769348,0.0371505618095397,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_ej_uead005,5,0.6899636387825012,0.0506402850151062,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_ej_uead030,5,0.6340876817703247,-0.0052356719970703,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_ejil_chaa009,5,0.6775251030921936,0.0382017493247985,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_esr_jcaa062,5,0.6852315068244934,0.0459081530570983,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_esr_jcx072,5,0.650503396987915,0.01118004322052,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_jae_ejr034,5,0.6321128010749817,-0.0072105526924133,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_jeea_jvz008,5,0.6551592946052551,0.0158359408378601,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_jleo_ewad011,5,0.6327943205833435,-0.0065290331840515,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_jleo_ewp039,5,0.654164731502533,0.0148413777351379,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_jleo_ewq015,5,0.6720393300056458,0.0327159762382507,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_jleo_ewu019,5,0.6376673579216003,-0.0016559958457946,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_jleo_ewy026,5,0.6546542644500732,0.0153309106826782,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_jleo_ewz004,5,0.6353263258934021,-0.0039970278739929,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_oep_gpv048,5,0.6788842082023621,0.039560854434967,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_oep_gpy045,5,0.638552725315094,-0.000770628452301,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_pnasnexus_pgad054,5,0.6956250667572021,0.0563017129898071,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_pnasnexus_pgad091,5,0.645325243473053,0.0060018897056579,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_pnasnexus_pgae200,5,0.6235225796699524,-0.0158007740974426,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_pnasnexus_pgaf150,5,0.6674319505691528,0.0281085968017578,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_qje_qjaa035,5,0.6772957444190979,0.0379723906517028,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_restud_rds016,5,0.6915901899337769,0.0522668361663818,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_restud_rdt022,5,0.6722075939178467,0.0328842401504516,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_restud_rdv040,5,0.6569988131523132,0.0176754593849182,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_restud_rdy048,5,0.6690865159034729,0.0297631621360778,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_scan_nsab124,5,0.644250750541687,0.0049273967742919,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_scan_nst023,5,0.6676866412162781,0.028363287448883,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_sf_sot015,5,0.6730738282203674,0.0337504744529724,0.6644858192216249,True
Claude Sonnet 4.6,10.1093_sf_sov110,5,0.6337701678276062,-0.0055531859397888,0.6644858192216249,False
Claude Sonnet 4.6,10.1093_sf_soy017,5,0.6384132504463196,-0.0009101033210754,0.6644858192216249,False
Claude Sonnet 4.6,10.1098_rsbl.2005.0344,5,0.6802800297737122,0.0409566760063171,0.6644858192216249,True
Claude Sonnet 4.6,10.1098_rsbl.2013.0903,5,0.6620938181877136,0.0227704644203186,0.6644858192216249,False
Claude Sonnet 4.6,10.1098_rsbl.2013.1069,5,0.6529324650764465,0.0136091113090515,0.6644858192216249,False
Claude Sonnet 4.6,10.1098_rsbl.2014.0388,5,0.6805031299591064,0.0411797761917114,0.6644858192216249,True
Claude Sonnet 4.6,10.1098_rsbl.2015.0172,5,0.624417245388031,-0.014906108379364,0.6644858192216249,False
Claude Sonnet 4.6,10.1098_rsbl.2016.0341,5,0.6746779680252075,0.0353546142578125,0.6644858192216249,True
Claude Sonnet 4.6,10.1098_rsif.2011.0063,5,0.6571763157844543,0.0178529620170593,0.6644858192216249,False
