feature_key,coef,n,repeat,model,item_type,positive,negative
citation,-0.0057371892276646165,715,rep3,GPT-5 Nano,collections,False,True
empirical_share,-0.004509245068220677,715,rep3,GPT-5 Nano,collections,False,True
recent,-0.003168900438387525,715,rep3,GPT-5 Nano,collections,False,True
biology_share,-3.182141773675745e-05,715,rep3,GPT-5 Nano,collections,False,True
economics_share,-0.004045985774892807,715,rep3,GPT-5 Nano,collections,False,True
psychology_share,0.0007605212298526532,715,rep3,GPT-5 Nano,collections,True,False
mathphysics_share,-0.009873903498902409,715,rep3,GPT-5 Nano,collections,False,True
multidisciplinary_share,-0.008652936290032257,715,rep3,GPT-5 Nano,collections,False,True
collection_size,0.00684089810407858,715,rep3,GPT-5 Nano,collections,True,False
journal_impact,0.011995637634348522,716,rep3,GPT-5 Mini,collections,True,False
citation,-0.011791962027648477,716,rep3,GPT-5 Mini,collections,False,True
empirical_share,-0.01039322270976785,716,rep3,GPT-5 Mini,collections,False,True
recent,-0.002939448912091398,716,rep3,GPT-5 Mini,collections,False,True
biology_share,0.011783689989861929,716,rep3,GPT-5 Mini,collections,True,False
economics_share,0.003239310973941603,716,rep3,GPT-5 Mini,collections,True,False
psychology_share,8.184029354008776e-05,716,rep3,GPT-5 Mini,collections,True,False
mathphysics_share,-0.008466924844640133,716,rep3,GPT-5 Mini,collections,False,True
multidisciplinary_share,-0.0030041738669164073,716,rep3,GPT-5 Mini,collections,False,True
collection_size,0.0050378829736888115,716,rep3,GPT-5 Mini,collections,True,False
journal_impact,5.271474679903292e-06,716,rep4,GPT-5.1,collections,True,False
citation,-0.008163510514154594,716,rep4,GPT-5.1,collections,False,True
empirical_share,-0.011763825399967948,716,rep4,GPT-5.1,collections,False,True
recent,-0.0045328750641630165,716,rep4,GPT-5.1,collections,False,True
biology_share,0.00449219011700638,716,rep4,GPT-5.1,collections,True,False
economics_share,-0.003973426400171419,716,rep4,GPT-5.1,collections,False,True
psychology_share,-0.0004282771822122656,716,rep4,GPT-5.1,collections,False,True
mathphysics_share,-0.018452382497877548,716,rep4,GPT-5.1,collections,False,True
multidisciplinary_share,-0.006874225084685,716,rep4,GPT-5.1,collections,False,True
collection_size,0.0058818465992823595,716,rep4,GPT-5.1,collections,True,False
journal_impact,0.005814471131260032,716,rep4,GPT-4.1 Mini,collections,True,False
citation,-0.00938480052714679,716,rep4,GPT-4.1 Mini,collections,False,True
empirical_share,-0.015586129504211997,716,rep4,GPT-4.1 Mini,collections,False,True
recent,-0.004757358726315078,716,rep4,GPT-4.1 Mini,collections,False,True
biology_share,0.004580353613540082,716,rep4,GPT-4.1 Mini,collections,True,False
economics_share,-0.0021067601359123335,716,rep4,GPT-4.1 Mini,collections,False,True
psychology_share,-0.0027056129604831475,716,rep4,GPT-4.1 Mini,collections,False,True
mathphysics_share,-0.011249559028537783,716,rep4,GPT-4.1 Mini,collections,False,True
multidisciplinary_share,-0.006423264086186771,716,rep4,GPT-4.1 Mini,collections,False,True
collection_size,0.013280576668307831,716,rep4,GPT-4.1 Mini,collections,True,False
journal_impact,0.004341980357890888,715,rep4,GPT-4.1,collections,True,False
citation,-0.003805331828182813,715,rep4,GPT-4.1,collections,False,True
empirical_share,-0.014423979279716096,715,rep4,GPT-4.1,collections,False,True
recent,0.0006576487596351506,715,rep4,GPT-4.1,collections,True,False
biology_share,0.005868584206043412,715,rep4,GPT-4.1,collections,True,False
economics_share,0.00017398317911689157,715,rep4,GPT-4.1,collections,True,False
psychology_share,0.0034869345706445326,715,rep4,GPT-4.1,collections,True,False
mathphysics_share,-0.011410766363668966,715,rep4,GPT-4.1,collections,False,True
multidisciplinary_share,-0.0031097098240167663,715,rep4,GPT-4.1,collections,False,True
collection_size,0.01714308515525402,715,rep4,GPT-4.1,collections,True,False
journal_impact,-0.0013536784582858837,716,rep4,GPT-5 Nano,collections,False,True
citation,-0.0014150352390370992,716,rep4,GPT-5 Nano,collections,False,True
empirical_share,-0.005953734761407018,716,rep4,GPT-5 Nano,collections,False,True
recent,-0.0020725983106717593,716,rep4,GPT-5 Nano,collections,False,True
biology_share,-0.00034505562950265436,716,rep4,GPT-5 Nano,collections,False,True
economics_share,-0.0014878861771147928,716,rep4,GPT-5 Nano,collections,False,True
psychology_share,-0.0021871917208095126,716,rep4,GPT-5 Nano,collections,False,True
mathphysics_share,-0.005993559608270712,716,rep4,GPT-5 Nano,collections,False,True
multidisciplinary_share,-0.001778595061728817,716,rep4,GPT-5 Nano,collections,False,True
collection_size,0.0011373760771252327,716,rep4,GPT-5 Nano,collections,True,False
journal_impact,0.004265714951032207,716,rep4,GPT-5 Mini,collections,True,False
citation,-0.005618392474065278,716,rep4,GPT-5 Mini,collections,False,True
empirical_share,-0.00860335389521599,716,rep4,GPT-5 Mini,collections,False,True
recent,0.004571907098213721,716,rep4,GPT-5 Mini,collections,True,False
biology_share,0.0004596702871164241,716,rep4,GPT-5 Mini,collections,True,False
economics_share,-0.0005195491936438503,716,rep4,GPT-5 Mini,collections,False,True
psychology_share,-0.0030618966625188294,716,rep4,GPT-5 Mini,collections,False,True
mathphysics_share,-0.01105577816228136,716,rep4,GPT-5 Mini,collections,False,True
multidisciplinary_share,-0.006523632213613762,716,rep4,GPT-5 Mini,collections,False,True
collection_size,0.004809118773521468,716,rep4,GPT-5 Mini,collections,True,False
journal_impact,0.006309708377461719,716,rep5,GPT-5.1,collections,True,False
citation,-0.009082010874207777,716,rep5,GPT-5.1,collections,False,True
empirical_share,-0.011002685288558545,716,rep5,GPT-5.1,collections,False,True
recent,-0.0037444442919293748,716,rep5,GPT-5.1,collections,False,True
biology_share,0.004228065727863772,716,rep5,GPT-5.1,collections,True,False
economics_share,0.0034953559247713293,716,rep5,GPT-5.1,collections,True,False
psychology_share,-0.0013237823731555077,716,rep5,GPT-5.1,collections,False,True
mathphysics_share,-0.012555631232545855,716,rep5,GPT-5.1,collections,False,True
multidisciplinary_share,-0.007538134446605449,716,rep5,GPT-5.1,collections,False,True
collection_size,-0.0003398703659960034,716,rep5,GPT-5.1,collections,False,True
journal_impact,0.010128042107294746,716,rep5,GPT-4.1 Mini,collections,True,False
citation,-0.008876045139658029,716,rep5,GPT-4.1 Mini,collections,False,True
empirical_share,-0.012701623020605011,716,rep5,GPT-4.1 Mini,collections,False,True
recent,-0.00542355128351801,716,rep5,GPT-4.1 Mini,collections,False,True
biology_share,0.003926358848246051,716,rep5,GPT-4.1 Mini,collections,True,False
economics_share,0.000626723470169817,716,rep5,GPT-4.1 Mini,collections,True,False
psychology_share,5.3347662541395474e-05,716,rep5,GPT-4.1 Mini,collections,True,False
mathphysics_share,-0.010808431019332064,716,rep5,GPT-4.1 Mini,collections,False,True
multidisciplinary_share,-0.006423464650202618,716,rep5,GPT-4.1 Mini,collections,False,True
collection_size,0.01626102972981157,716,rep5,GPT-4.1 Mini,collections,True,False
journal_impact,0.0022204651803214254,715,rep5,GPT-4.1,collections,True,False
citation,-0.0028508771511188535,715,rep5,GPT-4.1,collections,False,True
empirical_share,-0.013444092975358556,715,rep5,GPT-4.1,collections,False,True
recent,0.00048718761276878974,715,rep5,GPT-4.1,collections,True,False
biology_share,0.003205571386769414,715,rep5,GPT-4.1,collections,True,False
economics_share,9.10630083847834e-05,715,rep5,GPT-4.1,collections,True,False
psychology_share,0.0021466935723645883,715,rep5,GPT-4.1,collections,True,False
mathphysics_share,-0.009814594709665647,715,rep5,GPT-4.1,collections,False,True
multidisciplinary_share,-0.0004924909500638714,715,rep5,GPT-4.1,collections,False,True
collection_size,0.01806265850362398,715,rep5,GPT-4.1,collections,True,False
journal_impact,-0.0020472766528735887,715,rep5,GPT-5 Nano,collections,False,True
citation,-0.006885398483799822,715,rep5,GPT-5 Nano,collections,False,True
empirical_share,-0.003889404190396537,715,rep5,GPT-5 Nano,collections,False,True
recent,-0.0013165398584801952,715,rep5,GPT-5 Nano,collections,False,True
biology_share,0.001229392757707366,715,rep5,GPT-5 Nano,collections,True,False
economics_share,-0.0024996903089458075,715,rep5,GPT-5 Nano,collections,False,True
psychology_share,-0.005784164042440193,715,rep5,GPT-5 Nano,collections,False,True
mathphysics_share,-0.011557922756640856,715,rep5,GPT-5 Nano,collections,False,True
multidisciplinary_share,-0.006319368385849103,715,rep5,GPT-5 Nano,collections,False,True
collection_size,0.007358880592625284,715,rep5,GPT-5 Nano,collections,True,False
journal_impact,0.0038566783142634717,716,rep5,GPT-5 Mini,collections,True,False
citation,-0.006234686019133285,716,rep5,GPT-5 Mini,collections,False,True
empirical_share,-0.005690880924080762,716,rep5,GPT-5 Mini,collections,False,True
recent,0.000572592287979924,716,rep5,GPT-5 Mini,collections,True,False
biology_share,0.004152841249525176,716,rep5,GPT-5 Mini,collections,True,False
economics_share,-0.0012901110283368572,716,rep5,GPT-5 Mini,collections,False,True
psychology_share,0.00016975318213913702,716,rep5,GPT-5 Mini,collections,True,False
mathphysics_share,-0.009038612965219229,716,rep5,GPT-5 Mini,collections,False,True
multidisciplinary_share,-0.0004997107997386334,716,rep5,GPT-5 Mini,collections,False,True
collection_size,0.007855319700054604,716,rep5,GPT-5 Mini,collections,True,False
