n_filters,count,type_value,citation_value,jcr_value,year_value,discipline_value,collection_id,filter_label,filters_json,set_path
3,37,,Q1_lowest,Q3,,economics,citation_q1_lowest__jcr_q3__discipline_economics,citation=Q1_lowest | jcr=Q3 | discipline=economics,"{""citation"": ""Q1_lowest"", ""discipline"": ""economics"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__discipline_economics.csv
3,33,,Q1_lowest,Q3,,math_phys_cs,citation_q1_lowest__jcr_q3__discipline_math_phys_cs,citation=Q1_lowest | jcr=Q3 | discipline=math_phys_cs,"{""citation"": ""Q1_lowest"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__discipline_math_phys_cs.csv
3,9,,Q1_lowest,Q3,,other,citation_q1_lowest__jcr_q3__discipline_other,citation=Q1_lowest | jcr=Q3 | discipline=other,"{""citation"": ""Q1_lowest"", ""discipline"": ""other"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__discipline_other.csv
3,32,,Q1_lowest,Q3,,psych_social,citation_q1_lowest__jcr_q3__discipline_psych_social,citation=Q1_lowest | jcr=Q3 | discipline=psych_social,"{""citation"": ""Q1_lowest"", ""discipline"": ""psych_social"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__discipline_psych_social.csv
3,12,,Q1_lowest,Q3,Q1_oldest,,citation_q1_lowest__jcr_q3__year_q1_oldest,citation=Q1_lowest | jcr=Q3 | year=Q1_oldest,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q3"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__year_q1_oldest.csv
3,18,,Q1_lowest,Q3,Q2,,citation_q1_lowest__jcr_q3__year_q2,citation=Q1_lowest | jcr=Q3 | year=Q2,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__year_q2.csv
3,32,,Q1_lowest,Q3,Q3,,citation_q1_lowest__jcr_q3__year_q3,citation=Q1_lowest | jcr=Q3 | year=Q3,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__year_q3.csv
3,48,,Q1_lowest,Q3,Q4_newest,,citation_q1_lowest__jcr_q3__year_q4_newest,citation=Q1_lowest | jcr=Q3 | year=Q4_newest,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q3__year_q4_newest.csv
3,4,,Q1_lowest,Q4,,bio_evo,citation_q1_lowest__jcr_q4__discipline_bio_evo,citation=Q1_lowest | jcr=Q4 | discipline=bio_evo,"{""citation"": ""Q1_lowest"", ""discipline"": ""bio_evo"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__discipline_bio_evo.csv
3,36,,Q1_lowest,Q4,,economics,citation_q1_lowest__jcr_q4__discipline_economics,citation=Q1_lowest | jcr=Q4 | discipline=economics,"{""citation"": ""Q1_lowest"", ""discipline"": ""economics"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__discipline_economics.csv
3,31,,Q1_lowest,Q4,,math_phys_cs,citation_q1_lowest__jcr_q4__discipline_math_phys_cs,citation=Q1_lowest | jcr=Q4 | discipline=math_phys_cs,"{""citation"": ""Q1_lowest"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__discipline_math_phys_cs.csv
3,2,,Q1_lowest,Q4,,other,citation_q1_lowest__jcr_q4__discipline_other,citation=Q1_lowest | jcr=Q4 | discipline=other,"{""citation"": ""Q1_lowest"", ""discipline"": ""other"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__discipline_other.csv
3,38,,Q1_lowest,Q4,,psych_social,citation_q1_lowest__jcr_q4__discipline_psych_social,citation=Q1_lowest | jcr=Q4 | discipline=psych_social,"{""citation"": ""Q1_lowest"", ""discipline"": ""psych_social"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__discipline_psych_social.csv
3,3,,Q1_lowest,Q4,Q1_oldest,,citation_q1_lowest__jcr_q4__year_q1_oldest,citation=Q1_lowest | jcr=Q4 | year=Q1_oldest,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__year_q1_oldest.csv
3,5,,Q1_lowest,Q4,Q2,,citation_q1_lowest__jcr_q4__year_q2,citation=Q1_lowest | jcr=Q4 | year=Q2,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__year_q2.csv
3,16,,Q1_lowest,Q4,Q3,,citation_q1_lowest__jcr_q4__year_q3,citation=Q1_lowest | jcr=Q4 | year=Q3,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q4"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__year_q3.csv
3,25,,Q1_lowest,Q4,Q4_newest,,citation_q1_lowest__jcr_q4__year_q4_newest,citation=Q1_lowest | jcr=Q4 | year=Q4_newest,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q4"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__jcr_q4__year_q4_newest.csv
3,7,,Q1_lowest,,Q1_oldest,bio_evo,citation_q1_lowest__year_q1_oldest__discipline_bio_evo,citation=Q1_lowest | year=Q1_oldest | discipline=bio_evo,"{""citation"": ""Q1_lowest"", ""discipline"": ""bio_evo"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q1_oldest__discipline_bio_evo.csv
3,20,,Q1_lowest,,Q1_oldest,economics,citation_q1_lowest__year_q1_oldest__discipline_economics,citation=Q1_lowest | year=Q1_oldest | discipline=economics,"{""citation"": ""Q1_lowest"", ""discipline"": ""economics"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q1_oldest__discipline_economics.csv
3,13,,Q1_lowest,,Q1_oldest,math_phys_cs,citation_q1_lowest__year_q1_oldest__discipline_math_phys_cs,citation=Q1_lowest | year=Q1_oldest | discipline=math_phys_cs,"{""citation"": ""Q1_lowest"", ""discipline"": ""math_phys_cs"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q1_oldest__discipline_math_phys_cs.csv
3,3,,Q1_lowest,,Q1_oldest,multidisciplinary,citation_q1_lowest__year_q1_oldest__discipline_multidisciplinary,citation=Q1_lowest | year=Q1_oldest | discipline=multidisciplinary,"{""citation"": ""Q1_lowest"", ""discipline"": ""multidisciplinary"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q1_oldest__discipline_multidisciplinary.csv
3,16,,Q1_lowest,,Q1_oldest,psych_social,citation_q1_lowest__year_q1_oldest__discipline_psych_social,citation=Q1_lowest | year=Q1_oldest | discipline=psych_social,"{""citation"": ""Q1_lowest"", ""discipline"": ""psych_social"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q1_oldest__discipline_psych_social.csv
3,8,,Q1_lowest,,Q2,bio_evo,citation_q1_lowest__year_q2__discipline_bio_evo,citation=Q1_lowest | year=Q2 | discipline=bio_evo,"{""citation"": ""Q1_lowest"", ""discipline"": ""bio_evo"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q2__discipline_bio_evo.csv
3,27,,Q1_lowest,,Q2,economics,citation_q1_lowest__year_q2__discipline_economics,citation=Q1_lowest | year=Q2 | discipline=economics,"{""citation"": ""Q1_lowest"", ""discipline"": ""economics"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q2__discipline_economics.csv
3,28,,Q1_lowest,,Q2,math_phys_cs,citation_q1_lowest__year_q2__discipline_math_phys_cs,citation=Q1_lowest | year=Q2 | discipline=math_phys_cs,"{""citation"": ""Q1_lowest"", ""discipline"": ""math_phys_cs"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q2__discipline_math_phys_cs.csv
3,4,,Q1_lowest,,Q2,multidisciplinary,citation_q1_lowest__year_q2__discipline_multidisciplinary,citation=Q1_lowest | year=Q2 | discipline=multidisciplinary,"{""citation"": ""Q1_lowest"", ""discipline"": ""multidisciplinary"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q2__discipline_multidisciplinary.csv
3,4,,Q1_lowest,,Q2,other,citation_q1_lowest__year_q2__discipline_other,citation=Q1_lowest | year=Q2 | discipline=other,"{""citation"": ""Q1_lowest"", ""discipline"": ""other"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q2__discipline_other.csv
3,25,,Q1_lowest,,Q2,psych_social,citation_q1_lowest__year_q2__discipline_psych_social,citation=Q1_lowest | year=Q2 | discipline=psych_social,"{""citation"": ""Q1_lowest"", ""discipline"": ""psych_social"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q2__discipline_psych_social.csv
3,14,,Q1_lowest,,Q3,bio_evo,citation_q1_lowest__year_q3__discipline_bio_evo,citation=Q1_lowest | year=Q3 | discipline=bio_evo,"{""citation"": ""Q1_lowest"", ""discipline"": ""bio_evo"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q3__discipline_bio_evo.csv
3,65,,Q1_lowest,,Q3,economics,citation_q1_lowest__year_q3__discipline_economics,citation=Q1_lowest | year=Q3 | discipline=economics,"{""citation"": ""Q1_lowest"", ""discipline"": ""economics"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q3__discipline_economics.csv
3,40,,Q1_lowest,,Q3,math_phys_cs,citation_q1_lowest__year_q3__discipline_math_phys_cs,citation=Q1_lowest | year=Q3 | discipline=math_phys_cs,"{""citation"": ""Q1_lowest"", ""discipline"": ""math_phys_cs"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q3__discipline_math_phys_cs.csv
3,18,,Q1_lowest,,Q3,multidisciplinary,citation_q1_lowest__year_q3__discipline_multidisciplinary,citation=Q1_lowest | year=Q3 | discipline=multidisciplinary,"{""citation"": ""Q1_lowest"", ""discipline"": ""multidisciplinary"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q3__discipline_multidisciplinary.csv
3,11,,Q1_lowest,,Q3,other,citation_q1_lowest__year_q3__discipline_other,citation=Q1_lowest | year=Q3 | discipline=other,"{""citation"": ""Q1_lowest"", ""discipline"": ""other"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q3__discipline_other.csv
3,48,,Q1_lowest,,Q3,psych_social,citation_q1_lowest__year_q3__discipline_psych_social,citation=Q1_lowest | year=Q3 | discipline=psych_social,"{""citation"": ""Q1_lowest"", ""discipline"": ""psych_social"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q3__discipline_psych_social.csv
3,32,,Q1_lowest,,Q4_newest,bio_evo,citation_q1_lowest__year_q4_newest__discipline_bio_evo,citation=Q1_lowest | year=Q4_newest | discipline=bio_evo,"{""citation"": ""Q1_lowest"", ""discipline"": ""bio_evo"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q4_newest__discipline_bio_evo.csv
3,117,,Q1_lowest,,Q4_newest,economics,citation_q1_lowest__year_q4_newest__discipline_economics,citation=Q1_lowest | year=Q4_newest | discipline=economics,"{""citation"": ""Q1_lowest"", ""discipline"": ""economics"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q4_newest__discipline_economics.csv
3,150,,Q1_lowest,,Q4_newest,math_phys_cs,citation_q1_lowest__year_q4_newest__discipline_math_phys_cs,citation=Q1_lowest | year=Q4_newest | discipline=math_phys_cs,"{""citation"": ""Q1_lowest"", ""discipline"": ""math_phys_cs"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q4_newest__discipline_math_phys_cs.csv
3,60,,Q1_lowest,,Q4_newest,multidisciplinary,citation_q1_lowest__year_q4_newest__discipline_multidisciplinary,citation=Q1_lowest | year=Q4_newest | discipline=multidisciplinary,"{""citation"": ""Q1_lowest"", ""discipline"": ""multidisciplinary"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q4_newest__discipline_multidisciplinary.csv
3,21,,Q1_lowest,,Q4_newest,other,citation_q1_lowest__year_q4_newest__discipline_other,citation=Q1_lowest | year=Q4_newest | discipline=other,"{""citation"": ""Q1_lowest"", ""discipline"": ""other"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q4_newest__discipline_other.csv
3,120,,Q1_lowest,,Q4_newest,psych_social,citation_q1_lowest__year_q4_newest__discipline_psych_social,citation=Q1_lowest | year=Q4_newest | discipline=psych_social,"{""citation"": ""Q1_lowest"", ""discipline"": ""psych_social"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q1_lowest__year_q4_newest__discipline_psych_social.csv
3,34,,Q2,Q1,,bio_evo,citation_q2__jcr_q1__discipline_bio_evo,citation=Q2 | jcr=Q1 | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__discipline_bio_evo.csv
3,24,,Q2,Q1,,economics,citation_q2__jcr_q1__discipline_economics,citation=Q2 | jcr=Q1 | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__discipline_economics.csv
3,105,,Q2,Q1,,math_phys_cs,citation_q2__jcr_q1__discipline_math_phys_cs,citation=Q2 | jcr=Q1 | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__discipline_math_phys_cs.csv
3,94,,Q2,Q1,,multidisciplinary,citation_q2__jcr_q1__discipline_multidisciplinary,citation=Q2 | jcr=Q1 | discipline=multidisciplinary,"{""citation"": ""Q2"", ""discipline"": ""multidisciplinary"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__discipline_multidisciplinary.csv
3,16,,Q2,Q1,,other,citation_q2__jcr_q1__discipline_other,citation=Q2 | jcr=Q1 | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__discipline_other.csv
3,62,,Q2,Q1,,psych_social,citation_q2__jcr_q1__discipline_psych_social,citation=Q2 | jcr=Q1 | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""jcr"": ""Q1""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__discipline_psych_social.csv
3,35,,Q2,Q1,Q1_oldest,,citation_q2__jcr_q1__year_q1_oldest,citation=Q2 | jcr=Q1 | year=Q1_oldest,"{""citation"": ""Q2"", ""jcr"": ""Q1"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__year_q1_oldest.csv
3,67,,Q2,Q1,Q2,,citation_q2__jcr_q1__year_q2,citation=Q2 | jcr=Q1 | year=Q2,"{""citation"": ""Q2"", ""jcr"": ""Q1"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__year_q2.csv
3,87,,Q2,Q1,Q3,,citation_q2__jcr_q1__year_q3,citation=Q2 | jcr=Q1 | year=Q3,"{""citation"": ""Q2"", ""jcr"": ""Q1"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__year_q3.csv
3,113,,Q2,Q1,Q4_newest,,citation_q2__jcr_q1__year_q4_newest,citation=Q2 | jcr=Q1 | year=Q4_newest,"{""citation"": ""Q2"", ""jcr"": ""Q1"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q1__year_q4_newest.csv
3,15,,Q2,Q2,,bio_evo,citation_q2__jcr_q2__discipline_bio_evo,citation=Q2 | jcr=Q2 | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__discipline_bio_evo.csv
3,101,,Q2,Q2,,economics,citation_q2__jcr_q2__discipline_economics,citation=Q2 | jcr=Q2 | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__discipline_economics.csv
3,94,,Q2,Q2,,math_phys_cs,citation_q2__jcr_q2__discipline_math_phys_cs,citation=Q2 | jcr=Q2 | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__discipline_math_phys_cs.csv
3,4,,Q2,Q2,,multidisciplinary,citation_q2__jcr_q2__discipline_multidisciplinary,citation=Q2 | jcr=Q2 | discipline=multidisciplinary,"{""citation"": ""Q2"", ""discipline"": ""multidisciplinary"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__discipline_multidisciplinary.csv
3,2,,Q2,Q2,,other,citation_q2__jcr_q2__discipline_other,citation=Q2 | jcr=Q2 | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__discipline_other.csv
3,52,,Q2,Q2,,psych_social,citation_q2__jcr_q2__discipline_psych_social,citation=Q2 | jcr=Q2 | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""jcr"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__discipline_psych_social.csv
3,26,,Q2,Q2,Q1_oldest,,citation_q2__jcr_q2__year_q1_oldest,citation=Q2 | jcr=Q2 | year=Q1_oldest,"{""citation"": ""Q2"", ""jcr"": ""Q2"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__year_q1_oldest.csv
3,70,,Q2,Q2,Q2,,citation_q2__jcr_q2__year_q2,citation=Q2 | jcr=Q2 | year=Q2,"{""citation"": ""Q2"", ""jcr"": ""Q2"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__year_q2.csv
3,90,,Q2,Q2,Q3,,citation_q2__jcr_q2__year_q3,citation=Q2 | jcr=Q2 | year=Q3,"{""citation"": ""Q2"", ""jcr"": ""Q2"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__year_q3.csv
3,43,,Q2,Q2,Q4_newest,,citation_q2__jcr_q2__year_q4_newest,citation=Q2 | jcr=Q2 | year=Q4_newest,"{""citation"": ""Q2"", ""jcr"": ""Q2"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q2__year_q4_newest.csv
3,33,,Q2,Q3,,bio_evo,citation_q2__jcr_q3__discipline_bio_evo,citation=Q2 | jcr=Q3 | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__discipline_bio_evo.csv
3,42,,Q2,Q3,,economics,citation_q2__jcr_q3__discipline_economics,citation=Q2 | jcr=Q3 | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__discipline_economics.csv
3,32,,Q2,Q3,,math_phys_cs,citation_q2__jcr_q3__discipline_math_phys_cs,citation=Q2 | jcr=Q3 | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__discipline_math_phys_cs.csv
3,2,,Q2,Q3,,other,citation_q2__jcr_q3__discipline_other,citation=Q2 | jcr=Q3 | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__discipline_other.csv
3,32,,Q2,Q3,,psych_social,citation_q2__jcr_q3__discipline_psych_social,citation=Q2 | jcr=Q3 | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""jcr"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__discipline_psych_social.csv
3,24,,Q2,Q3,Q1_oldest,,citation_q2__jcr_q3__year_q1_oldest,citation=Q2 | jcr=Q3 | year=Q1_oldest,"{""citation"": ""Q2"", ""jcr"": ""Q3"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__year_q1_oldest.csv
3,34,,Q2,Q3,Q2,,citation_q2__jcr_q3__year_q2,citation=Q2 | jcr=Q3 | year=Q2,"{""citation"": ""Q2"", ""jcr"": ""Q3"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__year_q2.csv
3,35,,Q2,Q3,Q3,,citation_q2__jcr_q3__year_q3,citation=Q2 | jcr=Q3 | year=Q3,"{""citation"": ""Q2"", ""jcr"": ""Q3"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__year_q3.csv
3,14,,Q2,Q3,Q4_newest,,citation_q2__jcr_q3__year_q4_newest,citation=Q2 | jcr=Q3 | year=Q4_newest,"{""citation"": ""Q2"", ""jcr"": ""Q3"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q3__year_q4_newest.csv
3,3,,Q2,Q4,,bio_evo,citation_q2__jcr_q4__discipline_bio_evo,citation=Q2 | jcr=Q4 | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q4__discipline_bio_evo.csv
3,13,,Q2,Q4,,economics,citation_q2__jcr_q4__discipline_economics,citation=Q2 | jcr=Q4 | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q4__discipline_economics.csv
3,13,,Q2,Q4,,math_phys_cs,citation_q2__jcr_q4__discipline_math_phys_cs,citation=Q2 | jcr=Q4 | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q4__discipline_math_phys_cs.csv
3,13,,Q2,Q4,,psych_social,citation_q2__jcr_q4__discipline_psych_social,citation=Q2 | jcr=Q4 | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q4__discipline_psych_social.csv
3,6,,Q2,Q4,Q1_oldest,,citation_q2__jcr_q4__year_q1_oldest,citation=Q2 | jcr=Q4 | year=Q1_oldest,"{""citation"": ""Q2"", ""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q4__year_q1_oldest.csv
3,8,,Q2,Q4,Q2,,citation_q2__jcr_q4__year_q2,citation=Q2 | jcr=Q4 | year=Q2,"{""citation"": ""Q2"", ""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/citation_q2__jcr_q4__year_q2.csv
