custom_id,n_experiments_gpt41,n_experiments_sonnet46,count_match,delta
10.1016_j.jpubeco.2016.08.015,3,3,True,0
10.1016_j.jpubeco.2016.09.001,3,3,True,0
10.1016_j.jpubeco.2016.09.008,9,9,True,0
10.1016_j.jpubeco.2016.12.007,6,6,True,0
10.1016_j.jpubeco.2018.06.010,4,4,True,0
10.1016_j.jpubeco.2019.104053,6,6,True,0
10.1016_j.jpubeco.2020.104347,4,4,True,0
10.1016_j.jpubeco.2021.104429,4,4,True,0
10.1016_j.jpubeco.2022.104701,6,6,True,0
10.1016_j.jrp.2009.01.003,2,2,True,0
10.1016_j.jrp.2019.05.005,1,1,True,0
10.1016_j.leaqua.2019.101351,4,4,True,0
10.1016_j.leaqua.2021.101589,8,8,True,0
10.1016_j.marpol.2024.106493,4,4,True,0
10.1016_j.neulet.2017.10.020,3,3,True,0
10.1016_j.neuroimage.2019.06.047,3,3,True,0
10.1016_j.obhdp.2012.06.007,4,4,True,0
10.1016_j.obhdp.2012.07.006,6,6,True,0
10.1016_j.obhdp.2014.09.005,6,6,True,0
10.1016_j.obhdp.2015.03.006,12,12,True,0
10.1016_j.obhdp.2016.02.004,12,12,True,0
10.1016_j.obhdp.2018.07.001,2,2,True,0
10.1016_j.obhdp.2022.104152,3,3,True,0
10.1016_j.paid.2016.05.005,10,10,True,0
10.1016_j.paid.2024.112694,6,6,True,0
10.1016_j.physa.2021.126839,4,4,True,0
10.1016_j.physleta.2020.126276,3,3,True,0
10.1016_j.puhe.2015.01.030,1,1,True,0
10.1016_j.pursup.2017.11.006,4,4,True,0
10.1016_j.reseneeco.2017.07.004,5,5,True,0
10.1016_j.rser.2025.115527,3,3,True,0
10.1016_j.socec.2014.09.001,6,6,True,0
10.1016_j.socec.2015.12.002,4,4,True,0
10.1016_j.socec.2016.04.009,8,8,True,0
10.1016_j.socec.2016.08.008,8,8,True,0
10.1016_j.socec.2016.10.003,8,8,True,0
10.1016_j.socec.2018.03.007,6,6,True,0
10.1016_j.socec.2018.05.007,4,4,True,0
10.1016_j.socec.2018.08.003,4,4,True,0
10.1016_j.socec.2019.02.006,4,4,True,0
10.1016_j.socec.2019.101465,4,4,True,0
10.1016_j.socec.2021.101692,4,4,True,0
10.1016_j.socec.2021.101798,4,4,True,0
10.1016_j.socec.2022.101872,5,5,True,0
10.1016_j.socec.2023.102034,4,4,True,0
10.1016_j.socec.2023.102050,3,3,True,0
10.1016_j.socec.2023.102090,8,8,True,0
10.1016_j.socec.2023.102091,4,4,True,0
10.1016_j.socec.2023.102121,7,7,True,0
10.1016_j.socec.2023.102127,4,4,True,0
10.1016_j.socec.2024.102211,5,5,True,0
10.1016_j.socec.2025.102403,4,4,True,0
10.1016_j.ssresearch.2018.12.012,4,4,True,0
10.1016_j.ssresearch.2019.102366,4,4,True,0
10.1016_s0014-2921(01)00220-3,2,2,True,0
10.1016_s0167-2681(96)00854-2,4,4,True,0
10.1016_s0167-2681(98)00121-8,8,8,True,0
10.1016_s0167-2681(99)00045-1,4,4,True,0
10.1016_s1090-5138(01)00093-9,2,2,True,0
10.1016_s1090-5138(04)00005-4,6,6,True,0
10.1017_bpp.2019.4,10,10,True,0
10.1017_ehs.2020.22,4,4,True,0
10.1017_ehs.2023.15,4,4,True,0
10.1017_ehs.2024.18,7,7,True,0
10.1017_ehs.2024.41,4,4,True,0
10.1017_jdm.2025.1,10,10,True,0
10.1017_psrm.2023.52,5,5,True,0
10.1017_s0033291717003075,4,4,True,0
10.1017_s1355770x16000322,5,5,True,0
10.1017_s1355770x19000457,3,3,True,0
10.1017_s1744137416000527,8,8,True,0
10.1017_xps.2020.10,4,4,True,0
10.1023_b_Exec.0000040559.08652.51,5,5,True,0
10.1027_1864-9335_a000460,3,3,True,0
10.1027_2151-2604_a000459,2,2,True,0
10.1037_a0011381,7,7,True,0
10.1037_a0019861,2,2,True,0
10.1037_a0023489,2,2,True,0
10.1037_dev0001183,3,3,True,0
10.1037_npe0000011,3,3,True,0
10.1037_npe0000045,3,3,True,0
10.1037_npe0000069,1,1,True,0
10.1037_npe0000099,5,5,True,0
10.1037_npe0000169,12,12,True,0
10.1037_xge0000190,10,10,True,0
10.1037_xge0000405,7,7,True,0
10.1037_xge0001004,7,7,True,0
10.1038_415137a,2,2,True,0
10.1038_nature04755,4,4,True,0
10.1038_nature04981,4,4,True,0
10.1038_nature05229,4,4,True,0
10.1038_nature06723,4,4,True,0
10.1038_nature16980,2,2,True,0
10.1038_ncomms12288,5,5,True,0
10.1038_ncomms3814,9,9,True,0
10.1038_ncomms4976,4,4,True,0
10.1038_ncomms6306,5,5,True,0
10.1038_s41467-017-00731-0,8,8,True,0
10.1038_s41467-018-04775-8,4,4,True,0
10.1038_s41467-020-14712-3,8,8,True,0
10.1038_s41467-020-15661-7,2,2,True,0
10.1038_s41467-024-49779-9,9,9,True,0
10.1038_s41562-017-0138,16,16,True,0
10.1038_s41598-017-02952-1,3,3,True,0
10.1038_s41598-017-11580-8,3,3,True,0
10.1038_s41598-017-12490-5,12,12,True,0
10.1038_s41598-017-13918-8,7,7,True,0
10.1038_s41598-018-38323-7,5,5,True,0
10.1038_s41598-020-64930-4,4,4,True,0
10.1038_s41598-020-65516-w,8,8,True,0
10.1038_s41598-020-73314-7,2,2,True,0
10.1038_s41598-021-04217-4,2,2,True,0
10.1038_s41598-021-87019-y,2,2,True,0
10.1038_s41598-021-88663-0,3,3,True,0
10.1038_s41598-021-89675-6,4,4,True,0
10.1038_s41598-023-33167-2,8,8,True,0
10.1038_s41598-023-37286-8,2,2,True,0
10.1038_s41598-023-41886-9,5,5,True,0
10.1038_s41598-023-50414-8,4,4,True,0
10.1038_s41598-024-67268-3,6,6,True,0
10.1038_s41598-024-71106-x,4,4,True,0
10.1038_s41598-024-72939-2,3,3,True,0
10.1038_s41598-024-77190-3,2,2,True,0
10.1038_s41598-024-81636-z,12,12,True,0
10.1038_srep06421,10,10,True,0
10.1038_srep07470,6,6,True,0
10.1038_srep07843,4,4,True,0
10.1038_srep18182,2,2,True,0
10.1038_srep20767,3,3,True,0
10.1038_srep28809,10,10,True,0
10.1038_srep36079,4,4,True,0
10.1038_srep38304,6,6,True,0
10.1038_srep42844,4,4,True,0
10.1057_s41599-019-0249-2,5,5,True,0
10.1057_s41599-022-01436-6,4,4,True,0
10.1073_pnas.0502399102,2,2,True,0
10.1073_pnas.0710069105,2,2,True,0
10.1073_pnas.0905918106,4,4,True,0
10.1073_pnas.0908855106,2,2,True,0
10.1073_pnas.0913149107,2,2,True,0
10.1073_pnas.1105456108,3,3,True,0
10.1073_pnas.1108243108,4,4,True,0
10.1073_pnas.1108996108,3,3,True,0
10.1073_pnas.1215443110,4,4,True,0
10.1073_pnas.1301210110,4,4,True,0
10.1073_pnas.1320451111,2,2,True,0
10.1073_pnas.1400827111,1,1,True,0
10.1073_pnas.1605115113,8,8,True,0
10.1073_pnas.1707505115,5,5,True,0
10.1073_pnas.1808241115,4,4,True,0
10.1073_pnas.2106028118,3,3,True,0
10.1075_is.19011.qir,1,1,True,0
10.1080_00036846.2011.591740,5,5,True,0
10.1080_00220388.2012.693169,2,2,True,0
10.1080_01605682.2023.2269984,4,4,True,0
10.1080_02699931.2022.2146057,3,3,True,0
10.1080_08941920.2016.1209266,6,6,True,0
10.1080_13504851.2011.572844,3,3,True,0
10.1080_13504851.2022.2156458,2,2,True,0
10.1080_15534510.2019.1641147,3,3,True,0
10.1080_15534510802469156,8,8,True,0
10.1080_17470919.2017.1411828,3,3,True,0
10.1086_682418,6,6,True,0
10.1086_709105,1,1,True,0
10.1086_715442,9,9,True,0
10.1086_720287,4,4,True,0
10.1086_731967,3,3,True,0
10.1093_aepp_ppq017,4,4,True,0
10.1093_ajae_aay025,10,10,True,0
10.1093_aler_aht010,6,6,True,0
10.1093_aler_ahw005,6,6,True,0
10.1093_ei_cbi045,3,3,True,0
10.1093_ej_uead005,8,8,True,0
10.1093_jleo_ewad011,8,8,True,0
10.1093_jleo_ewq015,8,8,True,0
10.1093_jleo_ewu019,4,4,True,0
10.1093_jleo_ewy026,8,8,True,0
10.1093_jleo_ewz004,8,8,True,0
10.1093_oep_gpv048,8,8,True,0
10.1093_oep_gpy045,8,8,True,0
10.1093_pnasnexus_pgaf150,5,5,True,0
10.1093_qje_qjy013,1,1,True,0
10.1093_restud_rdv040,7,7,True,0
10.1093_scan_nsab124,2,2,True,0
10.1093_scan_nst023,3,3,True,0
10.1093_sf_sot015,9,9,True,0
10.1093_sf_soy017,7,7,True,0
10.1098_rsbl.2005.0344,3,3,True,0
10.1098_rsbl.2013.1069,3,3,True,0
10.1098_rsbl.2014.0388,2,2,True,0
10.1098_rsbl.2015.0172,2,2,True,0
10.1098_rsos.160510,8,8,True,0
10.1098_rsos.200617,5,5,True,0
10.1098_rsos.211983,4,4,True,0
10.1098_rsos.230867,3,3,True,0
10.1098_rspb.2007.1517,1,1,True,0
10.1098_rspb.2007.1558,5,5,True,0
10.1098_rspb.2009.1900,3,3,True,0
10.1098_rspb.2010.2125,4,4,True,0
10.1098_rspb.2010.2342,3,3,True,0
10.1098_rspb.2011.0690,4,4,True,0
10.1098_rspb.2011.0805,4,4,True,0
10.1098_rspb.2012.0063,6,6,True,0
10.1098_rspb.2012.2043,1,1,True,0
10.1098_rspb.2013.0553,8,8,True,0
10.1098_rspb.2014.1661,4,4,True,0
10.1098_rspb.2016.0694,4,4,True,0
10.1098_rspb.2021.1590,5,5,True,0
10.1098_rspb.2021.1611,5,5,True,0
10.1098_rspb.2021.1773,6,6,True,0
10.1098_rstb.2010.0135,2,2,True,0
10.1098_rstb.2015.0011,2,2,True,0
10.1098_rstb.2020.0302,6,6,True,0
10.1098_rstb.2020.0304,7,7,True,0
10.1108_01437720310502177,3,3,True,0
10.1108_tpm-03-2020-0021,2,2,True,0
10.1111_1468-0106.12034,3,3,True,0
10.1111_1477-9552.12114,5,5,True,0
10.1111_1911-3846.12489,4,4,True,0
10.1111_ajps.12139,4,4,True,0
10.1111_ajsp.12057,8,8,True,0
10.1111_apce.12343,6,6,True,0
10.1111_bjop.12245,8,8,True,0
10.1111_boer.12140,5,5,True,0
10.1111_caje.12557,4,4,True,0
10.1111_cogs.13326,7,7,True,0
10.1111_ecin.12134,3,3,True,0
10.1111_ecin.12187,4,4,True,0
10.1111_ecin.12477,5,5,True,0
10.1111_ecin.12512,4,4,True,0
10.1111_ecin.12713,5,5,True,0
10.1111_ecin.12720,4,4,True,0
10.1111_ecin.12797,2,2,True,0
10.1111_ecin.12974,2,2,True,0
10.1111_ecin.13020,4,4,True,0
10.1111_ecin.13171,5,5,True,0
10.1111_ecoj.12088,9,9,True,0
10.1111_ecoj.12209,2,2,True,0
10.1111_ecoj.12614,3,3,True,0
10.1111_evo.12108,3,3,True,0
10.1111_j.1439-0310.2010.01781.x,2,2,True,0
10.1111_j.1465-7295.2007.00028.x,4,4,True,0
10.1111_j.1465-7295.2009.00268.x,6,6,True,0
10.1111_j.1465-7295.2010.00344.x,6,6,True,0
10.1111_j.1465-7295.2010.00354.x,6,6,True,0
10.1111_j.1465-7295.2011.00422.x,4,4,True,0
10.1111_j.1465-7295.2011.00433.x,6,6,True,0
10.1111_j.1465-7295.2011.00452.x,6,6,True,0
10.1111_j.1467-9779.2008.00357.x,3,3,True,0
10.1111_j.1467-9779.2010.01472.x,4,4,True,0
10.1111_j.1467-9779.2011.01515.x,2,2,True,0
10.1111_j.1467-9779.2011.01519.x,3,3,True,0
10.1111_j.1467-9779.2011.01520.x,2,2,True,0
10.1111_j.1468-0262.2004.00511.x,3,3,True,0
10.1111_j.1468-0262.2005.00644.x,3,3,True,0
10.1111_j.1468-0297.2004.00214.x,3,3,True,0
10.1111_j.1468-0297.2005.01031.x,4,4,True,0
10.1111_j.1468-0297.2011.02476.x,6,6,True,0
10.1111_j.1468-0351.2005.00228.x,2,2,True,0
10.1111_j.1540-5907.2006.00230.x,6,6,True,0
10.1111_j.1540-5907.2011.00531.x,6,6,True,0
10.1111_j.1540-5907.2012.00596.x,3,3,True,0
10.1111_j.1542-4774.2011.01059.x,5,5,True,0
10.1111_j.1559-1816.2012.00914.x,8,8,True,0
10.1111_j.1740-1461.2010.01197.x,5,5,True,0
10.1111_jels.12042,8,8,True,0
10.1111_jels.12231,6,6,True,0
10.1111_jems.12451,4,4,True,0
10.1111_jlca.12283,1,1,True,0
10.1111_joes.12018,4,4,True,0
10.1111_jopy.12896,8,8,True,0
10.1111_jpet.12181,2,2,True,0
10.1111_jpet.12350,6,6,True,0
10.1111_jpet.12384,4,4,True,0
10.1111_jssr.12045,3,3,True,0
10.1111_kykl.12113,8,8,True,0
10.1111_roiw.12092,4,4,True,0
10.1111_soin.12218,2,2,True,0
10.1111_spc3.12924,3,3,True,0
10.1111_ssqu.12910,2,2,True,0
10.1111_vox.13088,4,4,True,0
10.1126_sciadv.aau7296,10,10,True,0
10.1126_sciadv.aay7651,4,4,True,0
10.1126_sciadv.adm7968,6,6,True,0
10.1126_science.1100735,4,4,True,0
10.1126_science.1123633,2,2,True,0
10.1126_science.1127333,3,3,True,0
10.1126_science.1145850,4,4,True,0
10.1126_science.1153808,2,2,True,0
10.1126_science.1177418,4,4,True,0
10.1126_science.1178883,2,2,True,0
10.1126_science.1183532,4,4,True,0
10.1126_science.1193649,1,1,True,0
10.1126_science.1202599,8,8,True,0
10.1126_science.1241399,6,6,True,0
10.1142_s021759082246002x,3,3,True,0
10.1155_2021_6192629,2,2,True,0
10.1162_rest.2009.10174,2,2,True,0
10.1177_001872677002300105,3,3,True,0
10.1177_0022002708322361,4,4,True,0
10.1177_0022002712448910,7,7,True,0
10.1177_0022002712448912,4,4,True,0
10.1177_0022002714564426,6,6,True,0
10.1177_0022002795039004006,4,4,True,0
10.1177_0146167206289978,12,12,True,0
10.1177_0146167216629123,7,7,True,0
10.1177_0146167216684134,5,5,True,0
10.1177_0190272517703750,4,4,True,0
10.1177_0190272519882389,6,6,True,0
10.1177_01902725221132517,8,8,True,0
10.1177_0894439313511396,12,12,True,0
10.1177_0951629814539199,4,4,True,0
10.1177_0951629815586882,2,2,True,0
10.1177_0951629815586885,6,6,True,0
10.1177_0956797613510184,3,3,True,0
10.1177_0956797615624469,4,4,True,0
10.1177_0956797617752642,2,2,True,0
10.1177_09567976211054786,11,11,True,0
10.1177_1043463107075110,5,5,True,0
10.1177_1043463107080449,5,5,True,0
10.1177_1043463109337876,4,4,True,0
10.1177_10434631221094555,3,3,True,0
10.1177_1046496404266546,4,4,True,0
10.1177_1368430211402102,8,8,True,0
10.1177_147470491301100117,8,8,True,0
10.1177_1474704917742720,6,6,True,0
10.1177_1525822x16643709,3,3,True,0
10.1177_1948550614527115,5,5,True,0
10.1186_1744-9081-9-3,4,4,True,0
10.1257_000282803322157142,4,4,True,0
10.1257_aer.100.1.420,5,5,True,0
10.1257_aer.102.2.720,6,6,True,0
10.1257_aer.102.7.3317,6,6,True,0
10.1257_aer.20120700,4,4,True,0
10.1257_aer.90.4.980,4,4,True,0
10.1257_aer.99.1.431,6,6,True,0
10.1257_aer.99.3.979,4,4,True,0
10.1257_aer.99.4.1335,4,4,True,0
10.1257_mic.20170389,4,4,True,0
10.1257_mic.6.2.247,5,5,True,0
10.1287_mnsc.2013.1848,6,6,True,0
10.1287_mnsc.2014.2073,4,4,True,0
10.1287_mnsc.2017.2802,4,4,True,0
10.1287_mnsc.2018.3163,2,2,True,0
10.1287_mnsc.2022.03085,8,8,True,0
10.1287_orsc.2020.14548,3,3,True,0
10.1287_orsc.2021.1521,3,3,True,0
10.1371_journal.pone.0017044,6,6,True,0
10.1371_journal.pone.0018050,3,3,True,0
10.1371_journal.pone.0026008,4,4,True,0
10.1371_journal.pone.0044747,3,3,True,0
10.1371_journal.pone.0045093,2,2,True,0
10.1371_journal.pone.0045662,2,2,True,0
10.1371_journal.pone.0045998,4,4,True,0
10.1371_journal.pone.0064941,6,6,True,0
10.1371_journal.pone.0085691,1,1,True,0
10.1371_journal.pone.0092336,2,2,True,0
10.1371_journal.pone.0110045,12,12,True,0
10.1371_journal.pone.0114976,2,2,True,0
10.1371_journal.pone.0117183,4,4,True,0
10.1371_journal.pone.0120394,2,2,True,0
10.1371_journal.pone.0125193,2,2,True,0
10.1371_journal.pone.0154321,3,3,True,0
10.1371_journal.pone.0155773,4,4,True,0
10.1371_journal.pone.0158940,5,5,True,0
10.1371_journal.pone.0159769,12,12,True,0
10.1371_journal.pone.0188503,8,8,True,0
10.1371_journal.pone.0202878,4,4,True,0
10.1371_journal.pone.0205420,5,5,True,0
10.1371_journal.pone.0208129,4,4,True,0
10.1371_journal.pone.0229510,4,4,True,0
10.1371_journal.pone.0236544,8,8,True,0
10.1371_journal.pone.0240324,4,4,True,0
10.1371_journal.pone.0248599,4,4,True,0
10.1371_journal.pone.0249339,2,2,True,0
10.1371_journal.pone.0263028,4,4,True,0
10.1371_journal.pone.0267153,4,4,True,0
10.1371_journal.pone.0275383,4,4,True,0
10.1371_journal.pone.0307832,6,6,True,0
10.1371_journal.pone.0329742,2,2,True,0
10.1515_bejte-2019-0057,4,4,True,0
10.1515_bejte-2024-0043,3,3,True,0
10.1523_jneurosci.1642-12.2013,4,4,True,0
10.1561_102.00000099,4,4,True,0
10.1628_0932456042776140,8,8,True,0
10.1628_093245607780181919,3,3,True,0
10.2307_2667052,7,7,True,0
10.2307_3005886,6,6,True,0
10.2753_mis0742-1222310208,4,4,True,0
10.3200_socp.148.5.609-630,8,8,True,0
10.32872_spb.11607,4,4,True,0
10.3389_fevo.2014.00041,4,4,True,0
10.3389_fnbeh.2015.00107,4,4,True,0
10.3389_fnbeh.2016.00053,4,4,True,0
10.3389_fnbeh.2016.00180,6,6,True,0
10.3389_fnhum.2018.00265,3,3,True,0
10.3389_fnins.2019.01160,8,8,True,0
10.3389_fnsys.2022.765720,2,2,True,0
10.3389_fpsyg.2015.00729,3,3,True,0
10.3389_fpsyg.2018.01865,5,5,True,0
10.3389_fpsyg.2019.01374,6,6,True,0
10.3389_fpsyg.2021.681664,4,4,True,0
10.3389_fpsyg.2023.1198797,9,9,True,0
10.3390_brainsci11030317,10,10,True,0
10.3390_bs14010039,8,8,True,0
10.3390_bs14070519,6,6,True,0
10.3390_bs14070601,4,4,True,0
10.3390_bs14080638,4,4,True,0
10.3390_g11010005,7,7,True,0
10.3390_g11040061,4,4,True,0
10.3390_g12010025,3,3,True,0
10.3390_g12020050,6,6,True,0
10.3390_g14050065,4,4,True,0
10.3390_ijerph192416578,3,3,True,0
10.3390_su12198175,4,4,True,0
10.3390_su141912785,2,2,True,0
10.4284_0038-4038-2012.067,2,2,True,0
10.4284_sej.2010.76.3.638,6,6,True,0
10.5751_es-05598-180302,6,6,True,0
10.5751_es-07493-200323,1,1,True,0
10.5751_es-07532-200228,5,5,True,0
