model,kind,item_id,group,correlation,count
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2012.0937,Empirical,0.669258177280426,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2012.2043,Empirical,0.6468279361724854,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2012.2498,Non-empirical,0.6479655504226685,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2012.2723,Empirical,0.6844362616539001,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2013.0247,Empirical,0.6829454302787781,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2013.0553,Empirical,0.6797797679901123,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2013.0699,Non-empirical,0.6603191494941711,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2013.2661,Non-empirical,0.6911476850509644,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2014.1661,Empirical,0.6490771770477295,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2014.1994,Non-empirical,0.6505870819091797,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2015.1975,Non-empirical,0.6433995962142944,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2015.2431,Non-empirical,0.6635976433753967,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2016.0488,Non-empirical,0.6262561678886414,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2016.0694,Empirical,0.6617875695228577,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2017.0929,Non-empirical,0.6692796945571899,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2018.1508,Non-empirical,0.6292411088943481,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2019.0001,Non-empirical,0.6583335399627686,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2019.1943,Non-empirical,0.7047941088676453,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2021.1590,Empirical,0.6693295240402222,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2021.1611,Empirical,0.6918615102767944,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2021.1773,Empirical,0.6589476466178894,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2021.2174,Empirical,0.6190115213394165,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2023.1716,Non-empirical,0.6575294733047485,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2024.0182,Non-empirical,0.6739864349365234,
Claude Sonnet 4.6,individual_papers,10.1098_rspb.2025.0973,Non-empirical,0.6693848371505737,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2008.0275,Empirical,0.6549955606460571,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2009.0134,Non-empirical,0.6457917094230652,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2010.0135,Empirical,0.6288750767707825,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2010.0146,Non-empirical,0.6648769378662109,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2010.0157,Non-empirical,0.6516253352165222,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2010.0159,Non-empirical,0.6521523594856262,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2010.0310,Non-empirical,0.6754487156867981,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2015.0010,Empirical,0.6587433815002441,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2015.0011,Empirical,0.6253565549850464,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2015.0016,Non-empirical,0.6357166767120361,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2015.0089,Non-empirical,0.6473543047904968,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2015.0098,Non-empirical,0.6948716044425964,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2015.0099,Non-empirical,0.6847612261772156,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2015.0100,Non-empirical,0.6159929633140564,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2020.0047,Non-empirical,0.6588802337646484,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2020.0289,Non-empirical,0.7124019861221313,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2020.0291,Non-empirical,0.6509047150611877,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2020.0293,Non-empirical,0.6557319760322571,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2020.0300,Non-empirical,0.6198286414146423,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2020.0302,Empirical,0.6527543067932129,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2020.0304,Empirical,0.6650713086128235,
Claude Sonnet 4.6,individual_papers,10.1098_rstb.2022.0303,Non-empirical,0.632946252822876,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.100.052304,Non-empirical,0.6635301113128662,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.101.062419,Non-empirical,0.6260803937911987,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.102.052414,Non-empirical,0.662479817867279,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.103.012304,Non-empirical,0.6340060830116272,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.109.054303,Non-empirical,0.6480585932731628,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.110.034301,Non-empirical,0.6577768325805664,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.110.034307,Non-empirical,0.6440912485122681,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.111.024306,Non-empirical,0.6533909440040588,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.69.051913,Non-empirical,0.6844128370285034,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.72.056118,Non-empirical,0.6779818534851074,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.76.026114,Non-empirical,0.6869625449180603,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.80.026121,Non-empirical,0.7151888012886047,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.80.066101,Non-empirical,0.6404970288276672,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.81.036115,Non-empirical,0.6564517021179199,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.81.057104,Non-empirical,0.6301430463790894,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.83.036101,Non-empirical,0.667356014251709,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.84.046106,Non-empirical,0.6783643364906311,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.84.066115,Non-empirical,0.6598384380340576,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.86.036101,Non-empirical,0.6525753140449524,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.88.042128,Non-empirical,0.6414646506309509,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.90.032802,Non-empirical,0.630294680595398,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.90.042726,Non-empirical,0.6508432030677795,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.91.022121,Non-empirical,0.6446889042854309,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.91.042810,Non-empirical,0.6524305939674377,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.91.062802,Non-empirical,0.6489821672439575,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.91.062804,Non-empirical,0.6525463461875916,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.92.012819,Non-empirical,0.648163378238678,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.92.042813,Non-empirical,0.6480719447135925,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.95.052309,Non-empirical,0.6495314836502075,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.95.052316,Non-empirical,0.6467146873474121,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.97.012305,Non-empirical,0.6546784043312073,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevE.97.062136,Non-empirical,0.6676309108734131,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevX.3.041021,Non-empirical,0.6273819208145142,
Claude Sonnet 4.6,individual_papers,10.1103_PhysRevX.7.041027,Non-empirical,0.6450273990631104,
Claude Sonnet 4.6,individual_papers,10.1103_sz5b-j75y,Non-empirical,0.6436251401901245,
Claude Sonnet 4.6,individual_papers,10.1108_01437720310502177,Empirical,0.6473713517189026,
Claude Sonnet 4.6,individual_papers,10.1108_tpm-03-2020-0021,Empirical,0.5979966521263123,
Claude Sonnet 4.6,individual_papers,10.1109_access.2020.2995658,Non-empirical,0.6363710165023804,
Claude Sonnet 4.6,individual_papers,10.1109_access.2021.3084342,Non-empirical,0.6743792295455933,
Claude Sonnet 4.6,individual_papers,10.1109_access.2021.3128647,Non-empirical,0.6293360590934753,
Claude Sonnet 4.6,individual_papers,10.1109_jstsp.2013.2263785,Non-empirical,0.6970504522323608,
Claude Sonnet 4.6,individual_papers,10.1109_jstsp.2014.2316597,Non-empirical,0.6831062436103821,
Claude Sonnet 4.6,individual_papers,10.1109_tac.2021.3087652,Non-empirical,0.665026068687439,
Claude Sonnet 4.6,individual_papers,10.1109_tac.2025.3529852,Non-empirical,0.6961660385131836,
Claude Sonnet 4.6,individual_papers,10.1109_tcsii.2019.2910893,Non-empirical,0.6449485421180725,
Claude Sonnet 4.6,individual_papers,10.1109_tcsii.2021.3133711,Non-empirical,0.6595745086669922,
Claude Sonnet 4.6,individual_papers,10.1109_tcss.2022.3144978,Non-empirical,0.6652880907058716,
Claude Sonnet 4.6,individual_papers,10.1109_tcss.2023.3324087,Non-empirical,0.6599487662315369,
Claude Sonnet 4.6,individual_papers,10.1109_tcss.2024.3386501,Non-empirical,0.6274151802062988,
Claude Sonnet 4.6,individual_papers,10.1109_tnse.2023.3279094,Non-empirical,0.6664175391197205,
Claude Sonnet 4.6,individual_papers,10.1109_tnsm.2015.2397883,Non-empirical,0.660163402557373,
Claude Sonnet 4.6,individual_papers,10.1109_tsmc.2018.2854294,Non-empirical,0.6528699994087219,
Claude Sonnet 4.6,individual_papers,10.1111_1467-6435.00140,Non-empirical,0.6570050716400146,
Claude Sonnet 4.6,individual_papers,10.1111_1468-0106.12034,Empirical,0.6528725028038025,
Claude Sonnet 4.6,individual_papers,10.1111_1468-0262.00230,Non-empirical,0.6841995120048523,
Claude Sonnet 4.6,individual_papers,10.1111_1475-4932.12073,Empirical,0.6821332573890686,
Claude Sonnet 4.6,individual_papers,10.1111_1477-9552.12114,Empirical,0.6032664775848389,
Claude Sonnet 4.6,individual_papers,10.1111_1911-3846.12489,Empirical,0.662540853023529,
Claude Sonnet 4.6,individual_papers,10.1111_ajae.12372,Non-empirical,0.6576768755912781,
Claude Sonnet 4.6,individual_papers,10.1111_ajps.12139,Empirical,0.6605163812637329,
Claude Sonnet 4.6,individual_papers,10.1111_ajsp.12057,Empirical,0.6712632179260254,
Claude Sonnet 4.6,individual_papers,10.1111_apce.12343,Empirical,0.6670855283737183,
Claude Sonnet 4.6,individual_papers,10.1111_bjop.12245,Empirical,0.6677109003067017,
Claude Sonnet 4.6,individual_papers,10.1111_bjso.12450,Empirical,0.671750009059906,
Claude Sonnet 4.6,individual_papers,10.1111_boer.12140,Empirical,0.6230242848396301,
Claude Sonnet 4.6,individual_papers,10.1111_brv.12260,Non-empirical,0.6636441946029663,
Claude Sonnet 4.6,individual_papers,10.1111_brv.12352,Non-empirical,0.6231392025947571,
Claude Sonnet 4.6,individual_papers,10.1111_caje.12201,Non-empirical,0.6126669049263,
Claude Sonnet 4.6,individual_papers,10.1111_caje.12557,Empirical,0.6893787384033203,
Claude Sonnet 4.6,individual_papers,10.1111_cogs.13326,Empirical,0.6587080955505371,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12134,Empirical,0.6463974714279175,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12187,Empirical,0.6781232357025146,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12512,Empirical,0.6450039744377136,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12713,Empirical,0.6297135353088379,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12720,Empirical,0.6253528594970703,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12766,Empirical,0.6718446016311646,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12797,Empirical,0.6490610241889954,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.12974,Empirical,0.6579857468605042,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.13020,Empirical,0.6666951179504395,
Claude Sonnet 4.6,individual_papers,10.1111_ecin.13171,Empirical,0.6930146813392639,
Claude Sonnet 4.6,individual_papers,10.1111_ecoj.12088,Empirical,0.6203008890151978,
Claude Sonnet 4.6,individual_papers,10.1111_ecoj.12209,Empirical,0.6204811334609985,
Claude Sonnet 4.6,individual_papers,10.1111_ecoj.12614,Empirical,0.6822776198387146,
Claude Sonnet 4.6,individual_papers,10.1111_ele.12178,Non-empirical,0.6544625163078308,
Claude Sonnet 4.6,individual_papers,10.1111_eth.12223,Empirical,0.6544318199157715,
Claude Sonnet 4.6,individual_papers,10.1111_eva.12303,Non-empirical,0.6328026652336121,
Claude Sonnet 4.6,individual_papers,10.1111_evo.12031,Non-empirical,0.643955409526825,
Claude Sonnet 4.6,individual_papers,10.1111_evo.12108,Empirical,0.667790412902832,
Claude Sonnet 4.6,individual_papers,10.1111_exsy.13527,Non-empirical,0.6657503247261047,
Claude Sonnet 4.6,individual_papers,10.1111_geer.12103,Empirical,0.6517707705497742,
Claude Sonnet 4.6,individual_papers,10.1111_j.0020-8833.2004.00306.x,Non-empirical,0.6780857443809509,
Claude Sonnet 4.6,individual_papers,10.1111_j.0021-9029.2006.00042.x,Empirical,0.6307834386825562,
Claude Sonnet 4.6,individual_papers,10.1111_j.0023-5962.2005.00280.x,Non-empirical,0.655525803565979,
Claude Sonnet 4.6,individual_papers,10.1111_j.1420-9101.2004.00747.x,Non-empirical,0.6593641638755798,
Claude Sonnet 4.6,individual_papers,10.1111_j.1420-9101.2006.01119.x,Non-empirical,0.6277945041656494,
Claude Sonnet 4.6,individual_papers,10.1111_j.1420-9101.2006.01258.x,Non-empirical,0.686028003692627,
Claude Sonnet 4.6,individual_papers,10.1111_j.1420-9101.2007.01482.x,Non-empirical,0.664431095123291,
Claude Sonnet 4.6,individual_papers,10.1111_j.1420-9101.2008.01505.x,Non-empirical,0.6817353367805481,
Claude Sonnet 4.6,individual_papers,10.1111_j.1420-9101.2011.02307.x,Non-empirical,0.6542585492134094,
Claude Sonnet 4.6,individual_papers,10.1111_j.1439-0310.2010.01781.x,Empirical,0.6778568029403687,
Claude Sonnet 4.6,individual_papers,10.1111_j.1439-0310.2011.01882.x,Non-empirical,0.6809067130088806,
Claude Sonnet 4.6,individual_papers,10.1111_j.1439-0310.2012.02075.x,Empirical,0.6620312929153442,
Claude Sonnet 4.6,individual_papers,10.1111_j.1461-0248.2005.00773.x,Non-empirical,0.657771110534668,
Claude Sonnet 4.6,individual_papers,10.1111_j.1461-0248.2011.01697.x,Non-empirical,0.6711475849151611,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2007.00028.x,Empirical,0.6473984718322754,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2007.00051.x,Empirical,0.6884791254997253,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2009.00268.x,Empirical,0.6355692744255066,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2010.00344.x,Empirical,0.6736811995506287,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2010.00354.x,Empirical,0.6528772115707397,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2011.00422.x,Empirical,0.6324777007102966,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2011.00433.x,Empirical,0.7016094923019409,
Claude Sonnet 4.6,individual_papers,10.1111_j.1465-7295.2011.00452.x,Empirical,0.6777985692024231,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-2979.2010.00372.x,Non-empirical,0.6938697099685669,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-937X.2010.00608.x,Empirical,0.6210394501686096,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-9442.2006.00444.x,Empirical,0.6696783900260925,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-9744.1991.tb00804.x,Non-empirical,0.6577024459838867,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-9779.2008.00357.x,Empirical,0.6588037610054016,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-9779.2010.01472.x,Empirical,0.6506870985031128,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-9779.2011.01515.x,Empirical,0.6315276026725769,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-9779.2011.01519.x,Empirical,0.6907210350036621,
Claude Sonnet 4.6,individual_papers,10.1111_j.1467-9779.2011.01520.x,Empirical,0.6311036348342896,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-0262.2004.00511.x,Empirical,0.6727547645568848,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-0262.2005.00644.x,Empirical,0.6832898855209351,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-0297.2004.00214.x,Empirical,0.6417657136917114,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-0297.2005.01031.x,Empirical,0.6150397658348083,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-0297.2009.02288.x,Empirical,0.624188244342804,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-0297.2011.02476.x,Empirical,0.662977397441864,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-0351.2005.00228.x,Empirical,0.6608607769012451,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-2354.2006.00379.x,Non-empirical,0.6666999459266663,
Claude Sonnet 4.6,individual_papers,10.1111_j.1468-5876.2011.00544.x,Non-empirical,0.6672137975692749,
Claude Sonnet 4.6,individual_papers,10.1111_j.1540-5907.2006.00230.x,Empirical,0.6489563584327698,
Claude Sonnet 4.6,individual_papers,10.1111_j.1540-5907.2011.00531.x,Empirical,0.7155395746231079,
Claude Sonnet 4.6,individual_papers,10.1111_j.1540-5907.2012.00596.x,Empirical,0.6477564573287964,
Claude Sonnet 4.6,individual_papers,10.1111_j.1542-4774.2011.01059.x,Empirical,0.646925151348114,
Claude Sonnet 4.6,individual_papers,10.1111_j.1558-5646.2007.00196.x,Non-empirical,0.6424036622047424,
Claude Sonnet 4.6,individual_papers,10.1111_j.1558-5646.2010.01194.x,Non-empirical,0.6501064896583557,
Claude Sonnet 4.6,individual_papers,10.1111_j.1559-1816.2012.00914.x,Empirical,0.6559916734695435,
Claude Sonnet 4.6,individual_papers,10.1111_j.1740-1461.2010.01197.x,Empirical,0.4038335084915161,
Claude Sonnet 4.6,individual_papers,10.1111_j.1749-6632.2009.04503.x,Empirical,0.660454273223877,
Claude Sonnet 4.6,individual_papers,10.1111_j.1749-6632.2009.04733.x,Non-empirical,0.6431532502174377,
Claude Sonnet 4.6,individual_papers,10.1111_jels.12042,Empirical,0.6203502416610718,
Claude Sonnet 4.6,individual_papers,10.1111_jels.12231,Empirical,0.6143013834953308,
Claude Sonnet 4.6,individual_papers,10.1111_jems.12451,Empirical,0.6688894033432007,
Claude Sonnet 4.6,individual_papers,10.1111_jems.12570,Empirical,0.6563671231269836,
Claude Sonnet 4.6,individual_papers,10.1111_jlca.12283,Empirical,0.6458176970481873,
Claude Sonnet 4.6,individual_papers,10.1111_joes.12018,Empirical,0.6091117858886719,
Claude Sonnet 4.6,individual_papers,10.1111_jpet.12084,Non-empirical,0.6584455966949463,
Claude Sonnet 4.6,individual_papers,10.1111_jpet.12090,Non-empirical,0.6695086359977722,
Claude Sonnet 4.6,individual_papers,10.1111_jpet.12181,Empirical,0.6652461886405945,
Claude Sonnet 4.6,individual_papers,10.1111_jpet.12252,Non-empirical,0.7299427390098572,
Claude Sonnet 4.6,individual_papers,10.1111_jpet.12350,Empirical,0.643809974193573,
Claude Sonnet 4.6,individual_papers,10.1111_jpet.12384,Empirical,0.6560600399971008,
Claude Sonnet 4.6,individual_papers,10.1111_jpet.12540,Non-empirical,0.6076897382736206,
Claude Sonnet 4.6,individual_papers,10.1111_kykl.12113,Empirical,0.6576922535896301,
Claude Sonnet 4.6,individual_papers,10.1111_oik.02064,Non-empirical,0.6747006177902222,
Claude Sonnet 4.6,individual_papers,10.1111_roiw.12092,Empirical,0.6483911871910095,
Claude Sonnet 4.6,individual_papers,10.1111_sjoe.12321,Empirical,0.6495509743690491,
Claude Sonnet 4.6,individual_papers,10.1111_soc4.12478,Non-empirical,0.6923200488090515,
Claude Sonnet 4.6,individual_papers,10.1111_spc3.12581,Non-empirical,0.657037615776062,
Claude Sonnet 4.6,individual_papers,10.1111_spc3.12756,Non-empirical,0.6642539501190186,
Claude Sonnet 4.6,individual_papers,10.1111_ssqu.12910,Empirical,0.6700132489204407,
Claude Sonnet 4.6,individual_papers,10.1111_tops.12342,Non-empirical,0.6726639270782471,
Claude Sonnet 4.6,individual_papers,10.1111_vox.13088,Empirical,0.657571017742157,
Claude Sonnet 4.6,individual_papers,10.1126_sciadv.1601444,Empirical,0.6589951515197754,
Claude Sonnet 4.6,individual_papers,10.1126_sciadv.aau7296,Empirical,0.6513404846191406,
Claude Sonnet 4.6,individual_papers,10.1126_sciadv.aay7651,Empirical,0.6570947766304016,
Claude Sonnet 4.6,individual_papers,10.1126_sciadv.abj7377,Empirical,0.6615917086601257,
Claude Sonnet 4.6,individual_papers,10.1126_sciadv.adm7968,Empirical,0.6238439083099365,
Claude Sonnet 4.6,individual_papers,10.1126_science.1070582,Non-empirical,0.6969148516654968,
Claude Sonnet 4.6,individual_papers,10.1126_science.1100735,Empirical,0.6607868671417236,
Claude Sonnet 4.6,individual_papers,10.1126_science.1123633,Empirical,0.6606860756874084,
Claude Sonnet 4.6,individual_papers,10.1126_science.1127333,Empirical,0.6242388486862183,
Claude Sonnet 4.6,individual_papers,10.1126_science.1133755,Non-empirical,0.654574990272522,
Claude Sonnet 4.6,individual_papers,10.1126_science.1141588,Non-empirical,0.6467881798744202,
Claude Sonnet 4.6,individual_papers,10.1126_science.1145850,Empirical,0.678676426410675,
Claude Sonnet 4.6,individual_papers,10.1126_science.1153808,Empirical,0.6189173460006714,
Claude Sonnet 4.6,individual_papers,10.1126_science.1177418,Empirical,0.6443173885345459,
Claude Sonnet 4.6,individual_papers,10.1126_science.1178883,Empirical,0.6266188025474548,
Claude Sonnet 4.6,individual_papers,10.1126_science.1183532,Empirical,0.7322982549667358,
Claude Sonnet 4.6,individual_papers,10.1126_science.1183665,Non-empirical,0.6990767121315002,
Claude Sonnet 4.6,individual_papers,10.1126_science.1193649,Empirical,0.6465839147567749,
Claude Sonnet 4.6,individual_papers,10.1126_science.1202599,Empirical,0.6248394250869751,
Claude Sonnet 4.6,individual_papers,10.1126_science.1241399,Empirical,0.646256685256958,
Claude Sonnet 4.6,individual_papers,10.1126_science.7652573,Empirical,0.6564237475395203,
Claude Sonnet 4.6,individual_papers,10.1136_medethics-2016-103593,Non-empirical,0.629396378993988,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_e2009-00325-x,Non-empirical,0.6516092419624329,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_e2018-90042-8,Non-empirical,0.6366236805915833,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_e2018-90052-6,Non-empirical,0.628032386302948,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_e2020-100618-x,Non-empirical,0.651273787021637,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_s10051-021-00108-9,Non-empirical,0.6469070911407471,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_s10051-021-00185-w,Non-empirical,0.6793961524963379,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_s10051-021-00212-w,Non-empirical,0.6650424003601074,
Claude Sonnet 4.6,individual_papers,10.1140_epjb_s10051-021-00239-z,Non-empirical,0.6344163417816162,
Claude Sonnet 4.6,individual_papers,10.1142_s0217590820500071,Non-empirical,0.6760737299919128,
Claude Sonnet 4.6,individual_papers,10.1142_s021759082246002x,Empirical,0.6519702076911926,
Claude Sonnet 4.6,individual_papers,10.1142_s0218202515400163,Non-empirical,0.640343427658081,
Claude Sonnet 4.6,individual_papers,10.1142_s0218202519500428,Non-empirical,0.6718263626098633,
Claude Sonnet 4.6,individual_papers,10.1146_annurev-psych-010814-015355,Non-empirical,0.6316943168640137,
Claude Sonnet 4.6,individual_papers,10.1146_annurev-psych-020821-110044,Non-empirical,0.6149371862411499,
Claude Sonnet 4.6,individual_papers,10.1146_annurev-psych-081420-110718,Non-empirical,0.6783297657966614,
Claude Sonnet 4.6,individual_papers,10.1146_annurev-psych-081920-042106,Non-empirical,0.6481797695159912,
Claude Sonnet 4.6,individual_papers,10.1146_annurev-resource-091912-151833,Non-empirical,0.678928792476654,
Claude Sonnet 4.6,individual_papers,10.1146_annurev-soc-073014-112242,Non-empirical,0.7010559439659119,
Claude Sonnet 4.6,individual_papers,10.1146_annurev-soc-121919-054658,Non-empirical,0.6520903706550598,
Claude Sonnet 4.6,individual_papers,10.1146_annurev.ecolsys.36.113004.083814,Non-empirical,0.6806219816207886,
Claude Sonnet 4.6,individual_papers,10.1146_annurev.soc.33.040406.131812,Non-empirical,0.5860093832015991,
Claude Sonnet 4.6,individual_papers,10.1155_2014_108024,Non-empirical,0.6183238625526428,
Claude Sonnet 4.6,individual_papers,10.1155_2014_148915,Non-empirical,0.643547534942627,
Claude Sonnet 4.6,individual_papers,10.1155_2017_1676045,Non-empirical,0.6707572937011719,
Claude Sonnet 4.6,individual_papers,10.1155_2020_8276392,Non-empirical,0.6626864671707153,
Claude Sonnet 4.6,individual_papers,10.1155_2021_6192629,Empirical,0.6177756786346436,
Claude Sonnet 4.6,individual_papers,10.1155_2022_7259257,Non-empirical,0.6596032977104187,
Claude Sonnet 4.6,individual_papers,10.1162_003355399556151,Non-empirical,0.6359105706214905,
Claude Sonnet 4.6,individual_papers,10.1162_1064546041766479,Non-empirical,0.6328246593475342,
Claude Sonnet 4.6,individual_papers,10.1162_ARTL_a_00126,Non-empirical,0.6457635760307312,
Claude Sonnet 4.6,individual_papers,10.1162_ARTL_a_00251,Non-empirical,0.6768702864646912,
Claude Sonnet 4.6,individual_papers,10.1162_EVCO_a_00062,Non-empirical,0.6943060159683228,
Claude Sonnet 4.6,individual_papers,10.1162_jeea.2005.3.2-3.303,Empirical,0.594087541103363,
Claude Sonnet 4.6,individual_papers,10.1162_rest.2009.10174,Empirical,0.6660388112068176,
Claude Sonnet 4.6,individual_papers,10.1163_1568539x-00003143,Non-empirical,0.6499995589256287,
Claude Sonnet 4.6,individual_papers,10.1177_000312240607100204,Non-empirical,0.6783692240715027,
Claude Sonnet 4.6,individual_papers,10.1177_0003122413512316,Empirical,0.654161810874939,
Claude Sonnet 4.6,individual_papers,10.1177_001872677002300105,Empirical,0.6809065937995911,
Claude Sonnet 4.6,individual_papers,10.1177_0022002703258795,Empirical,0.6143470406532288,
Claude Sonnet 4.6,individual_papers,10.1177_0022002708322361,Empirical,0.6199500560760498,
Claude Sonnet 4.6,individual_papers,10.1177_0022002711420971,Non-empirical,0.6078604459762573,
Claude Sonnet 4.6,individual_papers,10.1177_0022002712448910,Empirical,0.7103481292724609,
Claude Sonnet 4.6,individual_papers,10.1177_0022002712448912,Empirical,0.6465848684310913,
Claude Sonnet 4.6,individual_papers,10.1177_0022002714560349,Empirical,0.6149243712425232,
Claude Sonnet 4.6,individual_papers,10.1177_0022002714564426,Empirical,0.658049464225769,
