custom_id,paper_id,dimension,present,evidence_tier,effect_direction,evidence_basis,notes,support_refs
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,mpcr,yes,informative_direct,N/A,manipulated,MPCR is 0.214 (1.5/7) for the public account.,Section 3 Experimental Design | Appendix: Experiment Instructions
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,punishment_cost,no,not_present,N/A,N/A,No punishment or sanctioning mechanism in any treatment.,
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,punishment_tech,no,not_present,N/A,N/A,No punishment or sanctioning mechanism in any treatment.,
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,reward_exists,no,not_present,N/A,N/A,No reward mechanism in any treatment.,
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,reward_cost,no,not_present,N/A,N/A,No reward mechanism in any treatment.,
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,reward_tech,no,not_present,N/A,N/A,No reward mechanism in any treatment.,
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants were not told the number of rounds in advance.,Section 3 Experimental Design | Appendix: Experiment Instructions
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,show_other_summaries,yes,informative_direct,N/A,manipulated,"After each round, participants were shown the amount of contributions to the group account and could review information from previous rounds.",Section 3 Experimental Design | Appendix: Experiment Instructions
10.1007_s10640-012-9631-x,10.1007_s10640-012-9631-x,show_punishment_id,no,not_present,N/A,N/A,"No punishment or reward mechanism, so no identification possible.",
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,player_count,yes,informative_direct,N/A,manipulated,All experimental groups had 6 players.,Section 3 Experiments | Parameter values | Table 4
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,num_rounds,yes,informative_direct,N/A,manipulated,Each session lasted 20 periods (rounds).,Section 3 Experiments
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,chat,no,not_present,N/A,N/A,No mention of communication or chat between players; decisions were made individually and sequentially.,
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution choice is discrete: each player decides whether to join the coalition and contribute a single unit or not.,Section 2 Theory | Section 3 Experiments
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing; contribution is an active choice.,
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,mpcr,yes,informative_direct,N/A,manipulated,"In both treatments, b=4.5, c=10. In the grand coalition treatment, MPCR = 4.5/10 = 0.45. In the partial coalition treatment, MPCR = 0.45 for first 3 units, then 0.",Section 3 Experiments
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,punishment_cost,no,not_present,N/A,N/A,No punishment mechanism in the experiment.,
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,punishment_tech,no,not_present,N/A,N/A,No punishment mechanism in the experiment.,
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,reward_exists,no,not_present,N/A,N/A,No reward mechanism in the experiment.,
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,reward_cost,no,not_present,N/A,N/A,No reward mechanism in the experiment.,
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,reward_tech,no,not_present,N/A,N/A,No reward mechanism in the experiment.,
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,show_n_rounds,yes,informative_direct,N/A,manipulated,The number of periods (20) was fixed and known.,Section 3 Experiments
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,show_other_summaries,yes,informative_direct,N/A,manipulated,"During the coalition formation stage, each subject was informed about the choices of previous players in the sequence and the current status of the coalition.",Section 3 Experiments
10.1007_s10640-014-9800-1,10.1007_s10640-014-9800-1,show_punishment_id,no,not_present,N/A,N/A,"No punishment or reward mechanism, so no identification of punishers.",
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,player_count,yes,informative_direct,N/A,manipulated,All games are played in groups of 4 players.,Section 4 Experiment | Table 1
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,num_rounds,yes,informative_direct,N/A,manipulated,Each session consists of a series of one-shot games; each game is a single round. No repeated interaction within a group.,Section 4 Experiment | Section 4.1 Procedures
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,chat,yes,informative_direct,more_positive,manipulated,"Communication (chat) is the main treatment variable. In the communication game, group members can chat online before making decisions.",Section 4 Experiment | Section 5.3 | Section 6 Discussion
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution is continuous: players can allocate any amount (0-10 ECUs) to the public good.,Section 4 Experiment | Section 5.1 | Table 2
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,mpcr,yes,informative_direct,N/A,manipulated,MPCR is 0.42 for both player types (ratio of marginal value of public to private account).,Section 4 Experiment | Section 4.1 | Payoff function discussion
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,punishment_cost,no,not_present,N/A,N/A,No punishment or sanctioning mechanism is implemented.,
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,punishment_tech,no,not_present,N/A,N/A,No punishment or sanctioning mechanism is implemented.,
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,reward_exists,no,not_present,N/A,N/A,No reward mechanism is implemented.,
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,reward_cost,no,not_present,N/A,N/A,No reward mechanism is implemented.,
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,reward_tech,no,not_present,N/A,N/A,No reward mechanism is implemented.,
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,show_n_rounds,yes,informative_direct,N/A,manipulated,Each game is a one-shot; players know the structure in advance.,Section 4.1 Procedures
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,show_other_summaries,yes,informative_direct,N/A,manipulated,"Players are not provided with feedback on the individual contributions of group members. They are aware of the payoff functions and group composition, but not of others' actual choices.",Section 4.1 Procedures | Section 6 Discussion
10.1007_s10640-015-9879-z,10.1007_s10640-015-9879-z,show_punishment_id,no,not_present,N/A,N/A,No punishment or sanctioning mechanism is implemented.,
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,player_count,yes,informative_direct,N/A,manipulated,Groups of 3 players in both treatments.,Section 4.1 Experimental Implementation | Table 1 | Table 4
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,num_rounds,yes,informative_direct,N/A,manipulated,10 consecutive payoff-relevant rounds (plus 2 practice rounds).,Section 4.1 Experimental Implementation | Section 4.2 Experimental Protocol
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,chat,yes,mention_only,N/A,discussion_only,No communication or chat between players; groups are anonymous and fixed.,Section 4.1 Experimental Implementation
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,all_or_nothing,yes,informative_direct,N/A,manipulated,"Contribution choices are continuous (0 to 50 LD), not all-or-nothing.",Section 4.1 Experimental Implementation | payoff function description
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,mpcr,yes,informative_direct,N/A,manipulated,"Nonlinear payoff function; marginal per-capita return is not constant but can be inferred from the payoff function. Each unit contributed increases group payoff by 1 LD, but private return is less than 1.",Section 4.1 Experimental Implementation | payoff function equations
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,punishment_cost,yes,informative_direct,more_positive,manipulated,Punishment/reward is funded by voluntary contributions in stage 1; cost is endogenous and comes from the group’s own endowment. The cost is the amount contributed to the mechanism.,Section 4.1 Experimental Implementation | Section 3 Mechanism
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,punishment_tech,yes,informative_direct,more_positive,manipulated,"Punishment/reward effectiveness is determined by the enforcement parameter beta, which is a function of total group investment in the mechanism. Higher beta increases the impact of deviations from the average.",Section 3 Mechanism | Section 4.1 | Figure 8 | Table 5
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,reward_exists,yes,informative_direct,more_positive,manipulated,The mechanism both punishes below-average and rewards above-average contributions.,Section 3 Mechanism | Section 4.1 | Section 5.2
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,reward_cost,yes,informative_direct,more_positive,manipulated,Reward is funded from the same pool as punishment; cost is the group’s voluntary contribution to the mechanism.,Section 3 Mechanism | Section 4.1
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,reward_tech,yes,informative_direct,more_positive,manipulated,"Reward effectiveness is determined by the enforcement parameter beta, same as punishment.",Section 3 Mechanism | Section 4.1 | Figure 8
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,show_n_rounds,yes,informative_direct,N/A,manipulated,Players know the game has 10 rounds; fixed and known in advance.,Section 4.1 | Section 4.2
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,show_other_summaries,yes,informative_direct,N/A,manipulated,"After each stage, players are shown group contributions, average contributions, incomes of others, and breakdowns of earnings.",Section 4.1 Experimental Implementation
10.1007_s10640-017-0126-7,10.1007_s10640-017-0126-7,show_punishment_id,yes,informative_direct,N/A,manipulated,Punishment/reward is anonymous and based on deviation from group average; no identification of individual punishers or rewarders.,Section 4.1 | Section 3 Mechanism
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,player_count,yes,informative_direct,N/A,manipulated,"All groups consisted of 3 players, representing 'countries' in the fishery.",Table 1 | Section 3.1 Experimental Design | Section 3.2 Experimental Procedure
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,num_rounds,yes,informative_direct,N/A,manipulated,"Number of rounds was unknown to participants (to approximate an infinite horizon), but there was a maximum duration and analysis focused on the first 15 rounds.",Section 3.1 Experimental Design | Section 3.2 Experimental Procedure | Section 3.4 Statistical Analysis
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,chat,yes,informative_direct,N/A,manipulated,No face-to-face communication allowed; only non-binding pledges communicated to the group.,Section 3.1 Experimental Design | Section 3.2 Experimental Procedure
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,all_or_nothing,yes,informative_direct,N/A,manipulated,Harvest (contribution) choices were discrete but not all-or-nothing: players chose harvest from 0 to 5 units per round.,Section 3.1 Experimental Design | Table 1
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,mpcr,yes,informative_direct,N/A,manipulated,"Not a standard linear PGG; returns are determined by a logistic growth function and profit formula. Marginal returns depend on stock and harvest, not a fixed MPCR.",Section 3.1 Experimental Design | Table 1 | Profit equations
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,punishment_cost,yes,informative_direct,more_positive,manipulated,Punishment is a fixed cost (alpha = 30 units) imposed on all players if the resource falls below a threshold. Not peer-to-peer; cost is collective and endogenous.,Section 3.1 Experimental Design | Profit equations | Table 1
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,punishment_tech,yes,informative_direct,more_positive,manipulated,Punishment is highly effective: crossing the threshold triggers a large fixed cost for all. The threat of this sanction increases cooperation.,Section 3.1 Experimental Design | Section 4.1 | Table 4
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,reward_exists,no,not_present,N/A,N/A,No reward mechanism is present in the design.,
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,show_n_rounds,yes,informative_direct,N/A,manipulated,Players did not know the total number of rounds; only the maximum duration was known. This was to avoid end-game effects.,Section 3.1 Experimental Design | Section 3.2 Experimental Procedure
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,show_other_summaries,yes,informative_direct,N/A,manipulated,"After each round, participants were informed about everyone's decisions, their own cumulative profit, and track records of total catch, profit, and own decision. They also saw a projection of future resource status.",Section 3.2 Experimental Procedure
10.1007_s10640-020-00419-y,10.1007_s10640-020-00419-y,show_punishment_id,no,not_present,N/A,N/A,"Punishment is collective and endogenous, not assigned by individuals; no identification of individual punishers.",
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,player_count,yes,informative_direct,N/A,manipulated,"Lab public goods game groups had 4 players. Field context involves a larger, unspecified number of fishermen.",Section 2.3
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,num_rounds,yes,informative_direct,N/A,manipulated,Lab public goods game was played for 5 periods.,Section 2.3
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,chat,no,not_present,N/A,N/A,No mention of communication or chat between players in the lab public goods game.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,all_or_nothing,yes,informative_direct,N/A,manipulated,"Contribution in the public goods game is continuous between 0 and 7 MUs, not all-or-nothing.",Section 2.3
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,mpcr,yes,informative_direct,N/A,manipulated,"For each unit contributed, the contributor receives 0.5 MUs; group return is 2 MUs per unit. With 4 players, MPCR = 0.5.",Section 2.3
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,punishment_cost,no,not_present,N/A,N/A,No punishment mechanism in the public goods game. Field denouncement is self-reported and not incentivized or costed in the experiment.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,punishment_tech,no,not_present,N/A,N/A,No punishment mechanism in the public goods game. Field denouncement is not implemented as a game feature.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,reward_exists,no,not_present,N/A,N/A,No reward mechanism in the public goods game or field context.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,show_n_rounds,yes,informative_direct,N/A,manipulated,The public goods game was played for a known 5 periods.,Section 2.3
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,show_other_summaries,no,not_present,N/A,N/A,No mention of feedback or summary information about others' contributions or payoffs.,
10.1007_s10640-020-00471-8,10.1007_s10640-020-00471-8,show_punishment_id,no,not_present,N/A,N/A,"No punishment mechanism in the public goods game. In the field, denouncement is described as potentially anonymous but with risk of identification.",
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,player_count,yes,informative_indirect,N/A,contextual,"Each village is a community of forest users; household-level and village-level outcomes are reported. Villages had 10-20 surveyed households, but actual group size is larger and variable.",Section 2 | Section 4.3
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,num_rounds,no,not_present,N/A,N/A,No repeated rounds or discrete game structure; intervention and measurement occurred over a year.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,chat,no,not_present,N/A,N/A,No mention of communication or chat between participants as part of the intervention.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,all_or_nothing,no,not_present,N/A,N/A,"Forest use and compliance are measured as continuous/real-world behaviors, not all-or-nothing choices.",
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,default_contrib,no,not_present,N/A,N/A,No default contribution framing; real-world extraction decisions.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,mpcr,no,not_present,N/A,N/A,No marginal per-capita return or equivalent parameter; not a stylized PGG.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,punishment_cost,yes,contextual,N/A,discussion_only,"Sanctions exist in the real-world setting (fines, confiscation, etc.), but the intervention did not manipulate punishment cost. Some informal sanctions (e.g., scolding) are low-cost.",Section 2 | Section 3
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,punishment_tech,yes,contextual,N/A,discussion_only,"Punishment effectiveness is discussed (formal and informal sanctions), but not manipulated or measured directly.",Section 2 | Section 3
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,reward_exists,no,not_present,N/A,N/A,No mention of reward mechanisms.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,show_n_rounds,no,not_present,N/A,N/A,No game rounds; real-world ongoing context.,
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,show_other_summaries,yes,informative_indirect,N/A,contextual,"Community monitoring treatment included public reporting of forest use via posters and meetings, but not as part of the SMS intervention.",Section 4.2
10.1007_s10640-020-00526-w,10.1007_s10640-020-00526-w,show_punishment_id,no,not_present,N/A,N/A,No evidence that punished individuals could identify punishers; sanctions are formal/informal but not linked to identity in the intervention.,
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,player_count,yes,informative_direct,N/A,manipulated,"Each group consists of 6 players (3 insiders, 3 outsiders) per session.",Section 3.1 Experimental Design | Table 3
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,num_rounds,yes,informative_direct,N/A,manipulated,"Each part lasted a maximum of 15 periods, but could end earlier if the resource was depleted. Each session had two parts.",Section 3.1 Experimental Design
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,chat,yes,informative_direct,N/A,manipulated,Insiders (resource users) could communicate face-to-face for up to 3 minutes before each round; outsiders could not communicate.,Section 3.1 Experimental Design | Section 3.2 Experimental Procedures
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,all_or_nothing,yes,informative_direct,N/A,manipulated,Harvest and monitoring contributions are made in discrete units (harvest up to 6 units per period; monitoring in 100-peso increments).,Section 3.1 Experimental Design | Table 2
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,mpcr,no,not_present,N/A,N/A,"Not a standard linear public goods game; resource growth is 10% of remaining stock per period, not a fixed MPCR.",
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,punishment_cost,yes,informative_direct,more_positive,manipulated,"Insiders pay for monitoring (cost per unit of monitoring probability); punishment (sanction) is exogenous and costless to insiders, but monitoring is costly. Higher fines (punishment effectiveness) reduce the monitoring cost needed for deterrence.",Section 3.1 Experimental Design | Table 2 | Table 1
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,punishment_tech,yes,informative_direct,more_positive,manipulated,Punishment effectiveness is manipulated via the fine per unit poached (650 or 1300 pesos). Higher fines make deterrence cheaper and more likely.,Section 3.1 Experimental Design | Table 1 | Section 4.2
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,reward_exists,no,not_present,N/A,N/A,No reward mechanism is present in any treatment.,
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,show_n_rounds,yes,informative_direct,N/A,manipulated,"Participants knew the maximum number of rounds (15), but the game could end earlier if the resource was depleted.",Section 3.1 Experimental Design
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,show_other_summaries,yes,informative_direct,N/A,manipulated,"After each round, aggregate harvest and monitoring decisions were publicly announced; individual decisions were private.",Section 3.2 Experimental Procedures
10.1007_s10640-021-00591-9,10.1007_s10640-021-00591-9,show_punishment_id,no,not_present,N/A,N/A,Punishment (sanction) is exogenous and not assigned by individuals; no identification of who is punished by whom.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,player_count,yes,informative_direct,N/A,manipulated,"Each decision is made by a single parent; there is no group interaction. The design is single-player, not a multi-player PGG.","Methods 2.1, 2.2 | Appendix E"
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,num_rounds,yes,informative_direct,N/A,manipulated,One-shot decision; each participant makes a single allocation decision.,Methods 2.2 | Appendix E
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,chat,yes,informative_direct,N/A,manipulated,No communication or chat is allowed between participant and observer; explicit instructions to not discuss the decision.,Appendix E
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution is continuous: participants can choose any amount between 0 and 46 trees (in €1.50 increments).,Methods 2.2
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,default_contrib,no,not_present,N/A,N/A,No default contribution or opt-in/opt-out framing is used; participants start with the full endowment and choose how much to allocate.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,mpcr,yes,informative_direct,N/A,manipulated,"Not a standard PGG; each €1.50 spent plants a tree, which offsets 0.015 tons of CO2 per year for 120 years. The benefit is public and intergenerational, but there is no group or per-capita return structure.","Methods 2.1, 2.2"
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,punishment_cost,no,not_present,N/A,N/A,No punishment mechanism exists in the design.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,punishment_tech,no,not_present,N/A,N/A,No punishment mechanism exists in the design.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,reward_exists,no,not_present,N/A,N/A,No reward mechanism exists in the design.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,reward_cost,no,not_present,N/A,N/A,No reward mechanism exists in the design.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,reward_tech,no,not_present,N/A,N/A,No reward mechanism exists in the design.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants know there is a single decision (one-shot).,Methods 2.2 | Appendix E
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,show_other_summaries,no,not_present,N/A,N/A,Participants do not see any information about others' decisions or payoffs.,
10.1007_s10640-021-00620-7,10.1007_s10640-021-00620-7,show_punishment_id,no,not_present,N/A,N/A,"No punishment or reward mechanism exists, so no identification is possible.",
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,player_count,yes,informative_direct,N/A,manipulated,All groups had 4 players per session.,Section 4.1 Experimental Design | Table 1 Experimental treatments | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,num_rounds,yes,informative_direct,N/A,manipulated,Number of rounds was not fixed or known to participants; the game ended after 1 hour or when the resource was depleted. This approximates an infinite horizon.,Section 4.2 Experimental Procedure | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,chat,yes,informative_direct,N/A,manipulated,Face-to-face communication was allowed at any time except during individual decision-making. All groups used communication.,Section 4.1.2 Institutional Design and Treatments | Section 6.1 Sample Characteristics and Payoffs | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,all_or_nothing,yes,informative_direct,N/A,manipulated,Harvest/contribution decisions were continuous (participants could choose any number between zero and the current stock). Not all-or-nothing.,Instructions | Section 4.1.2 Institutional Design and Treatments
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,mpcr,yes,informative_direct,N/A,manipulated,Each harvested elephant was worth $0.25 to the individual; each unit of pasture was worth $0.10 to the group. The marginal per-capita return is not a single number but is determined by the payoff structure and resource dynamics.,Section 4.2 Experimental Procedure | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,punishment_cost,yes,informative_direct,more_positive,manipulated,"Punishment was probabilistic (2/3 chance if quota violated); if caught, the individual forfeited current harvest and was banned from harvesting for one round (moratorium). No monetary fine. Cost is opportunity cost of lost harvest and moratorium.",Section 4.1.2 Institutional Design and Treatments | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,punishment_tech,yes,informative_direct,more_positive,manipulated,"Punishment effectiveness: if caught, the individual loses all current harvest and is banned for one round. Probability of being checked is 2/3 if quota is violated. This is a strong, targeted punishment.",Section 4.1.2 Institutional Design and Treatments | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,reward_exists,no,not_present,N/A,N/A,No reward mechanism was present or discussed.,
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,show_n_rounds,yes,informative_direct,N/A,manipulated,Participants did not know the total number of rounds; the game ended after 1 hour or resource depletion. This was designed to avoid end-game effects.,Section 4.2 Experimental Procedure | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,show_other_summaries,yes,informative_direct,N/A,manipulated,"After each round, group and individual harvests, new stock sizes, and payoffs were communicated to all participants.",Section 4.2 Experimental Procedure | Instructions
10.1007_s10640-023-00759-5,10.1007_s10640-023-00759-5,show_punishment_id,yes,informative_direct,N/A,manipulated,"Punishment was individual and public: if a participant was caught, the group knew who was punished (dice roll determined who was checked).",Section 4.1.2 Institutional Design and Treatments | Instructions
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,player_count,yes,informative_direct,N/A,manipulated,"NoR: 4 individuals per group; RnoM and RM: 4 teams of 3 (12 players per session, but decisions made at team level).",Section 3.1 | Table 1
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,num_rounds,yes,informative_direct,N/A,manipulated,"20 rounds per session: 10 without punishment (Part NoP), 10 with punishment (Part P).",Section 3.1 | Section 3.3
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,chat,yes,informative_direct,mixed,manipulated,"In RM, non-representatives can send non-binding messages (cheap talk) to the representative; no free-form chat. RnoM and NoR have no communication.",Section 3.1 | Section 4.4
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,all_or_nothing,yes,informative_direct,N/A,manipulated,Contribution is continuous: 0 ≤ C_i ≤ 20.,Section 3.2
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,default_contrib,no,not_present,N/A,N/A,No mention of default contribution framing or opt-in/opt-out.,
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,mpcr,yes,informative_direct,N/A,manipulated,"Marginal per-team return is 0.4; with 4 teams, this is equivalent to MPCR = 0.1 per player.",Section 3.2
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,punishment_cost,yes,informative_direct,N/A,manipulated,Punishing team pays 1 point per punishment point assigned.,Section 3.2
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,punishment_tech,yes,informative_direct,N/A,manipulated,Each punishment point assigned reduces the target's payoff by 3 points (punishment effectiveness = 3).,Section 3.2
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,reward_exists,no,not_present,N/A,N/A,No reward mechanism is present in any treatment.,
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,reward_cost,no,not_present,N/A,N/A,No reward mechanism.,
10.1007_s10640-025-00970-6,10.1007_s10640-025-00970-6,reward_tech,no,not_present,N/A,N/A,No reward mechanism.,
