item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n,repeat
Individual papers,GPT-5 Mini,citation,Citation,-0.0013991243483839025,-0.006031632040426118,0.0015768227944760126,2009,rep5
Individual papers,GPT-5 Mini,empirical_share,Empirical papers,-0.009289916924006337,-0.01406174826541918,-0.004568276346628527,2009,rep5
Individual papers,GPT-5 Mini,recent,Publication Year,-0.0026227693409879966,-0.0064409951653500415,0.00032069595779106604,2009,rep5
Individual papers,GPT-5 Mini,biology_share,Biology Journals,-0.0005497469390388234,-0.0036837681776333083,0.0023871838277465954,2009,rep5
Individual papers,GPT-5 Mini,economics_share,Economics Journals,-0.002718702136004672,-0.006908935478073069,0.0009532263308127154,2009,rep5
Individual papers,GPT-5 Mini,psychology_share,Psychology Journals,0.002289369532935098,-0.0006148807824592259,0.005621058421717171,2009,rep5
Individual papers,GPT-5 Mini,mathphysics_share,Math/Physics Journals,-0.0017263220180735632,-0.005907844473080628,0.0014735900319894771,2009,rep5
Individual papers,GPT-5 Mini,multidisciplinary_share,Multidisciplinary Journals,0.00045976429254456354,-0.0031156227020057484,0.0031540250276989997,2009,rep5
Individual papers,GPT-5 Nano,journal_impact,Journal Impact Factor,0.00024750253764321806,-0.002659609415942346,0.004746752891009568,1996,rep5
Individual papers,GPT-5 Nano,citation,Citation,-0.0022569952279674972,-0.009386381929426963,0.00020470081122648403,1996,rep5
Individual papers,GPT-5 Nano,empirical_share,Empirical papers,-0.0023527518442775165,-0.0065569086179858614,0.0004871362266684342,1996,rep5
Individual papers,GPT-5 Nano,recent,Publication Year,-0.0016666397066321989,-0.006323200649758977,0.0001241095274672707,1996,rep5
Individual papers,GPT-5 Nano,biology_share,Biology Journals,0.0007693546968303162,-0.002553355314396303,0.004141025930337319,1996,rep5
Individual papers,GPT-5 Nano,economics_share,Economics Journals,-0.0032471925598049674,-0.008356842929990062,-0.0010414573033152537,1996,rep5
Individual papers,GPT-5 Nano,psychology_share,Psychology Journals,0.0017778218163385033,-0.0007867454345791727,0.004740126725008312,1996,rep5
Individual papers,GPT-5 Nano,mathphysics_share,Math/Physics Journals,-0.0014229265434993837,-0.007392559507649876,0.0008314791995102338,1996,rep5
Individual papers,GPT-5 Nano,multidisciplinary_share,Multidisciplinary Journals,-0.0004910355355716976,-0.0052886564160488795,0.0018268302162751853,1996,rep5
