model,source_id,n_aug_runs,n_baseline_runs,correlation,correlation_repeat_sd,correlation_repeat_se,baseline_correlation,baseline_repeat_sd,baseline_repeat_se,delta_correlation,delta_correlation_repeat_sd,delta_correlation_repeat_se
GPT-4.1,10.1038_nature16981,5,5,0.5256808459758758,0.025576134217988915,0.011437994942616327,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.010958810210499992,0.024517478690619418,0.010964549797825511
GPT-4.1,10.1038_nclimate1927,5,5,0.5972340941429138,0.029173081029339402,0.013046598458942488,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.060594437956537975,0.04666531754890363,0.020869364446192477
GPT-4.1,10.1038_ncomms12288,5,5,0.540330296754837,0.033794124553754364,0.0151131919484579,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.00369064056846119,0.05409977116089821,0.02419415317659022
GPT-4.1,10.1038_ncomms1442,5,5,0.5590328633785248,0.05860769805996673,0.02621015937337363,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.022393207192148934,0.07423708083277675,0.0331998318386471
GPT-4.1,10.1038_ncomms3814,5,5,0.5612821459770203,0.04372320656392385,0.019553612414239748,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.024642489790644418,0.047219845936200835,0.02111735708008245
GPT-4.1,10.1038_ncomms4976,5,5,0.5909029722213746,0.020707425569782497,0.009260642242610195,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05426331603499866,0.051616766691837006,0.023083719820338897
GPT-4.1,10.1038_ncomms5939,5,5,0.557696807384491,0.01818916622936036,0.008134442428578659,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02105715119811512,0.04904110035905091,0.021931846818845434
GPT-4.1,10.1038_ncomms6306,5,5,0.5696593880653381,0.05850179600379616,0.02616279853406275,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03301973187896229,0.06790506488726308,0.03036806822089087
GPT-4.1,10.1038_nn.3087,5,5,0.5853919744491577,0.011975347721087123,0.0053555383117096,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04875231826278187,0.03601940454316722,0.01610836741351733
GPT-4.1,10.1038_s41467-017-00731-0,5,5,0.5660104513168335,0.024773866148064476,0.011079209754510606,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02937079513045765,0.03745759409429776,0.016751545333688892
GPT-4.1,10.1038_s41467-017-02036-8,5,5,0.5869823336601258,0.02637665577866295,0.011795999068040599,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05034267747374989,0.0407123270951193,0.01820710618137866
GPT-4.1,10.1038_s41467-018-04775-8,5,5,0.5476281046867371,0.00993697888049574,0.004443952053553646,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.010988448500361214,0.033012198156688675,0.014763503833009825
GPT-4.1,10.1038_s41467-020-14712-3,5,5,0.5934584140777588,0.026514764251818264,0.011857763054889397,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.056818757891382944,0.03150836434346895,0.01409096890636542
GPT-4.1,10.1038_s41467-020-15661-7,5,5,0.5470908164978028,0.012772360914303057,0.0057119734475086,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.010451160311426889,0.04325662612621565,0.019344951299102315
GPT-4.1,10.1038_s41467-020-20436-1,5,5,0.5271942675113678,0.03824229258827544,0.01710247316856405,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.009445388675008048,0.05293819963615116,0.023674682598577725
GPT-4.1,10.1038_s41467-022-33551-y,5,5,0.6022325992584229,0.013096828272812049,0.00585707966152978,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06559294307204701,0.04171102654956391,0.01865373815522468
GPT-4.1,10.1038_s41467-023-38592-5,5,5,0.6361046075820923,0.03361538468681143,0.015033257049903168,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09946495139571644,0.012762876195828892,0.005707731752457464
GPT-4.1,10.1038_s41467-024-49505-5,5,5,0.551047170162201,0.04593719434778276,0.020543737851452273,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01440751397582508,0.07630826589174389,0.034126093955813584
GPT-4.1,10.1038_s41559-019-0907-1,5,5,0.5871395349502564,0.03742602395779532,0.01673742673943321,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0504998787638805,0.06729996766748789,0.030097460517608175
GPT-4.1,10.1038_s41559-020-01384-x,5,5,0.5491161346435547,0.0,0.0,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01247647845717884,0.03532932148071059,0.01579975288596248
GPT-4.1,10.1038_s41562-017-0138,5,5,0.6128065943717956,0.04036356520531678,0.018051135122666716,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07616693818541981,0.04886388613882263,0.021852594210243423
GPT-4.1,10.1038_s41562-017-0191-5,5,5,0.6139216542243957,0.02051400142174521,0.009174140333909923,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07728199803801991,0.047128417943387305,0.02107646923868697
GPT-4.1,10.1038_s41562-018-0385-5,5,5,0.5898672819137574,0.014470084630516866,0.006471218574802128,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.053227625727381475,0.029032585065852903,0.012983766753958459
GPT-4.1,10.1038_s41562-019-0707-2,5,5,0.5567556977272033,0.031068909775368258,0.013894438848906229,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.020116041540827523,0.048371931110955106,0.021632585233406505
GPT-4.1,10.1038_s41562-020-00950-4,5,5,0.5732586026191712,0.057807689420909206,0.025852384633469686,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0366189464327953,0.03902814518047064,0.01745391713185263
GPT-4.1,10.1038_s41562-021-01059-y,5,5,0.5943755388259888,0.014020214240296877,0.0062700304200828776,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05773588263961292,0.045396649443593604,0.02030199882132066
GPT-4.1,10.1038_s41562-022-01457-w,5,5,0.6193659901618958,0.03817186391831663,0.017070976509845494,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0827263339755199,0.035271192699862716,0.015773756904877475
GPT-4.1,10.1038_s41598-017-02625-z,5,5,0.5816497325897216,0.027985368022606955,0.012515437054779604,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04501007640334583,0.050369281304930784,0.02252582739512691
GPT-4.1,10.1038_s41598-017-02952-1,5,5,0.5625126600265503,0.02995554141867958,0.013396525382995605,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.025873003840174446,0.05957404234660861,0.026642321676293587
GPT-4.1,10.1038_s41598-017-11580-8,5,5,0.5490116596221923,0.014675084427040096,0.0065628972708820415,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.012372003435816537,0.0290227208383713,0.012979355337319583
GPT-4.1,10.1038_s41598-017-12490-5,5,5,0.5527281641960144,0.01037071455229124,0.004637924542833902,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01608850800963856,0.027097007236500336,0.012118150033523694
GPT-4.1,10.1038_s41598-017-12742-4,5,5,0.5672903180122375,0.039308324533180276,0.017579217147562755,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0306506618258617,0.05961476061008116,0.02666053143730366
GPT-4.1,10.1038_s41598-017-12823-4,5,5,0.5568852066993714,0.017647723167583774,0.007892301730163045,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02024555051299549,0.028757394962809213,0.012860697998530287
GPT-4.1,10.1038_s41598-017-13918-8,5,5,0.5812231779098511,0.019401599120935843,0.008676658901322541,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.044583521723475225,0.049858084533919586,0.022297213249155023
GPT-4.1,10.1038_s41598-017-16140-8,5,5,0.5594941973686218,0.0333853356423319,0.014930375989580144,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02285454118224598,0.04843293784838939,0.021659868275804215
GPT-4.1,10.1038_s41598-017-17481-0,5,5,0.5408934235572815,0.041172126276305634,0.018412734626404935,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.004253767370905648,0.056543330837377684,0.025286946285327322
GPT-4.1,10.1038_s41598-017-18727-7,5,5,0.6209928750991821,0.0560832757536775,0.025081203397217727,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08435321891280628,0.059840797722757695,0.026761618307180164
GPT-4.1,10.1038_s41598-018-34116-0,5,5,0.6175603747367859,0.03729160061233633,0.016677310791791362,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08092071855041004,0.049457693650389205,0.022118153002525995
GPT-4.1,10.1038_s41598-018-34435-2,5,5,0.5622340202331543,0.04758438499020068,0.021280383901121875,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02559436404677845,0.03539369888227321,0.015828543335184242
GPT-4.1,10.1038_s41598-018-36486-x,5,5,0.6218066453933716,0.0542487030176381,0.024260757527727352,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08516698920699574,0.06733029813712811,0.03011102471598918
GPT-4.1,10.1038_s41598-018-38323-7,5,5,0.5343122720718384,0.02461378967911023,0.01100762138127464,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.0023273841145374672,0.04728959854833503,0.0211485513965505
GPT-4.1,10.1038_s41598-019-44725-y,5,5,0.6042040824890137,0.04646848316824943,0.020781337435102104,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06756442630263783,0.03774899513343967,0.016881863840135968
GPT-4.1,10.1038_s41598-019-52524-8,5,5,0.6253719210624695,0.0382587303906917,0.017109824377284744,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08873226487609363,0.029333075901302477,0.01311815034089465
GPT-4.1,10.1038_s41598-020-57562-1,5,5,0.5481420874595642,0.015363885871841142,0.006870938641597083,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.011502431273188363,0.038885024154731745,0.017389911463340294
GPT-4.1,10.1038_s41598-020-60349-z,5,5,0.5674371123313904,0.016617537886618326,0.007431588866631354,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.030797456145014536,0.04336980298916434,0.019395565530909008
GPT-4.1,10.1038_s41598-020-61634-7,5,5,0.5708444595336915,0.03011978243820761,0.013469976199867315,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03420480334731556,0.03469192133762141,0.01551469887619938
GPT-4.1,10.1038_s41598-020-64930-4,5,5,0.6021584153175354,0.03260880619384182,0.014583101462909299,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06551875913115955,0.0583280247977,0.026085085688190124
GPT-4.1,10.1038_s41598-020-65516-w,5,5,0.5746471881866455,0.019682564846966483,0.00880231059387296,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03800753200026966,0.01857433192468217,0.008306693764046767
GPT-4.1,10.1038_s41598-020-73314-7,5,5,0.5499645233154297,0.02047211048355518,0.009155406136823094,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.013324867129053841,0.03737853894642637,0.016716190796766547
GPT-4.1,10.1038_s41598-020-73564-5,5,5,0.6074594259262085,0.029605192717211928,0.013239844680533516,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07081976973983264,0.055351777250815734,0.02475406732165008
GPT-4.1,10.1038_s41598-020-73855-x,5,5,0.5950160384178161,0.03376796730441439,0.015101494070932182,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.058376382231440316,0.034453281069496786,0.015407975703860294
GPT-4.1,10.1038_s41598-020-79731-y,5,5,0.569740605354309,0.008734581758677477,0.0039062237134865002,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.033100949167933234,0.034166495443507576,0.015279721272923952
GPT-4.1,10.1038_s41598-021-03045-w,5,5,0.5668819665908813,0.0642327551241653,0.02872576136794631,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0302423104045055,0.08294164765755285,0.03709263246562487
GPT-4.1,10.1038_s41598-021-04217-4,5,5,0.6047305583953857,0.032864720232354254,0.014697549700211358,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0680909022090099,0.011116983371720011,0.004971666104780151
GPT-4.1,10.1038_s41598-021-85814-1,5,5,0.5684685111045837,0.024404414794029963,0.010913986086110505,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.031828854918207895,0.024926547344515607,0.011147490861340753
GPT-4.1,10.1038_s41598-021-86668-3,5,5,0.612890112400055,0.03228959957091068,0.014440347921360865,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07625045621367908,0.05511281429254345,0.024647199837889825
GPT-4.1,10.1038_s41598-021-87019-y,5,5,0.6129775643348694,0.03103131193137403,0.013877624581910523,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07633790814849353,0.05496992509573313,0.024583297846426183
GPT-4.1,10.1038_s41598-021-88663-0,5,5,0.5413290977478027,0.031181680386405054,0.01394487139933472,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.004689441561426888,0.06353519433639494,0.028413802699967745
GPT-4.1,10.1038_s41598-021-89563-z,5,5,0.5718497514724732,0.02994464644924335,0.013391653004541166,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.035210095286097295,0.06029709600921684,0.026965681104488024
GPT-4.1,10.1038_s41598-021-89675-6,5,5,0.56133531332016,0.03528740580631218,0.01578100762650696,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.024695657133784066,0.03853631918075603,0.017233965858159894
GPT-4.1,10.1038_s41598-021-93598-7,5,5,0.5797849774360657,0.04196377144066444,0.01876676910671799,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.043145321249689825,0.057015214451907804,0.02549797905323885
GPT-4.1,10.1038_s41598-021-95130-3,5,5,0.6052706837654114,0.05105660736224896,0.022833208952500978,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06863102757903553,0.0723596100375318,0.03236020137385944
GPT-4.1,10.1038_s41598-021-95303-0,5,5,0.5950562953948975,0.02334164651036196,0.010438701660788018,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.058416639208521616,0.055514236499936566,0.024826721306571632
GPT-4.1,10.1038_s41598-021-97001-3,5,5,0.5524464309215545,0.06241172943688548,0.02791137392284012,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01580677473517872,0.05114057669748116,0.022870761180821916
GPT-4.1,10.1038_s41598-022-10582-5,5,5,0.5359657764434814,0.04588409935376045,0.020519993048272504,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.000673879742894401,0.07544122583457598,0.03373834185440504
GPT-4.1,10.1038_s41598-022-18797-2,5,5,0.5723093032836915,0.042283100981198175,0.018909577618689433,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03566964709731556,0.016013658934615396,0.007161525989259377
GPT-4.1,10.1038_s41598-022-23454-9,5,5,0.5845195174217224,0.07084520258448516,0.03168293777173052,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.047879861235346564,0.07896459543421744,0.03531404064133594
GPT-4.1,10.1038_s41598-022-26890-9,5,5,0.5771293759346008,0.037667623938128475,0.01684547353531072,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04048971974822498,0.03990178868884129,0.017844622386416265
GPT-4.1,10.1038_s41598-023-33167-2,5,5,0.5904505372047424,0.040706690610249605,0.0182045854687141,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.053810881018366584,0.05662132301392173,0.02532182544702045
GPT-4.1,10.1038_s41598-023-36318-7,5,5,0.5960160970687867,0.03568183177621182,0.01595740028266434,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05937644088241077,0.054243076337950794,0.024258241200073666
GPT-4.1,10.1038_s41598-023-37286-8,5,5,0.5880496382713318,0.051598583415394535,0.023075588011903087,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05140998208495594,0.044584011880193626,0.01993857625475423
GPT-4.1,10.1038_s41598-023-41519-1,5,5,0.5543501973152161,0.02449798407204204,0.010955831539358621,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.01771054112884022,0.03496741069817424,0.015637901463654194
GPT-4.1,10.1038_s41598-023-41886-9,5,5,0.5280361413955689,0.05925924573502425,0.02650154035177574,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.008603514790807,0.08138995509527665,0.03639869445573879
GPT-4.1,10.1038_s41598-023-43918-w,5,5,0.5531179785728455,0.0586891991414044,0.026246607765040505,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.016478322386469613,0.08314819068051657,0.03718500131354991
GPT-4.1,10.1038_s41598-023-46944-w,5,5,0.5305312275886536,0.04311558123673696,0.01928187410695166,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.006108428597722282,0.050159515155377074,0.02243201712117081
GPT-4.1,10.1038_s41598-023-50414-8,5,5,0.5484647929668427,0.044097641873369134,0.019721064975258912,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.011825136780466806,0.03574286711953364,0.015984696118003863
GPT-4.1,10.1038_s41598-024-57842-0,5,5,0.46635721921920775,0.12470275221994535,0.05576876618902212,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.07028243696716809,0.1412604258622159,0.06317358295169682
GPT-4.1,10.1038_s41598-024-67268-3,5,5,0.5327237367630004,0.01347675705916002,0.0060269889801063915,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.003915919423375358,0.0442654432330565,0.01979610802465448
GPT-4.1,10.1038_s41598-024-69206-9,5,5,0.6575724959373475,0.016460095969990617,0.007361178701013871,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.12093283975097158,0.04223840014984189,0.018889586799176752
GPT-4.1,10.1038_s41598-024-71106-x,5,5,0.5666952013969422,0.021336816191798502,0.009542114285655929,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.030055545210566293,0.049392281457750785,0.02208889978066663
GPT-4.1,10.1038_s41598-024-72939-2,5,5,0.5687418222427368,0.01848783005091333,0.00826800895006112,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03210216605636097,0.03479587786205329,0.015561189647266242
GPT-4.1,10.1038_s41598-024-80733-3,5,5,0.5899775266647339,0.02582624957502337,0.011549849930725463,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.05333787047835804,0.030395730355038054,0.01359338385992378
GPT-4.1,10.1038_s41598-025-07863-0,5,5,0.6372018098831177,0.03219570205412901,0.014398355675272418,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.10056215369674182,0.06224472715251873,0.02783668823079176
GPT-4.1,10.1038_s41598-025-87322-y,5,5,0.626797103881836,0.04902464992051162,0.021924489959078728,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0901574476954601,0.06054903753464902,0.027078352779932296
GPT-4.1,10.1038_s41598-025-98728-z,5,5,0.5850801706314087,0.0563805833669742,0.025214163403929655,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04844051444503285,0.05766677807659406,0.025789367164531778
GPT-4.1,10.1038_s41893-022-00877-w,5,5,0.6403304815292359,0.040677451408206354,0.01819150930003879,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.10369082534285998,0.03395371157096708,0.015184561432220712
GPT-4.1,10.1038_s42003-021-02865-w,5,5,0.5426306128501892,0.06369177936423695,0.02848382965327043,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.005990956663813362,0.055799895676544434,0.024954471974029994
GPT-4.1,10.1038_srep00344,5,5,0.6155099034309387,0.02993991970817469,0.013389539141672855,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07887024724456287,0.041289844943765426,0.018465380014937093
GPT-4.1,10.1038_srep00458,5,5,0.6167577505111694,0.03765920626732147,0.016841709038483383,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.08011809432479358,0.03534405516318481,0.015806341989076732
GPT-4.1,10.1038_srep01521,5,5,0.5819103717803955,0.023498122580885242,0.01050867988689644,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04527071559401966,0.04221963169330429,0.018881193290246588
GPT-4.1,10.1038_srep01735,5,5,0.5811552405357361,0.030560025621944955,0.013666858936960841,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04451558434936024,0.04160968151358358,0.018608415277297844
GPT-4.1,10.1038_srep02695,5,5,0.5749120712280273,0.019130645993794264,0.008555484979121598,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0382724150416515,0.049437463703286035,0.022109105895145212
GPT-4.1,10.1038_srep03055,5,5,0.5688625872135162,0.04147237889143376,0.01854701167797465,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03222293102714039,0.0712954417144643,0.03188429083188326
GPT-4.1,10.1038_srep06025,5,5,0.5960684657096863,0.06231444753405912,0.027867868133300066,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.059428809523310436,0.09046603476179967,0.04045764067644861
GPT-4.1,10.1038_srep06421,5,5,0.5995495796203614,0.04411969014462972,0.019730925261923916,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.06290992343398548,0.05427031619558169,0.024270423234745684
GPT-4.1,10.1038_srep07843,5,5,0.5656533002853393,0.037027181318933344,0.016559058888869056,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02901364409896351,0.03948434917601088,0.01765793776097963
GPT-4.1,10.1038_srep08237,5,5,0.5413714408874511,0.01125241754993524,0.0050322341105733664,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0047317847010753256,0.04107161599692236,0.01836778506297724
GPT-4.1,10.1038_srep08917,5,5,0.40919376611709596,0.04283565260986401,0.019156686219244438,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.12744589006927992,0.07122360048805625,0.03185216245871619
GPT-4.1,10.1038_srep09098,5,5,0.5737646222114563,0.04350255455977878,0.019454933838111758,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.037124966025080454,0.07520853948738414,0.033634281356453626
GPT-4.1,10.1038_srep10321,5,5,0.5614313840866089,0.023154995465636836,0.01035522877597267,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02479172790023304,0.030408615109530683,0.013599146097307564
GPT-4.1,10.1038_srep10639,5,5,0.6145144581794739,0.029794952745815374,0.013324707945207436,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07787480199309803,0.060936581797269344,0.02725166784303411
GPT-4.1,10.1038_srep11027,5,5,0.5863351106643677,0.020673480113841486,0.00924546137320793,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04969545447799183,0.04688060384078715,0.020965643402847556
GPT-4.1,10.1038_srep12797,5,5,0.58468998670578,0.0355071914229527,0.015879298742363945,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04805033051940418,0.06044582864966967,0.02703219636339314
GPT-4.1,10.1038_srep14783,5,5,0.5837509989738464,0.04119470682104209,0.018422832953004876,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04711134278747059,0.06698639628239206,0.029957227131033565
GPT-4.1,10.1038_srep17050,5,5,0.49163817167282103,0.04464287782625974,0.019964901906146963,0.5366396561863759,0.03532932148071059,0.01579975288596248,-0.045001484513554804,0.07116881792723817,0.03182766295272205
GPT-4.1,10.1038_srep17752,5,5,0.5482409477233887,0.050145210558910476,0.022425619911152807,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.011601291537012826,0.04316609503754495,0.019304464565433367
GPT-4.1,10.1038_srep18182,5,5,0.5908713579177857,0.03604962185935303,0.016121881008135146,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0542317017314098,0.06747460097909007,0.030175558908783852
GPT-4.1,10.1038_srep20767,5,5,0.568718433380127,0.023087942538086832,0.010325241795154236,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03207877719375111,0.030824418126246218,0.013785098859432647
GPT-4.1,10.1038_srep21104,5,5,0.5680395722389221,0.0230709348288063,0.010317635716335672,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03139991605254627,0.03488406547899236,0.015600628348516134
GPT-4.1,10.1038_srep23006,5,5,0.5388494372367859,0.00956870013197879,0.0042792527902831565,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0022097810504100425,0.039894505431095455,0.017841365214532796
GPT-4.1,10.1038_srep23919,5,5,0.5889203786849976,0.03648809190956616,0.016317970775810008,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.052280722498621715,0.056176512487755514,0.02512290013229743
GPT-4.1,10.1038_srep25413,5,5,0.5844359278678894,0.01872852197100585,0.008375649649053485,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.047796271681513555,0.04809548999529578,0.02150895700812848
GPT-4.1,10.1038_srep28809,5,5,0.5673670291900634,0.03385448251909165,0.015140184851153449,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03072737300368763,0.03505859052172382,0.015678678320380855
GPT-4.1,10.1038_srep31927,5,5,0.5637426853179932,0.02173647392241987,0.009720846656336463,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.02710302913161732,0.040507260793124736,0.01811539774314779
GPT-4.1,10.1038_srep36079,5,5,0.6075781345367431,0.036143551259720234,0.01616388751299652,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07093847835036732,0.05728987465410432,0.0256208108298039
GPT-4.1,10.1038_srep38304,5,5,0.6121339678764344,0.04821089593991067,0.021560568115561774,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07549431169005848,0.05920385413341655,0.02647676847446026
GPT-4.1,10.1038_srep38349,5,5,0.6334793448448182,0.05084616772595938,0.022739097486120213,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.09683968865844227,0.08122697695154067,0.036325808414090714
GPT-4.1,10.1038_srep41870,5,5,0.5712725639343261,0.04626915106343358,0.020692193407808833,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.034632907747950324,0.07412623036830167,0.03315025800386636
GPT-4.1,10.1038_srep42735,5,5,0.5814929127693176,0.04172996626506713,0.01866220825349262,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.04485325658294178,0.0413904940596398,0.018510391667931166
GPT-4.1,10.1038_srep42844,5,5,0.5473276972770691,0.009629388407994821,0.0043063934124049795,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.010688041090693245,0.037245516193463495,0.016656701213130714
GPT-4.1,10.1038_srep46634,5,5,0.5658368349075318,0.02490489242977076,0.011137806489057465,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.029197178721155893,0.03568208987951882,0.01595751570997227
GPT-4.1,10.1046_j.1461-0248.2002.00358.x,5,5,0.5631400346755981,0.013202903113392138,0.005904517772377687,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0265003784892223,0.03842033481817235,0.017182096074347078
GPT-4.1,10.1051_mmnp_2023013,5,5,0.5695341229438782,0.0032938660484840092,0.0014730616786377724,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.03289446675750233,0.0374855792147179,0.016764060660012483
GPT-4.1,10.1057_978-1-137-50247-6_2,5,5,0.6014462828636169,0.01593722072484044,0.007127341782632339,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.0648066266772411,0.048537784001209616,0.021706756900781287
GPT-4.1,10.1057_s41599-019-0249-2,5,5,0.5405090689659119,0.03279188279335282,0.014664975807228519,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.003869412779536019,0.03948570871685471,0.017658545766128624
GPT-4.1,10.1057_s41599-020-0419-2,5,5,0.549906587600708,0.003981920186346831,0.0017807688435300289,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.013266931414332161,0.03537357664767236,0.015819544398298902
GPT-4.1,10.1057_s41599-022-01436-6,5,5,0.5509406924247742,0.011148093543478245,0.004985578996548772,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.014301036238398323,0.043436160942811976,0.019425241709949786
GPT-4.1,10.1063_1.3621719,5,5,0.58351811170578,0.07206972069080123,0.032230558916810925,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.046878455519404186,0.05924748917039337,0.02649628265623644
GPT-4.1,10.1063_1.5051422,5,5,0.6108858704566955,0.040253543918207825,0.018001932107277185,0.5366396561863759,0.03532932148071059,0.01579975288596248,0.07424621427031972,0.03824503997183383,0.017103701835843418
